Country Name,country_code,date,Average quality imported,Average unit values imported,Export Quality Index,Export quality 95 percent interval - lower bound,Export quality 95 percent interval - upper bound,Exporter real gross domestic product per capita,Trade value of exports,Unit value 95 percent interval - lower bound,Unit value 95 percent interval - upper bound,Unit value of exports
Albania,ALB,2010,406.16250833999976,319.36879613299993,361.96246349,316.62523043000004,445.0043012400002,1752232.0,12056041.488018999,133.98398069200002,456.9565978500002,256.69604326279995
Albania,ALB,2011,427.34615038999965,341.218422633,381.91664290999967,331.06758814000017,466.6456759900004,1890290.0,13802584.0,141.53540762219993,500.8380628599997,261.1817366085002
Albania,ALB,2012,419.1929412200002,340.74708501299983,379.1565605399998,324.78801897,457.75948764000003,1886157.0,15534640.989555005,132.39535485129997,477.2399537300004,222.24861533730007
Albania,ALB,2013,452.49582288000005,367.4243106899998,408.53476274000013,352.80995966,495.64939934,2069262.0,18695329.0,142.13575626879992,508.7311796899999,244.01100809899987
Albania,ALB,2014,457.4346518699998,374.5965837199997,412.24329442000004,360.7279592899998,498.0490099900003,2126501.0,18253365.0,150.73447743800006,506.45156528,275.7752884770001
Algeria,DZA,1990,284.34868886,226.71880976000003,262.46682387000004,225.53587375999996,314.09801456999975,1061749.0,76367494.61338398,89.12360702260004,314.1791240100001,151.1290624290001
Algeria,DZA,1991,282.1832315800001,226.51496946000017,261.11565262,221.7189048999999,315.3684997199999,1020054.0,68051083.08327225,88.01230652899999,306.2707100900003,177.53142741399984
Algeria,DZA,1992,292.93084827999985,235.672186591,269.56681236000026,233.27354232999997,324.3717050100001,1051836.0,64321819.64666538,92.43101018380001,313.09432031999995,174.76040638299986
Algeria,DZA,1993,299.59498950999983,242.52349542799993,274.88548471000007,238.67918617999985,332.7035988900002,1036680.0,43262675.865844995,92.92455699799991,327.7336142399999,184.58060807599998
Algeria,DZA,1994,320.8196232200002,251.54786763999985,286.99821315000014,251.83502621999997,350.3037109199999,1063440.0,42006388.11409473,99.07375236620003,343.71901517000026,190.8081192920001
Algeria,DZA,1995,306.4812499999999,247.21173243999988,276.86202986,239.12926130000022,335.0006246099998,1034904.0,54765840.72606202,97.37327267080003,346.8875413600001,194.32035111999983
Algeria,DZA,1996,309.40962294,251.21136180999986,283.18442177000014,242.78333325999992,341.1199069500002,1078446.0,65314103.731811024,99.18892963000002,346.33148643000004,199.6895720769998
Algeria,DZA,1997,300.89625850000016,234.9520452569999,273.14701514,233.32632702999993,331.48664133000017,1043676.0,70827997.79566804,95.55814872260008,335.50457621000015,172.552723255
Algeria,DZA,1998,271.62179689999994,209.95364148999994,248.07565072999986,214.79194157000003,300.62164877000004,978624.0,38655739.91773,82.64150790800002,302.67009939999986,158.876936935
Algeria,DZA,1999,289.17645747999995,237.64115068000015,259.4401919799999,228.13122298000005,321.82431167000004,1065064.0,48362329.79709996,92.520331529,326.16515037,163.98620018799986
Algeria,DZA,2000,264.24586333999997,209.74077694000002,239.92989501000002,205.8706876099999,292.88621812000014,991480.0,87049051.57450898,88.02196871969993,311.43905841000014,143.88965889600007
Algeria,DZA,2001,297.9946421099999,249.34909956899997,266.7879315299999,228.7823652900002,329.65137469000007,1134000.0,105543982.80661808,98.49192131170005,319.3289641700001,161.87873316799994
Algeria,DZA,2002,297.67420361,235.2484055905,266.81232966,230.80119897999998,331.0946075399997,1182510.0,91251209.05357705,94.51290556209999,329.7050659700001,178.24568013539988
Algeria,DZA,2003,311.76944687,254.36701772099997,284.08058153999997,243.46348634,348.9650538400001,1323342.0,151286763.81276095,103.25384627840005,351.0552895299997,189.99376100000018
Algeria,DZA,2004,323.73065298999956,269.7484063239996,295.9538180900001,255.59609515000002,363.21535593,1419924.0,231516284.0487928,112.34413806459996,365.4322385899999,194.8345526021002
Algeria,DZA,2005,348.52664851000014,289.98451323800015,320.43862114,273.3157958900003,389.7404817900002,1594575.0,323473456.044521,114.54821603859999,388.0569441199999,204.37268734989982
Algeria,DZA,2006,339.0823919900002,269.56046716000014,309.60239208000013,261.4988326919999,380.7743718099999,1559740.0,395915609.7207676,112.68633855820006,371.10554866000035,199.45926686757997
Algeria,DZA,2007,322.41253905000025,271.228141049,294.50663049,252.239994101,359.61692430000016,1505925.0,430171810.24955803,112.23618383660008,357.39417471,210.99341890659997
Algeria,DZA,2008,333.28560046999985,276.86976361900014,306.6588599999998,263.12114655999994,369.8432957300003,1566044.0,561192739.4866924,118.533265463,369.50975316999984,205.70518002099996
Algeria,DZA,2009,320.40860676000005,265.97466356999996,290.18113846000006,254.29506650000002,358.37827355,1516275.0,362540553.43313485,110.055130842,351.19863313999997,208.67083015600002
Algeria,DZA,2010,340.35594800000024,295.7321966759999,309.53552833999987,269.6814257800001,379.7922318800001,1637118.0,428214167.68920696,122.05265523959994,377.46020588000033,207.99728602499988
Algeria,DZA,2011,352.4220674300003,292.2582789119998,321.02046478,280.96816763,396.8315840600002,1725494.0,543810025.0,130.96868985640003,414.5945811,237.18651071600002
Algeria,DZA,2012,325.2916209699997,274.9382463999999,298.3516856600001,260.2126379699999,364.56967320000007,1612512.0,538839595.90269,113.95287246879998,370.7720069900003,232.1684503540001
Algeria,DZA,2013,309.06326625,253.12411990999985,280.75682196,245.5436653899999,344.44602054,1532844.0,477415568.0,108.43861634099997,346.9906598100002,183.12963940400022
Algeria,DZA,2014,299.08824925000016,238.68445039999992,270.1694646800001,236.28083186999993,333.7629357200002,1513400.0,417502421.0,105.377209481,326.9362603400001,167.59677887000012
Angola,AGO,1990,103.89277410999999,91.76749335000002,81.94417029,81.89271721,121.10417934999998,325101.0,28375859.052263483,39.301389759999985,117.67970019000002,87.42999640799998
Angola,AGO,1991,104.79210482000003,87.65976249000002,83.37883978000005,84.60897792999997,121.12623089999997,308784.0,25473418.71925099,38.69030081700003,109.52553306999998,86.498729922
Angola,AGO,1992,87.58338178,80.37891243,65.11942289999999,67.88137441999996,106.62440214,246015.0,27343625.652004987,32.608583127,98.61852083999996,80.29545987399999
Angola,AGO,1993,106.27543175000001,92.78793824000003,78.44600274000004,82.31868217999998,121.47674131999993,208150.0,26921210.710384388,38.856078855000014,115.61606915000002,69.70221823
Angola,AGO,1994,97.10296556999997,80.24054383999999,70.94590768000003,71.93778147,109.71960086000006,188656.0,26782324.10712299,32.85101524500001,97.73956175999999,58.47507070000001
Angola,AGO,1995,107.34293977,86.16818962999994,81.55817207000004,83.01014207999997,123.08804874999996,227214.0,30735685.582747985,38.95137144300002,121.37567803000005,75.24783300199998
Angola,AGO,1996,107.52008139000006,83.71683674999997,80.80763141000003,78.76007110999998,122.03745965999997,243368.0,38960082.59964002,39.11357862199999,120.30294626999999,70.11433832200001
Angola,AGO,1997,124.57160450999997,100.12253881999996,95.32558966000005,98.79550505000002,144.66285920999997,303876.0,38183527.25649097,43.473197887000005,136.71817523,83.117355713
Angola,AGO,1998,131.50509615000007,108.79703917999994,99.71921486000001,101.22225564,150.51464170000008,327184.0,27985440.393325012,42.29195143800003,136.65761864999996,104.27099190999996
Angola,AGO,1999,128.18090579000005,105.41929518799999,97.43599041999998,101.55099396999994,146.48094468999992,319005.0,34782542.068964005,42.943497414000014,138.64505920999997,87.76656006640002
Angola,AGO,2000,116.03613853999998,106.37695051000001,81.29927630000005,87.75107565999997,133.20745131999996,288918.0,62631045.80617405,39.958010897,127.80600062999997,103.06739458
Angola,AGO,2001,110.45807219999996,99.80269739999996,79.85739252999997,84.67774862999995,128.29185319999993,279752.0,54841304.706569016,37.92961243260002,112.67227178000003,91.32019785000004
Angola,AGO,2002,150.81135688,118.16362267599997,119.64261011000008,118.11353114999999,177.28275817000002,349272.0,63529092.913417056,53.404433415000014,177.54402178,115.87449987099998
Angola,AGO,2003,166.13175734000015,144.14051328999997,130.72859794,133.79452794999997,197.33742686000002,394944.0,73854473.97076999,58.41660244299999,184.66430194000014,131.82688610300005
Angola,AGO,2004,142.5010291799999,127.89225933999998,109.88643931,110.67761051999997,165.5229390100001,354820.0,104932795.57332115,50.48003905099998,153.46929367999994,99.26322794299999
Angola,AGO,2005,158.30020596000006,129.78290249220998,128.59672368000003,125.37731191000006,181.77679039999992,443760.0,182887322.993239,51.67015552799998,179.48001186000008,124.45428286590007
Angola,AGO,2006,156.99494293,128.60353370000004,126.64930878000003,124.52553956999998,178.73455091000005,511700.0,262919464.74211305,53.973989823000025,167.7393504,139.95983874099997
Angola,AGO,2007,176.67045429999993,139.38739168660004,143.14884994,141.57846383999998,200.72613389,684672.0,331982108.079031,62.640188030999994,197.16156496999997,124.640283797
Angola,AGO,2008,200.15099996999996,168.31909991999999,164.32498044000008,163.50693321000003,225.2201574,847584.0,578435202.9468888,72.24644272299997,223.75927044000002,157.13220744500003
Angola,AGO,2009,190.93304174000002,166.62354273999998,159.25458445999996,159.35847209000005,217.28287068000006,808288.0,336635143.8950022,66.86923832,215.3977084599998,154.018816335
Angola,AGO,2010,191.22392181000012,167.138634836,159.46102735999997,156.52541137999998,214.18963746999995,796630.0,440450229.8741079,67.70966930299998,211.81932841999998,174.3162474
Angola,AGO,2011,206.7030583700001,187.12795687300007,176.57894565000004,171.71975980000013,231.49458250000006,866910.0,523903908.0,72.75248500100001,250.84966954000015,177.9559705727
Angola,AGO,2012,219.47956067999993,190.50515882499985,188.41167240999988,183.07449452999995,249.61142684999987,953280.0,585577100.4579045,76.75789362599996,255.86889335,156.1089055170001
Angola,AGO,2013,197.41206240999995,159.15315299199997,167.16614631,162.6631144100001,227.06557707999988,894890.0,576157962.0,69.98085419800002,237.4367813300002,144.5699134128
Angola,AGO,2014,209.69097380000017,177.4296183672,178.38042600000003,172.94186819999993,242.51050132000003,970212.0,532645401.0,76.20431389699999,241.2563795699999,153.00251699329993
Antigua and Barbuda,ATG,1990,113.33054085,93.56737894999998,106.55166206999998,88.04110553,124.41531300000001,1270152.0,88872.71421320003,38.07213627,130.41160127,62.744847763000045
Antigua and Barbuda,ATG,1991,106.48586503999998,89.25404733199998,101.05240452,83.66340489000001,116.21911214000001,1197692.0,115545.74084660005,33.725750774000005,109.29817392999998,68.80189435199999
Antigua and Barbuda,ATG,1992,108.21286271,87.76194799000002,97.54769203000002,81.38430634000001,117.72504758999996,1210122.0,93024.31463700003,33.915039199,111.86489226,74.73707404000002
Antigua and Barbuda,ATG,1993,127.35116262999996,106.59635459999994,120.30397392999998,99.38795757000003,139.40696324999993,1483152.0,118970.55054900011,42.48107423100002,138.60227644999995,101.64629257599996
Antigua and Barbuda,ATG,1994,133.68807954000002,108.34692823,124.79238531000001,105.34575837999999,144.30593786999995,1595365.0,169442.81774799997,42.46758347800002,135.84788209,97.01727741199996
Antigua and Barbuda,ATG,1995,127.05588226000002,108.11413571000001,114.0997219,95.86005704999998,139.42519491000002,1445045.0,201159.937104,43.341606422000005,146.54256433,91.57423648999996
Antigua and Barbuda,ATG,1996,148.79636236000002,117.2849865999999,138.45753112,117.34981029999999,162.63878902,1749020.0,121508.66832600007,46.99744900599996,168.28476218,99.163158686
Antigua and Barbuda,ATG,1997,127.20220441000001,111.54546383,118.14918108000002,98.23346138999996,142.92334707000003,1565360.0,407527.3139269995,41.28756376199998,147.18307255000005,94.51842143699999
Antigua and Barbuda,ATG,1998,146.89947861999994,131.73632257600008,137.6191411599999,112.99111948999997,165.83060778999996,1859823.0,141654.54577300002,51.627299143,167.1947049599999,121.78846758629999
Antigua and Barbuda,ATG,1999,150.57054600000006,131.32644325999996,139.1517716699999,114.33891077999999,166.33587979999996,1889874.0,109805.57111299994,49.30084899500001,164.42683743999999,116.20550726899997
Antigua and Barbuda,ATG,2000,123.89650254000003,120.4877773,115.99554026999996,97.37680459,136.17175605999995,1589510.0,718889.4090920003,42.70423672699997,140.62503218999996,107.31345823999999
Antigua and Barbuda,ATG,2001,136.7790099400001,121.394321964,128.79270999999997,108.38091097000003,155.30986516,1722424.0,1771564.5850920004,47.88236390600001,149.65306198000002,114.55183474200001
Antigua and Barbuda,ATG,2002,148.85944918,127.47311068999993,143.38267822999993,118.14975183000003,169.8816427799999,1902859.0,2039377.4011539996,51.39969632100003,173.03577822999995,135.19778428
Antigua and Barbuda,ATG,2003,177.44105724,144.19128554999995,165.45851018,139.56997823999987,196.01439144,2303238.0,3299558.319050999,58.86006059600001,195.84196847,112.55269683600001
Antigua and Barbuda,ATG,2004,179.92238149000005,157.39692147999995,168.58810369000008,140.37438610999993,199.70676261000006,2452520.0,1404287.9899540006,60.624895415999966,198.11466937999995,125.89334889900006
Antigua and Barbuda,ATG,2005,199.44431602999998,160.60585826,188.40616518000016,153.8830085700001,221.64207198000003,2859683.0,1783527.157809999,68.27902583999996,228.62141053999986,166.58536839399997
Antigua and Barbuda,ATG,2006,175.95641114999992,146.33521650000003,164.55662110000006,135.97264886,195.1566148799999,2827200.0,2634491.276662001,59.256982089,193.6566993000001,144.897439806
Antigua and Barbuda,ATG,2007,178.75398603000005,153.15090951499997,165.50371341000005,137.60119569999998,194.75967580999995,3061560.0,1415978.4304830006,60.91855193500004,199.14799271999996,137.27996805000004
Antigua and Barbuda,ATG,2008,159.74385176999994,140.40511329999995,153.21397389999993,126.05353193,178.0773568999999,2768960.0,983675.5662980006,59.95737356599999,172.68956023999996,129.467284494
Antigua and Barbuda,ATG,2009,254.92673938000007,201.50827618300005,248.90760003999995,204.71777090999996,285.91091072000006,3896750.0,5840183.042147005,92.87729343799997,290.4968121299999,137.37557760499993
Antigua and Barbuda,ATG,2010,379.04723869000054,367.601598962,364.3288144100002,310.0382263000001,422.8059070300001,5310936.0,10808182.703990985,127.35281915539991,439.76007636,255.1793552422002
Antigua and Barbuda,ATG,2011,399.97490124000024,351.63597776340015,382.8692257900004,335.58521400000024,459.73247616000043,5603950.0,4461796.0,140.4421868134,486.52341651999967,263.2737557582501
Antigua and Barbuda,ATG,2012,401.31921147000014,332.0757105900001,384.2416157299997,334.56365805999985,447.76685281999994,5638959.0,3247767.4010930057,135.33656843089986,482.26856367000045,286.28429375399975
Antigua and Barbuda,ATG,2013,133.56849631999998,126.30586986000006,120.68084485000003,110.59728008000005,156.45113015999996,1926900.0,162064.0,48.604432801,154.40197113999986,115.14211791700002
Antigua and Barbuda,ATG,2014,139.41146591000006,115.73237892400005,126.01159752999996,114.05826620999996,158.4007487600001,2026160.0,272305.0,51.39286555300001,151.36553728999996,99.78616598600004
Argentina,ARG,1990,678.2645754000004,565.6599949269993,591.7183417550009,548.2665084830002,779.0893077600006,4466250.0,91866267.22845143,218.67346465019992,797.0722339500012,376.13993652560043
Argentina,ARG,1991,680.71592286,557.5743499800005,609.8465849600005,551.9613820300003,783.3995195799987,4968616.0,102212823.59195517,213.09687406400005,777.3790692099996,386.2386170659998
Argentina,ARG,1992,672.4736726599995,554.0590162599995,609.8626150700002,544.0794869500002,768.4077719400002,5397656.0,102406680.83952291,206.03462963480004,771.52103443,394.74668103599953
Argentina,ARG,1993,675.0191374700009,557.2114450879993,623.7576438300002,543.5945561200008,771.1607959700002,5663686.0,99536696.18192385,204.03317001369982,766.4124152999999,413.9940660029996
Argentina,ARG,1994,695.8345285800006,569.1786389370005,646.7248521900004,556.2390007000002,793.0107159699996,6091372.0,123715202.33154371,206.44419386460018,806.3952948099997,417.16780675400065
Argentina,ARG,1995,683.8713449099993,558.4642798600001,635.1713528700003,542.1094998640004,773.7963425800001,5706900.0,160657984.19063765,211.93585697749998,821.1684671100003,399.64637615
Argentina,ARG,1996,704.4754212899995,561.0398098639995,663.5718091700005,556.5307288079997,796.2826945500007,6117592.0,194769255.01295894,217.42313327949987,843.1736370400009,415.5147751179997
Argentina,ARG,1997,702.0260284300001,576.1212894940008,665.5239900200002,552.7533215150002,790.7854303700001,6494526.0,224758307.53932598,213.7497148832,818.5890276599996,419.1705312749998
Argentina,ARG,1998,698.3938749899999,593.1518328140004,660.59603391,549.4474605800004,787.4583934000001,6634016.0,219698348.0187781,205.79264542000013,806.6440400300005,416.33925311400054
Argentina,ARG,1999,687.37052448,600.6417456199987,645.2560951400002,542.6372596199996,781.4351328699995,6296586.0,165423778.68093407,204.07958916820013,800.3782079700004,399.99648404699957
Argentina,ARG,2000,663.51847297,528.6497204550002,624.0331103100002,520.4267143199999,758.3804223000008,5964308.0,145777405.5179913,204.27932010769996,797.2716066399995,389.19131225700033
Argentina,ARG,2001,695.1667977300003,553.6722620826005,646.5864286299994,541.885519136,788.90891642,5871292.0,169381319.88023892,217.26380542569996,808.676763069999,413.36055618089983
Argentina,ARG,2002,686.7322779399996,561.3093674669,631.8330766500002,539.2374934299994,786.0754879500008,5146002.0,159781566.88590008,211.1735376599997,821.1945675600005,383.11131023039985
Argentina,ARG,2003,689.38760362,523.260953319,636.1391741799997,542.3472788100005,782.3212682799996,5532464.0,242852749.60342994,209.5769776693997,795.9064311099997,348.66054253350035
Argentina,ARG,2004,700.5342113899998,530.2070212006998,644.5175168199999,551.3314383200001,799.8542476500007,6093312.0,293799953.58458686,216.79715492110034,822.5105186599989,359.18548546164
Argentina,ARG,2005,702.0287057699993,540.5083035755,649.8425011200002,554.3745095099997,802.3236042199999,6581960.0,326125417.71315914,217.18489935600002,849.1560655199993,363.38264052970004
Argentina,ARG,2006,710.9729323399997,549.3641741539998,657.6493306769999,560.6831989420002,807.6496995299998,7116366.0,361652269.7522254,220.48424321580018,815.5655019699994,385.9285633789647
Argentina,ARG,2007,700.2195825499992,544.7021528882009,653.4535022199993,557.4994384810005,797.0215129499989,7589261.0,497642998.7707501,222.33614733629994,816.4462665099994,378.1295535649299
Argentina,ARG,2008,700.2273724900011,550.5637649616007,651.3450503799999,553.9418745599997,793.3300638499992,7809792.0,649791273.6702971,234.10873363069993,802.7706245500011,393.1760193659295
Argentina,ARG,2009,706.026717200001,548.8132300365004,659.8877054099999,558.9118883399995,798.4436290800004,7312580.0,489334072.0314279,220.33245296080017,812.033566229999,396.9075809196994
Argentina,ARG,2010,706.347838600001,548.8083714154001,662.711112129999,564.1695105100002,800.9849675599997,8007300.0,565469237.4932142,229.4025266,820.3380016500008,405.4291303454
Argentina,ARG,2011,711.3765819800002,548.8289725310003,669.35677425,572.5630743599992,806.5737023200011,8476193.0,703769675.0,236.88400534749985,863.3117367099994,416.0114441405641
Argentina,ARG,2012,700.8954610600015,566.3169050139985,659.8067078200005,563.3282240059997,796.5671102200002,8203272.0,695337864.7129424,223.44584548369983,838.0651281199998,423.46025625020985
Argentina,ARG,2013,701.95356052,547.09809469171,658.4137488399995,566.02150431,794.8952569599995,8283660.0,682036977.0,220.6315876091999,823.4151144499997,419.07643900340025
Argentina,ARG,2014,693.659439339999,543.7827794726002,652.2053866599998,560.7531711999998,784.8138138700004,7895375.0,597289572.0,218.55747393140018,793.0175221299993,399.6485201971103
"Armenia, Republic of","Armenia, Republic of",1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Republic of","Armenia, Republic of",1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Republic of","Armenia, Republic of",1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Armenia, Republic of","Armenia, Republic of",1993,31.935357749999994,27.81122221,25.055685049999997,23.76203688,35.36226273999999,29172.0,17796.528069000004,11.507248939999997,35.23932398000001,23.820254809999998
"Armenia, Republic of","Armenia, Republic of",1994,49.81082876999998,46.78021152000002,38.19324533000001,35.40003570999999,55.27592991000001,49608.0,23951.434175000006,18.761393816,52.973949850000004,40.88258837
"Armenia, Republic of","Armenia, Republic of",1995,51.332512219999984,44.35556086,44.587390880000015,42.272585570000004,56.266672840000005,55173.0,28418.111461,18.24597824000001,59.23394877000001,52.73363751
"Armenia, Republic of","Armenia, Republic of",1996,73.66630250000001,56.79329492000001,62.538906879999985,56.39453162,78.21282082000002,82880.0,85183.23236500002,24.083801574,79.99408683,49.721051049
"Armenia, Republic of","Armenia, Republic of",1997,190.83334816,175.55228217199988,163.38143237000006,157.76796666999994,214.4457596399999,239850.0,753552.632711,59.62786132059996,219.09550299,139.53632645599993
"Armenia, Republic of","Armenia, Republic of",1998,214.21750420000004,169.52695538000006,181.07670737999993,175.54550492999996,239.05142439000016,288420.0,827662.9149699996,64.8137864606,255.53627690000008,128.43842386400001
"Armenia, Republic of","Armenia, Republic of",1999,197.2859831500001,158.19488389999998,165.63770426000005,159.0531029900001,223.1749541899998,280095.0,534599.5004699997,61.13182480300002,234.01961130999982,122.44482845339998
"Armenia, Republic of","Armenia, Republic of",2000,192.26906543999996,134.57663083199992,162.51054394000005,151.07058809,218.95366699000004,291408.0,694995.7924990002,63.56581853299998,240.26404350999994,133.06707930200002
"Armenia, Republic of","Armenia, Republic of",2001,234.39760087999994,182.01441037000004,199.76975802000004,184.12199458000006,267.4024854600001,391922.0,1396258.8577049994,77.41937355760001,269.7075885600001,150.72331554920004
"Armenia, Republic of","Armenia, Republic of",2002,253.26452912999991,210.01737571000007,215.34276409999995,197.60788161000005,285.64836621999996,475334.0,1968012.2627179993,82.04733432199991,304.3314992700001,150.63118879199988
"Armenia, Republic of","Armenia, Republic of",2003,250.92127888000013,197.77034673999998,211.79556739999995,195.79760922999986,281.9484351699998,537876.0,2556885.9188010017,79.491474267,287.36353727000017,192.84786954099997
"Armenia, Republic of","Armenia, Republic of",2004,283.2594178,213.45674872100008,242.16986193999995,220.37807248999994,316.5211622300001,671950.0,2869863.6376910023,93.23043619060002,319.2674284999998,190.68950416220022
"Armenia, Republic of","Armenia, Republic of",2005,278.69823494,198.55880421699982,243.26827553999976,215.77234291999994,312.4415384999997,757814.0,3052828.2226979993,90.78234276619999,324.56464026,184.69073131291017
"Armenia, Republic of","Armenia, Republic of",2006,314.51490445999985,228.4811207389999,282.11001741999985,248.05877796999997,357.85914548000034,988722.0,3908976.8372229994,105.45489933580002,356.6877456600002,203.38566265523016
"Armenia, Republic of","Armenia, Republic of",2007,321.47829803999997,238.46640431600002,287.08294013999983,258.22428284999995,361.4407518499997,1146488.0,5923569.04407601,103.5768024686,382.63347920000035,198.87544163409993
"Armenia, Republic of","Armenia, Republic of",2008,329.67935977,250.21819785999998,294.5070300899998,260.05093248999964,368.5161578800001,1259185.0,5835385.900782001,110.45060813899997,380.0358028299998,245.5811062615
"Armenia, Republic of","Armenia, Republic of",2009,307.7624112600002,237.8549876499999,272.5940913899999,243.05677642999993,344.9337545100002,1010874.0,4387812.986765,97.20063970079997,356.7485193600002,201.63084625529982
"Armenia, Republic of","Armenia, Republic of",2010,332.7689317899999,246.85266988599994,295.4288359000002,260.1854499200003,372.66502741999994,1118392.0,5504688.316569006,110.854888062,381.3136569800003,219.8967115393
"Armenia, Republic of","Armenia, Republic of",2011,400.5688190699998,305.0262378300001,358.67082031,325.16802105000033,445.7938312400003,1404380.0,7409198.0,131.27416803109995,492.44645226000034,268.46227665540016
"Armenia, Republic of","Armenia, Republic of",2012,416.3699392000004,303.8371291576,371.41058042999987,335.1652508900003,467.3999652399998,1573539.0,8646560.150712002,132.45355468169993,497.80933977000035,285.7517061678998
"Armenia, Republic of","Armenia, Republic of",2013,340.57532201000004,258.51817374629985,304.3804883299999,269.67720846,383.0879979399999,1320384.0,9118595.0,110.29674684039998,404.7218177700001,238.9713454899002
"Armenia, Republic of","Armenia, Republic of",2014,332.54144592999984,251.42653413199994,298.33892926000016,265.1855192899998,375.94131744999976,1337952.0,10340476.0,110.43724708960004,385.14174260999994,239.19003240919994
Australia,AUS,1990,728.3221294900001,619.1577574670005,724.386088101001,583.9542968229996,834.2280949199998,28757036.0,289602968.24480397,227.5318763987999,849.4076684300004,495.78304563399996
Australia,AUS,1991,724.6951542300005,623.884919962,720.4462519393007,581.8713385599998,830.6875659699992,28074325.0,295911785.26989555,224.2111021816998,821.9417619809999,499.71741048699954
Australia,AUS,1992,733.9120099500016,615.9785255329984,731.46224962,591.1959561200001,848.367783790001,28475285.0,301788627.23480105,223.66858728869985,838.682964979,477.76293937199983
Australia,AUS,1993,733.5839983500001,622.9542762540009,732.0497246529995,584.8871346800006,842.1874170099994,29198433.0,302382977.0440152,218.91147600320016,829.0370205749998,486.9298865995998
