WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
512,AFG,PCPI,Afghanistan,"Inflation, average consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.263,42.413,49.351,54.566,58.269,63.327,80.057,74.604,76.229,85.227,90.717,97.417,101.97,101.296,105.736,110.998,111.693,114.583,119.742,125.427,131.699,138.284,145.198
512,AFG,PCPIPCH,Afghanistan,"Inflation, average consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35.663,16.358,10.569,6.785,8.681,26.419,-6.811,2.179,11.804,6.441,7.386,4.674,-0.662,4.384,4.976,0.626,2.587,4.502,4.748,5,5,5
512,AFG,PCPIE,Afghanistan,"Inflation, end of period consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,42.89,45.691,51.752,57.219,59.671,69.273,82.306,74.211,81.814,89.433,94.687,101.543,103.053,104.218,109,112.315,113.162,118.255,123.576,129.755,136.243,143.055,150.208
512,AFG,PCPIEPCH,Afghanistan,"Inflation, end of period consumer prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.53,13.266,10.562,4.285,16.092,18.814,-9.836,10.246,9.312,5.875,7.241,1.487,1.131,4.588,3.041,0.755,4.5,4.5,5,5,5,5
512,AFG,FLIBOR6,Afghanistan,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,TM_RPCH,Afghanistan,Volume of imports of goods and services,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.585,0.844,56.662,-1.924,-9.622,-8.186,28.513,34.258,12.349,30.697,5.098,-15.889,15.519,-9.845,2.734,-2.72,4.018,1.955,0.83,7.355,2.595,1.4
512,AFG,TMG_RPCH,Afghanistan,Volume of Imports of goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.828,-1.249,53.612,-0.181,-14.992,-4.067,26.221,36.285,7.088,35.113,8.747,-16.289,24.185,-11.338,0.986,-5.274,3.808,1.729,0.473,6.991,2.144,4.461
512,AFG,TX_RPCH,Afghanistan,Volume of exports of goods and services,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.778,-9.071,45.648,-7.403,-11.787,-6.5,29.976,12.521,0.286,-22.443,-38.259,51.723,-11.021,-17.135,-4.594,55.605,-17.605,5.215,9.033,8.809,6.212,4.266
512,AFG,TXG_RPCH,Afghanistan,Volume of exports of goods,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,90.09,-28.746,16.106,-32.78,37.385,51.53,-21.25,-0.544,-12.113,6.299,9.797,35.009,13.666,10.972,18.355,3.026,8.994,9.618,9.641,9.928,8.702,16.667
512,AFG,LUR,Afghanistan,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,LE,Afghanistan,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,LP,Afghanistan,Population,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.203,23.116,24.019,24.861,25.631,26.617,27.294,28.004,28.803,29.709,30.697,31.732,32.758,33.736,34.656,35.53,36.02,36.51,37,37.514,38.028,38.543,39.057
512,AFG,GGR,Afghanistan,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.235,21.618,31.209,44.926,65.518,81.163,88.162,117.745,154.612,177.821,260.571,271.903,280.187,301.356,344.327,347.829,405.873,412.088,491.653,555.211,631.878,730.113,823.013
512,AFG,GGR_NGDP,Afghanistan,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.845,9.826,12.676,14.733,18.946,18.986,17.036,19.391,21.722,21.265,25.21,24.346,23.684,24.569,26.116,25.25,28.554,27.427,30.258,31.362,32.525,34.085,34.682
512,AFG,GGX,Afghanistan,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.411,26.242,37.101,47.868,63.294,91.817,108.251,128.548,148.052,183.439,258.689,278.95,300.521,318.255,342.771,356.482,384.176,423.881,492.5,556.015,633.011,731.705,825.131
512,AFG,GGX_NGDP,Afghanistan,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.943,11.927,15.069,15.698,18.303,21.478,20.918,21.17,20.801,21.937,25.028,24.977,25.402,25.947,25.997,25.878,27.028,28.212,30.31,31.407,32.584,34.159,34.771
512,AFG,GGXCNL,Afghanistan,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.176,-4.624,-5.891,-2.941,2.225,-10.654,-20.09,-10.803,6.56,-5.618,1.882,-7.047,-20.334,-16.898,1.556,-8.653,21.697,-11.793,-0.847,-0.804,-1.134,-1.592,-2.118
512,AFG,GGXCNL_NGDP,Afghanistan,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.098,-2.102,-2.393,-0.965,0.643,-2.492,-3.882,-1.779,0.922,-0.672,0.182,-0.631,-1.719,-1.378,0.118,-0.628,1.526,-0.785,-0.052,-0.045,-0.058,-0.074,-0.089
512,AFG,GGSB,Afghanistan,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGSB_NPGDP,Afghanistan,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGXONLB,Afghanistan,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.891,-2.797,2.364,-10.524,-19.994,-10.691,6.643,-4.794,2.66,-6.075,-19.935,-16.27,2.35,-7.767,22.486,-11.013,-0.128,-0.005,-0.202,0.147,0.575
512,AFG,GGXONLB_NGDP,Afghanistan,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.393,-0.917,0.684,-2.462,-3.864,-1.761,0.933,-0.573,0.257,-0.544,-1.685,-1.326,0.178,-0.564,1.582,-0.733,-0.008,--,-0.01,0.007,0.024
512,AFG,GGXWDN,Afghanistan,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGXWDN_NGDP,Afghanistan,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,AFG,GGXWDG,Afghanistan,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,618.456,595.36,603.134,629.234,79.485,86.083,98.622,98.658,54.873,62.822,69.968,77.222,102.928,112.16,103.147,102.656,97.998,113.389,125.254,136.267,158.165,181.786,213.691
512,AFG,GGXWDG_NGDP,Afghanistan,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,345.977,270.602,244.967,206.356,22.985,20.137,19.057,16.247,7.709,7.513,6.769,6.914,8.7,9.144,7.823,7.452,6.894,7.547,7.708,7.697,8.141,8.487,9.005
512,AFG,NGDP_FY,Afghanistan,"Gross domestic product corresponding to fiscal year, current prices",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,178.756,220.013,246.21,304.926,345.817,427.495,517.509,607.227,711.759,836.222,"1,033.59","1,116.83","1,183.04","1,226.57","1,318.48","1,377.54","1,421.41","1,502.47","1,624.89","1,770.34","1,942.73","2,142.06","2,373.04"
512,AFG,BCA,Afghanistan,Current account balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.481,1.348,1.915,1.864,1.444,5.424,3.477,5.018,4.51,4.754,2.205,0.063,1.193,0.583,1.63,0.959,1.794,0.377,0.034,-0.02,-0.13,-0.312,-0.401
512,AFG,BCA_NGDPD,Afghanistan,Current account balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.908,29.616,37.216,30.226,20.844,63.39,33.769,41.587,29.43,26.574,10.864,0.312,5.786,2.906,8.391,4.738,9.14,2.01,0.18,-0.1,-0.604,-1.341,-1.591
914,ALB,NGDP_R,Albania,"Gross domestic product, constant prices",390.31,351.279,252.921,234.711,257.243,281.424,306.47,334.359,297.833,324.13,365.912,391.33,423.784,443.009,467.501,493.283,520.544,551.27,584.254,628.073,649.141,673.204,690.339,700.125,707.14,719.688,735.657,760.042,789.084,821.139,845.631,879.642,914.731,951.454,989.594,"1,029.22"
914,ALB,NGDP_RPCH,Albania,"Gross domestic product, constant prices",9.8,-10,-28,-7.2,9.6,9.4,8.9,9.1,-10.924,8.829,12.891,6.946,8.293,4.537,5.529,5.515,5.526,5.903,5.983,7.5,3.354,3.707,2.545,1.418,1.002,1.774,2.219,3.315,3.821,4.062,2.983,4.022,3.989,4.015,4.009,4.004
914,ALB,NGDP,Albania,"Gross domestic product, current prices",22.228,20.006,19.519,63.341,149.142,223.571,267.424,334.359,331.324,384.848,443.594,501.199,563.449,610.494,677.738,737.656,804.163,872.735,965.528,"1,080.68","1,143.94","1,239.65","1,300.62","1,332.81","1,350.05","1,395.31","1,434.31","1,472.48","1,551.28","1,626.20","1,705.38","1,808.99","1,925.98","2,062.68","2,209.06","2,366.84"
914,ALB,NGDPD,Albania,"Gross domestic product, current prices",2.779,2.221,1.333,0.843,1.461,2.361,2.882,3.2,2.259,2.56,3.209,3.483,3.928,4.348,5.611,7.185,8.052,8.896,10.677,12.881,12.044,11.937,12.899,12.324,12.784,13.246,11.389,11.862,13.059,15.059,15.418,16.753,18.117,19.64,21.131,22.757
914,ALB,PPPGDP,Albania,"Gross domestic product, current prices",10.12,9.449,7.033,6.676,7.49,8.369,9.305,10.338,9.367,10.309,11.806,12.908,14.285,15.169,16.305,17.668,19.225,20.976,22.828,25.017,26.054,27.334,28.616,29.578,30.398,31.51,32.545,33.972,35.934,38.305,40.151,42.594,45.208,47.966,50.887,53.989
914,ALB,NGDP_D,Albania,"Gross domestic product, deflator",5.695,5.695,7.717,26.987,57.977,79.443,87.259,100,111.245,118.733,121.229,128.076,132.957,137.806,144.97,149.54,154.485,158.314,165.258,172.062,176.223,184.141,188.404,190.368,190.917,193.876,194.97,193.737,196.593,198.042,201.67,205.65,210.551,216.792,223.228,229.965
914,ALB,NGDPRPC,Albania,"Gross domestic product per capita, constant prices","120,916.02","106,884.08","77,421.84","72,284.50","79,708.68","87,738.26","96,138.99","105,541.55","94,601.80","103,604.50","117,702.98","126,683.82","138,483.63","145,200.81","153,802.80","162,964.38","172,852.94","184,214.30","196,717.32","213,100.25","221,737.48","231,101.54","237,622.40","241,389.08","244,254.87","249,104.37","255,373.96","264,261.27","274,359.81","285,683.22","294,674.14","307,015.48","319,772.15","333,140.80","347,048.16","361,520.49"
914,ALB,NGDPRPPPPC,Albania,"Gross domestic product per capita, constant prices","5,012.15","4,430.50","3,209.25","2,996.30","3,304.04","3,636.88","3,985.10","4,374.85","3,921.38","4,294.56","4,878.96","5,251.23","5,740.35","6,018.79","6,375.35","6,755.11","7,165.01","7,635.95","8,154.22","8,833.32","9,191.34","9,579.50","9,849.80","10,005.93","10,124.72","10,325.74","10,585.62","10,954.02","11,372.62","11,841.99","12,214.67","12,726.24","13,255.02","13,809.17","14,385.65","14,985.55"
914,ALB,NGDPPC,Albania,"Gross domestic product per capita, current prices","6,886.27","6,087.18","5,975.01","19,507.21","46,212.78","69,701.86","83,890.18","105,541.55","105,239.73","123,012.54","142,690.68","162,251.41","184,123.19","200,095.80","222,968.14","243,696.87","267,031.94","291,636.22","325,091.66","366,664.68","390,752.87","425,552.92","447,689.08","459,526.46","466,324.61","482,954.10","497,901.56","511,970.59","539,371.34","565,771.65","594,268.49","631,377.97","673,285.05","722,223.60","774,710.30","831,369.79"
914,ALB,NGDPDPC,Albania,"Gross domestic product per capita, current prices",860.784,675.736,408.022,259.75,452.623,736.028,903.989,"1,009.97",717.381,818.32,"1,032.26","1,127.64","1,283.57","1,425.13","1,846.12","2,373.58","2,673.77","2,972.75","3,595.05","4,370.56","4,114.09","4,097.83","4,439.89","4,248.91","4,415.60","4,584.92","3,953.61","4,124.41","4,540.46","5,239.21","5,372.74","5,847.06","6,333.43","6,876.57","7,410.75","7,993.47"
914,ALB,PPPPC,Albania,"Gross domestic product per capita, current prices","3,135.16","2,875.05","2,152.99","2,055.94","2,320.81","2,609.15","2,918.92","3,263.07","2,975.28","3,295.09","3,797.54","4,178.66","4,668.06","4,971.92","5,364.27","5,836.82","6,383.82","7,009.32","7,686.14","8,488.19","8,899.57","9,383.48","9,849.80","10,197.85","10,499.96","10,906.62","11,297.52","11,811.75","12,494.07","13,326.69","13,991.14","14,866.44","15,803.75","16,794.60","17,845.85","18,964.22"
914,ALB,NGAP_NPGDP,Albania,Output gap in percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,PPPSH,Albania,Gross domestic product based on purchasing-power-parity (PPP) share of world total,0.04,0.034,0.024,0.02,0.022,0.023,0.024,0.025,0.022,0.023,0.025,0.026,0.027,0.028,0.028,0.028,0.028,0.028,0.029,0.03,0.031,0.031,0.03,0.03,0.029,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.029,0.029
914,ALB,PPPEX,Albania,Implied PPP conversion rate,2.196,2.117,2.775,9.488,19.912,26.714,28.74,32.344,35.371,37.332,37.574,38.829,39.443,40.245,41.565,41.752,41.829,41.607,42.296,43.197,43.907,45.351,45.452,45.061,44.412,44.281,44.072,43.344,43.17,42.454,42.475,42.47,42.603,43.003,43.411,43.839
914,ALB,NID_NGDP,Albania,Total investment,44.823,49.84,9.509,7.438,18.881,25.603,25.746,18.064,16.659,19.743,19.735,30.796,34.989,35.264,33.897,34.197,36.87,35.698,34.462,33.374,32.641,31.318,33.462,29.824,27.49,27.283,26.218,25.475,24.575,23.621,24.07,24.229,24.475,24.696,25.161,25.675
914,ALB,NGSD_NGDP,Albania,Gross national savings,38.061,41.016,-8.026,9.426,23.388,21.832,21.481,16.07,10.2,16.235,17.803,23.768,28.703,25.056,26.156,28.359,27.784,29.59,23.837,17.569,16.654,20.023,20.254,19.674,16.828,13.366,15.824,16.791,17.031,17.357,17.408,17.374,17.167,16.898,16.595,16.732
914,ALB,PCPI,Albania,"Inflation, average consumer prices",3.391,3.385,4.594,14.976,27.706,33.958,36.605,41.266,54.953,66.298,66.556,66.582,68.66,72.231,73.938,76.058,77.855,79.7,82.059,84.775,86.667,89.8,92.892,94.783,96.608,98.167,100,101.282,103.295,105.39,107.287,109.433,112.059,115.197,118.652,122.212
914,ALB,PCPIPCH,Albania,"Inflation, average consumer prices",n/a,-0.18,35.717,225.996,85.005,22.565,7.794,12.734,33.167,20.646,0.389,0.039,3.12,5.202,2.363,2.867,2.363,2.37,2.96,3.31,2.231,3.615,3.443,2.036,1.925,1.613,1.868,1.282,1.987,2.029,1.799,2,2.4,2.8,3,3
914,ALB,PCPIE,Albania,"Inflation, end of period consumer prices",3.391,3.391,6.919,23.289,30.495,35.318,37.443,43.959,62.453,67.878,67.179,70.004,72.474,73.692,76.123,77.8,79.385,81.38,83.843,85.7,88.7,91.8,93.4,95.7,97.4,98.1,100,102.176,104.014,105.885,107.791,110.162,113.027,116.417,119.91,123.507
914,ALB,PCPIEPCH,Albania,"Inflation, end of period consumer prices",n/a,--,104.047,236.58,30.941,15.818,6.015,17.402,42.073,8.686,-1.029,4.205,3.527,1.681,3.298,2.204,2.038,2.513,3.027,2.215,3.501,3.495,1.743,2.463,1.776,0.719,1.937,2.176,1.798,1.799,1.8,2.2,2.6,3,3,3
914,ALB,FLIBOR6,Albania,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,TM_RPCH,Albania,Volume of imports of goods and services,--,0,0,0,0,0,0,--,-9.901,28.907,38.743,-3.432,23.272,11.868,8.409,10.704,8.434,5.387,18.937,11.819,-2.33,-8.57,3.477,-7.445,-8.719,5.377,0.027,8.496,5.882,6.005,3.624,4.722,4.944,5.278,5.185,5.425
914,ALB,TMG_RPCH,Albania,Volume of Imports of goods,--,0,0,0,--,--,--,--,-10.186,31.411,30.279,-14.3,33.181,6.066,7.733,21.067,9.912,7.176,21.219,11.707,-2.695,-9.648,3.547,-5.245,-13.27,6.048,2.095,9.737,4.166,4.599,2.179,4.584,4.952,5.519,5.408,5.772
914,ALB,TX_RPCH,Albania,Volume of exports of goods and services,--,0,0,--,0,0,0,--,-19.051,24.363,88.951,16.254,23.9,3.878,9.51,20.63,6.026,12.604,16.992,15.161,0.895,10.279,1.773,-2.221,-9.919,3.292,5.269,10.387,10.136,3.438,1.736,5.158,5.147,4.885,4.981,5.241
914,ALB,TXG_RPCH,Albania,Volume of exports of goods,--,0,0,0,0,--,--,--,-13.472,33.237,25.413,-7.088,23.048,8.253,25.15,24.013,2.948,5.344,19.979,12.11,-11.627,29.137,8.609,6.246,-27.511,-6.273,4.346,-0.341,-1.517,14.777,-4.626,13.078,7.694,6.664,6.899,6.833
914,ALB,LUR,Albania,Unemployment rate,6.721,8.457,8.9,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.44,15.751,15,14.4,14.1,13.8,13.4,13.1,13.8,14,14,13.4,16,17.5,17.1,15.2,13.756,12.2,13.719,13.225,13.048,13.331,13.201,13.193
914,ALB,LE,Albania,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,LP,Albania,Population,3.228,3.287,3.267,3.247,3.227,3.208,3.188,3.168,3.148,3.129,3.109,3.089,3.06,3.051,3.04,3.027,3.011,2.993,2.97,2.947,2.928,2.913,2.905,2.9,2.895,2.889,2.881,2.876,2.876,2.874,2.87,2.865,2.861,2.856,2.851,2.847
914,ALB,GGR,Albania,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.956,103.238,125.387,130.642,145.639,154.595,167.224,184.355,204.533,226.283,252.291,290.078,298.487,320.653,330.449,330.384,323.709,366.569,377.545,403.131,430.397,449.389,462.558,493.627,526.659,559.709,595.454,636.976
914,ALB,GGR_NGDP,Albania,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.398,26.826,28.266,26.066,25.848,25.323,24.674,24.992,25.434,25.928,26.13,26.842,26.093,25.867,25.407,24.789,23.977,26.272,26.322,27.378,27.745,27.634,27.123,27.288,27.345,27.135,26.955,26.913
914,ALB,GGX,Albania,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100.391,141.437,164.607,169.596,184.163,192.517,201.152,222.439,232.339,254.762,282.987,342.86,373.832,364.29,376.183,376.241,394.117,442.718,435.698,429.073,451.989,475.91,505.946,529.802,563.407,596.028,630.907,676.424
914,ALB,GGX_NGDP,Albania,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.3,36.751,37.108,33.838,32.685,31.535,29.68,30.155,28.892,29.191,29.309,31.726,32.679,29.387,28.923,28.229,29.193,31.729,30.377,29.139,29.137,29.265,29.668,29.287,29.253,28.896,28.56,28.579
914,ALB,GGXCNL,Albania,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-39.434,-38.198,-39.22,-38.954,-38.524,-37.922,-33.928,-38.083,-27.806,-28.479,-30.695,-52.782,-75.345,-43.637,-45.734,-45.857,-70.408,-76.149,-58.153,-25.941,-21.592,-26.521,-43.388,-36.175,-36.747,-36.319,-35.453,-39.447
914,ALB,GGXCNL_NGDP,Albania,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.902,-9.926,-8.841,-7.772,-6.837,-6.212,-5.006,-5.163,-3.458,-3.263,-3.179,-4.884,-6.586,-3.52,-3.516,-3.441,-5.215,-5.458,-4.054,-1.762,-1.392,-1.631,-2.544,-2,-1.908,-1.761,-1.605,-1.667
914,ALB,GGSB,Albania,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,GGSB_NPGDP,Albania,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,ALB,GGXONLB,Albania,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-21.284,-3.32,-5.006,-9.381,-14.904,-13.159,-4.105,-9.66,-1.777,-3.474,-5.166,-21.476,-39.044,-2.033,-4.611,-4.359,-27.073,-36.074,-19.51,10.318,10.312,9.993,-6.205,-3.456,-1.082,-1.84,2.275,8.989
