,Year,Series,Value
Algeria,2015,"Percentage of male and female intentional homicide victims, Male",2.3
Algeria,2015,"Percentage of male and female intentional homicide victims, Female",0.4
Algeria,2015,"Assault rate per 100,000 population",123.1
Algeria,2015,"Kidnapping at the national level, rate per 100,000",1.3
Algeria,2015,"Theft at the national level, rate per 100,000 population",124.3
Algeria,2015,"Robbery at the national level, rate per 100,000 population",65.3
Algeria,2015,"Total Sexual Violence at the national level, rate per 100,000",8.5
American Samoa,2005,"Intentional homicide rates per 100,000",10.1
American Samoa,2010,"Intentional homicide rates per 100,000",9
American Samoa,2016,"Intentional homicide rates per 100,000",5.4
Andorra,2004,"Intentional homicide rates per 100,000",1.3
Andorra,2008,"Intentional homicide rates per 100,000",1.2
Andorra,2008,"Percentage of male and female intentional homicide victims, Male",0
Andorra,2008,"Percentage of male and female intentional homicide victims, Female",2.4
Andorra,2008,"Assault rate per 100,000 population",125.2
Andorra,2008,"Theft at the national level, rate per 100,000 population","1,165.00"
Andorra,2008,"Robbery at the national level, rate per 100,000 population",4.8
Andorra,2008,"Total Sexual Violence at the national level, rate per 100,000",17.5
Andorra,2010,"Percentage of male and female intentional homicide victims, Male",0
Andorra,2010,"Percentage of male and female intentional homicide victims, Female",0
Andorra,2010,"Assault rate per 100,000 population",116
Andorra,2010,"Theft at the national level, rate per 100,000 population","1,322.70"
Andorra,2010,"Robbery at the national level, rate per 100,000 population",9.5
Andorra,2010,"Total Sexual Violence at the national level, rate per 100,000",11.9
Andorra,2011,"Intentional homicide rates per 100,000",1.2
Andorra,2011,"Percentage of male and female intentional homicide victims, Male",2.3
Andorra,2011,"Percentage of male and female intentional homicide victims, Female",0
Andorra,2011,"Assault rate per 100,000 population",171.9
Andorra,2011,"Theft at the national level, rate per 100,000 population","1,269.20"
Andorra,2011,"Robbery at the national level, rate per 100,000 population",6
Andorra,2011,"Total Sexual Violence at the national level, rate per 100,000",20.7
Andorra,2014,"Percentage of male and female intentional homicide victims, Male",0
Andorra,2014,"Percentage of male and female intentional homicide victims, Female",0
Andorra,2014,"Assault rate per 100,000 population",155.3
Andorra,2014,"Kidnapping at the national level, rate per 100,000",1.3
Andorra,2014,"Theft at the national level, rate per 100,000 population","1,181.50"
Andorra,2014,"Robbery at the national level, rate per 100,000 population",8.8
Andorra,2014,"Total Sexual Violence at the national level, rate per 100,000",22
Andorra,2015,"Percentage of male and female intentional homicide victims, Male",0
Andorra,2015,"Percentage of male and female intentional homicide victims, Female",0
Andorra,2015,"Assault rate per 100,000 population",170.5
Andorra,2015,"Theft at the national level, rate per 100,000 population","1,340.80"
Andorra,2015,"Robbery at the national level, rate per 100,000 population",10.3
Andorra,2015,"Total Sexual Violence at the national level, rate per 100,000",15.6
Angola,2012,"Intentional homicide rates per 100,000",4.8
Angola,2012,"Percentage of male and female intentional homicide victims, Male",7.8
Angola,2012,"Percentage of male and female intentional homicide victims, Female",2.1
Anguilla,2004,"Intentional homicide rates per 100,000",8.1
Anguilla,2009,"Intentional homicide rates per 100,000",7.4
Anguilla,2014,"Intentional homicide rates per 100,000",27.7
Antigua and Barbuda,2002,"Intentional homicide rates per 100,000",5.8
Antigua and Barbuda,2002,"Percentage of male and female intentional homicide victims, Male",9.2
Antigua and Barbuda,2002,"Percentage of male and female intentional homicide victims, Female",2.8
Antigua and Barbuda,2005,"Intentional homicide rates per 100,000",3.4
Antigua and Barbuda,2008,"Intentional homicide rates per 100,000",17.3
Antigua and Barbuda,2008,"Percentage of male and female intentional homicide victims, Male",24.8
Antigua and Barbuda,2008,"Percentage of male and female intentional homicide victims, Female",10.4
Antigua and Barbuda,2010,"Intentional homicide rates per 100,000",6.3
Antigua and Barbuda,2012,"Intentional homicide rates per 100,000",10.3
Argentina,2005,"Assault rate per 100,000 population",363
Argentina,2005,"Theft at the national level, rate per 100,000 population",775.7
Argentina,2005,"Robbery at the national level, rate per 100,000 population",907.7
Argentina,2008,"Assault rate per 100,000 population",359.7
Argentina,2008,"Theft at the national level, rate per 100,000 population",703.8
Argentina,2008,"Robbery at the national level, rate per 100,000 population",957.9
Argentina,2008,"Total Sexual Violence at the national level, rate per 100,000",26.3
Argentina,2015,"Intentional homicide rates per 100,000",6.5
Argentina,2015,"Percentage of male and female intentional homicide victims, Male",11.5
Argentina,2015,"Percentage of male and female intentional homicide victims, Female",1.7
Argentina,2015,"Assault rate per 100,000 population",417.6
Argentina,2015,"Theft at the national level, rate per 100,000 population",626.3
Argentina,2015,"Robbery at the national level, rate per 100,000 population","1,020.40"
Argentina,2015,"Total Sexual Violence at the national level, rate per 100,000",37.1
Argentina,2016,"Intentional homicide rates per 100,000",5.9
Argentina,2016,"Assault rate per 100,000 population",326.2
Argentina,2016,"Theft at the national level, rate per 100,000 population",616.2
Argentina,2016,"Robbery at the national level, rate per 100,000 population",988.9
Armenia,2005,"Intentional homicide rates per 100,000",1.9
Armenia,2005,"Percentage of male and female intentional homicide victims, Male",3.4
Armenia,2005,"Percentage of male and female intentional homicide victims, Female",0.7
Armenia,2005,"Assault rate per 100,000 population",6
Armenia,2005,"Kidnapping at the national level, rate per 100,000",0.7
Armenia,2005,"Theft at the national level, rate per 100,000 population",82.6
Armenia,2005,"Robbery at the national level, rate per 100,000 population",9
Armenia,2005,"Total Sexual Violence at the national level, rate per 100,000",1.7
Armenia,2010,"Intentional homicide rates per 100,000",1.9
Armenia,2010,"Percentage of male and female intentional homicide victims, Male",3.4
Armenia,2010,"Percentage of male and female intentional homicide victims, Female",0.7
Armenia,2010,"Assault rate per 100,000 population",5.4
Armenia,2010,"Kidnapping at the national level, rate per 100,000",1.4
Armenia,2010,"Theft at the national level, rate per 100,000 population",127.3
Armenia,2010,"Robbery at the national level, rate per 100,000 population",12.4
Armenia,2010,"Total Sexual Violence at the national level, rate per 100,000",2.8
Armenia,2015,"Intentional homicide rates per 100,000",2.6
Armenia,2015,"Percentage of male and female intentional homicide victims, Male",3.9
Armenia,2015,"Percentage of male and female intentional homicide victims, Female",1.4
Armenia,2015,"Assault rate per 100,000 population",5.6
Armenia,2015,"Kidnapping at the national level, rate per 100,000",2
Armenia,2015,"Theft at the national level, rate per 100,000 population",183.9
Armenia,2015,"Robbery at the national level, rate per 100,000 population",10
Armenia,2015,"Total Sexual Violence at the national level, rate per 100,000",4
Armenia,2016,"Intentional homicide rates per 100,000",3
Armenia,2016,"Percentage of male and female intentional homicide victims, Male",5.2
Armenia,2016,"Percentage of male and female intentional homicide victims, Female",1
Armenia,2016,"Assault rate per 100,000 population",6.4
Armenia,2016,"Kidnapping at the national level, rate per 100,000",1.7
Armenia,2016,"Theft at the national level, rate per 100,000 population",194.3
Armenia,2016,"Robbery at the national level, rate per 100,000 population",10.5
Aruba,2005,"Intentional homicide rates per 100,000",6
Aruba,2005,"Percentage of male and female intentional homicide victims, Male",10.5
Aruba,2005,"Percentage of male and female intentional homicide victims, Female",1.9
Aruba,2010,"Intentional homicide rates per 100,000",3.9
Aruba,2010,"Percentage of male and female intentional homicide victims, Male",8.3
Aruba,2010,"Percentage of male and female intentional homicide victims, Female",0
Aruba,2014,"Intentional homicide rates per 100,000",1.9
Aruba,2014,"Percentage of male and female intentional homicide victims, Male",4.1
Aruba,2014,"Percentage of male and female intentional homicide victims, Female",0
Australia,2005,"Intentional homicide rates per 100,000",1.3
Australia,2005,"Percentage of male and female intentional homicide victims, Male",1.6
Australia,2005,"Percentage of male and female intentional homicide victims, Female",1
Australia,2005,"Theft at the national level, rate per 100,000 population","2,561.10"
Australia,2010,"Intentional homicide rates per 100,000",1
Australia,2010,"Percentage of male and female intentional homicide victims, Male",1.2
Australia,2010,"Percentage of male and female intentional homicide victims, Female",0.8
Australia,2010,"Assault rate per 100,000 population",310.4
Australia,2010,"Kidnapping at the national level, rate per 100,000",2.8
Australia,2010,"Theft at the national level, rate per 100,000 population","2,157.60"
Australia,2010,"Robbery at the national level, rate per 100,000 population",66.2
Australia,2010,"Total Sexual Violence at the national level, rate per 100,000",85.1
Australia,2015,"Intentional homicide rates per 100,000",1
Australia,2015,"Percentage of male and female intentional homicide victims, Male",1.3
Australia,2015,"Percentage of male and female intentional homicide victims, Female",0.7
Australia,2015,"Assault rate per 100,000 population",284.7
Australia,2015,"Kidnapping at the national level, rate per 100,000",2.2
Australia,2015,"Theft at the national level, rate per 100,000 population","2,357.90"
Australia,2015,"Robbery at the national level, rate per 100,000 population",37.7
Australia,2015,"Total Sexual Violence at the national level, rate per 100,000",89.2
Australia,2016,"Intentional homicide rates per 100,000",0.9
Australia,2016,"Percentage of male and female intentional homicide victims, Male",1.2
Australia,2016,"Percentage of male and female intentional homicide victims, Female",0.7
Australia,2016,"Assault rate per 100,000 population",293.3
Australia,2016,"Kidnapping at the national level, rate per 100,000",2.2
Australia,2016,"Theft at the national level, rate per 100,000 population","2,460.10"
Australia,2016,"Robbery at the national level, rate per 100,000 population",39
Austria,2005,"Intentional homicide rates per 100,000",0.7
Austria,2005,"Percentage of male and female intentional homicide victims, Male",0.7
Austria,2005,"Percentage of male and female intentional homicide victims, Female",0.6
Austria,2005,"Assault rate per 100,000 population",43.8
Austria,2005,"Kidnapping at the national level, rate per 100,000",0.1
Austria,2005,"Theft at the national level, rate per 100,000 population","2,144.80"
Austria,2005,"Robbery at the national level, rate per 100,000 population",57.8
Austria,2005,"Total Sexual Violence at the national level, rate per 100,000",20.3
Austria,2010,"Intentional homicide rates per 100,000",0.7
Austria,2010,"Percentage of male and female intentional homicide victims, Male",0.7
Austria,2010,"Percentage of male and female intentional homicide victims, Female",0.7
Austria,2010,"Assault rate per 100,000 population",42.9
Austria,2010,"Kidnapping at the national level, rate per 100,000",0.1
Austria,2010,"Theft at the national level, rate per 100,000 population","1,853.20"
Austria,2010,"Robbery at the national level, rate per 100,000 population",51.2
Austria,2010,"Total Sexual Violence at the national level, rate per 100,000",39.3
Austria,2015,"Intentional homicide rates per 100,000",0.5
Austria,2015,"Percentage of male and female intentional homicide victims, Male",0.7
Austria,2015,"Percentage of male and female intentional homicide victims, Female",0.4
Austria,2015,"Assault rate per 100,000 population",35.4
Austria,2015,"Kidnapping at the national level, rate per 100,000",0
Austria,2015,"Theft at the national level, rate per 100,000 population","1,616.10"
Austria,2015,"Robbery at the national level, rate per 100,000 population",39.4
Austria,2015,"Total Sexual Violence at the national level, rate per 100,000",39
Austria,2016,"Intentional homicide rates per 100,000",0.7
Austria,2016,"Percentage of male and female intentional homicide victims, Male",0.6
Austria,2016,"Percentage of male and female intentional homicide victims, Female",0.7
Austria,2016,"Assault rate per 100,000 population",37.8
Austria,2016,"Kidnapping at the national level, rate per 100,000",0
Austria,2016,"Theft at the national level, rate per 100,000 population","1,649.90"
Austria,2016,"Robbery at the national level, rate per 100,000 population",35.7
Azerbaijan,2005,"Intentional homicide rates per 100,000",2.2
Azerbaijan,2005,"Assault rate per 100,000 population",1.9
Azerbaijan,2005,"Kidnapping at the national level, rate per 100,000",0.3
Azerbaijan,2005,"Theft at the national level, rate per 100,000 population",25.2
Azerbaijan,2005,"Robbery at the national level, rate per 100,000 population",2.3
Azerbaijan,2010,"Intentional homicide rates per 100,000",2.3
Azerbaijan,2010,"Percentage of male and female intentional homicide victims, Male",3.2
Azerbaijan,2010,"Percentage of male and female intentional homicide victims, Female",1.4
Azerbaijan,2010,"Assault rate per 100,000 population",1.9
Azerbaijan,2010,"Kidnapping at the national level, rate per 100,000",0
Azerbaijan,2010,"Theft at the national level, rate per 100,000 population",42.8
Azerbaijan,2010,"Robbery at the national level, rate per 100,000 population",3.3
Azerbaijan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.2
Azerbaijan,2014,"Intentional homicide rates per 100,000",2.5
Azerbaijan,2014,"Percentage of male and female intentional homicide victims, Male",3.2
Azerbaijan,2014,"Percentage of male and female intentional homicide victims, Female",1.8
Azerbaijan,2014,"Assault rate per 100,000 population",1.7
Azerbaijan,2014,"Kidnapping at the national level, rate per 100,000",0
Azerbaijan,2014,"Theft at the national level, rate per 100,000 population",61.7
Azerbaijan,2014,"Robbery at the national level, rate per 100,000 population",2.5
Azerbaijan,2014,"Total Sexual Violence at the national level, rate per 100,000",2.2
Azerbaijan,2016,"Intentional homicide rates per 100,000",2.1
Azerbaijan,2016,"Percentage of male and female intentional homicide victims, Male",2.5
Azerbaijan,2016,"Percentage of male and female intentional homicide victims, Female",1.8
Azerbaijan,2016,"Assault rate per 100,000 population",3.4
Azerbaijan,2016,"Kidnapping at the national level, rate per 100,000",0.1
Azerbaijan,2016,"Theft at the national level, rate per 100,000 population",24.8
Azerbaijan,2016,"Robbery at the national level, rate per 100,000 population",5
Bahamas,2005,"Intentional homicide rates per 100,000",15.8
Bahamas,2005,"Percentage of male and female intentional homicide victims, Male",27.4
Bahamas,2005,"Percentage of male and female intentional homicide victims, Female",4.7
Bahamas,2005,"Kidnapping at the national level, rate per 100,000",7.3
Bahamas,2005,"Theft at the national level, rate per 100,000 population",440.4
Bahamas,2005,"Total Sexual Violence at the national level, rate per 100,000",133.3
Bahamas,2010,"Intentional homicide rates per 100,000",26.1
Bahamas,2010,"Percentage of male and female intentional homicide victims, Male",45.4
Bahamas,2010,"Percentage of male and female intentional homicide victims, Female",7.6
Bahamas,2010,"Assault rate per 100,000 population",848.9
Bahamas,2010,"Kidnapping at the national level, rate per 100,000",5
Bahamas,2010,"Theft at the national level, rate per 100,000 population",545.7
Bahamas,2010,"Robbery at the national level, rate per 100,000 population",93.1
Bahamas,2010,"Total Sexual Violence at the national level, rate per 100,000",85.6
Bahamas,2012,"Intentional homicide rates per 100,000",29.8
Bahamas,2012,"Percentage of male and female intentional homicide victims, Male",55.5
Bahamas,2012,"Percentage of male and female intentional homicide victims, Female",5.3
Bahamas,2012,"Assault rate per 100,000 population",841.8
Bahamas,2012,"Kidnapping at the national level, rate per 100,000",7.5
Bahamas,2012,"Theft at the national level, rate per 100,000 population",533.5
Bahamas,2012,"Robbery at the national level, rate per 100,000 population",98.6
Bahamas,2012,"Total Sexual Violence at the national level, rate per 100,000",80.3
Bahamas,2016,"Intentional homicide rates per 100,000",28.4
Bahrain,2005,"Intentional homicide rates per 100,000",0.4
Bahrain,2005,"Assault rate per 100,000 population",396.8
Bahrain,2005,"Kidnapping at the national level, rate per 100,000",1.3
Bahrain,2005,"Theft at the national level, rate per 100,000 population","1,086.30"
Bahrain,2005,"Robbery at the national level, rate per 100,000 population",47.2
Bahrain,2007,"Intentional homicide rates per 100,000",0.4
Bahrain,2007,"Assault rate per 100,000 population",254.3
Bahrain,2007,"Kidnapping at the national level, rate per 100,000",0
Bahrain,2007,"Theft at the national level, rate per 100,000 population",700.5
Bahrain,2007,"Robbery at the national level, rate per 100,000 population",28.5
Bahrain,2007,"Total Sexual Violence at the national level, rate per 100,000",14.1
Bahrain,2008,"Intentional homicide rates per 100,000",0.5
Bahrain,2008,"Assault rate per 100,000 population",327.8
Bahrain,2008,"Theft at the national level, rate per 100,000 population",681.7
Bahrain,2008,"Robbery at the national level, rate per 100,000 population",27.5
Bahrain,2008,"Total Sexual Violence at the national level, rate per 100,000",15.7
Bahrain,2010,"Intentional homicide rates per 100,000",0.9
Bahrain,2011,"Intentional homicide rates per 100,000",0.5
Bahrain,2011,"Percentage of male and female intentional homicide victims, Male",0.7
Bahrain,2011,"Percentage of male and female intentional homicide victims, Female",0.3
Bahrain,2014,"Intentional homicide rates per 100,000",0.5
Bangladesh,2005,"Intentional homicide rates per 100,000",2.5
Bangladesh,2005,"Assault rate per 100,000 population",0.4
Bangladesh,2005,"Kidnapping at the national level, rate per 100,000",0.9
Bangladesh,2005,"Theft at the national level, rate per 100,000 population",8.7
Bangladesh,2005,"Robbery at the national level, rate per 100,000 population",0.6
Bangladesh,2006,"Intentional homicide rates per 100,000",2.9
Bangladesh,2006,"Assault rate per 100,000 population",0.4
Bangladesh,2006,"Kidnapping at the national level, rate per 100,000",0.8
Bangladesh,2006,"Theft at the national level, rate per 100,000 population",8.9
Bangladesh,2006,"Robbery at the national level, rate per 100,000 population",0.6
Bangladesh,2010,"Intentional homicide rates per 100,000",2.6
Bangladesh,2015,"Intentional homicide rates per 100,000",2.5
Bangladesh,2015,"Percentage of male and female intentional homicide victims, Male",3.9
Bangladesh,2015,"Percentage of male and female intentional homicide victims, Female",1
Barbados,2005,"Intentional homicide rates per 100,000",10.6
Barbados,2005,"Percentage of male and female intentional homicide victims, Male",15.1
Barbados,2005,"Percentage of male and female intentional homicide victims, Female",6.4
Barbados,2005,"Assault rate per 100,000 population",631.7
Barbados,2005,"Kidnapping at the national level, rate per 100,000",8.4
Barbados,2005,"Theft at the national level, rate per 100,000 population",412.4
Barbados,2005,"Robbery at the national level, rate per 100,000 population",120.4
Barbados,2005,"Total Sexual Violence at the national level, rate per 100,000",70.1
Barbados,2010,"Intentional homicide rates per 100,000",11.1
Barbados,2010,"Percentage of male and female intentional homicide victims, Male",17.1
Barbados,2010,"Percentage of male and female intentional homicide victims, Female",5.5
Barbados,2010,"Assault rate per 100,000 population",540.5
Barbados,2010,"Kidnapping at the national level, rate per 100,000",4.3
Barbados,2010,"Theft at the national level, rate per 100,000 population",739.4
Barbados,2010,"Robbery at the national level, rate per 100,000 population",174.2
Barbados,2010,"Total Sexual Violence at the national level, rate per 100,000",60.5
Barbados,2015,"Intentional homicide rates per 100,000",10.9
Barbados,2015,"Percentage of male and female intentional homicide victims, Male",20.6
Barbados,2015,"Percentage of male and female intentional homicide victims, Female",2
Barbados,2015,"Assault rate per 100,000 population",518.6
Barbados,2015,"Kidnapping at the national level, rate per 100,000",4.9
Barbados,2015,"Theft at the national level, rate per 100,000 population",596
Barbados,2015,"Robbery at the national level, rate per 100,000 population",105.6
Barbados,2015,"Total Sexual Violence at the national level, rate per 100,000",68.3
Barbados,2016,"Assault rate per 100,000 population",547.2
Barbados,2016,"Kidnapping at the national level, rate per 100,000",3.9
Barbados,2016,"Theft at the national level, rate per 100,000 population",597.1
Barbados,2016,"Robbery at the national level, rate per 100,000 population",65.3
Belarus,2005,"Intentional homicide rates per 100,000",8.6
Belarus,2005,"Assault rate per 100,000 population",19.9
Belarus,2005,"Kidnapping at the national level, rate per 100,000",0.4
Belarus,2005,"Theft at the national level, rate per 100,000 population","1,072.60"
Belarus,2005,"Robbery at the national level, rate per 100,000 population",120.2
Belarus,2005,"Total Sexual Violence at the national level, rate per 100,000",8.5
Belarus,2010,"Intentional homicide rates per 100,000",4.2
Belarus,2010,"Percentage of male and female intentional homicide victims, Male",6
Belarus,2010,"Percentage of male and female intentional homicide victims, Female",2.7
Belarus,2010,"Assault rate per 100,000 population",12.2
Belarus,2010,"Kidnapping at the national level, rate per 100,000",0.2
Belarus,2010,"Theft at the national level, rate per 100,000 population",776.8
Belarus,2010,"Robbery at the national level, rate per 100,000 population",50
Belarus,2010,"Total Sexual Violence at the national level, rate per 100,000",3.9
Belarus,2014,"Intentional homicide rates per 100,000",3.6
Belarus,2014,"Percentage of male and female intentional homicide victims, Male",5.1
Belarus,2014,"Percentage of male and female intentional homicide victims, Female",2.3
Belarus,2014,"Assault rate per 100,000 population",8.8
Belarus,2014,"Kidnapping at the national level, rate per 100,000",0.3
Belarus,2014,"Theft at the national level, rate per 100,000 population",427.3
Belarus,2014,"Robbery at the national level, rate per 100,000 population",25.9
Belarus,2014,"Total Sexual Violence at the national level, rate per 100,000",4.8
Belgium,2005,"Intentional homicide rates per 100,000",2.1
Belgium,2005,"Percentage of male and female intentional homicide victims, Male",2.5
Belgium,2005,"Percentage of male and female intentional homicide victims, Female",1.7
Belgium,2005,"Assault rate per 100,000 population",639.2
Belgium,2005,"Kidnapping at the national level, rate per 100,000",8.7
Belgium,2005,"Theft at the national level, rate per 100,000 population","2,061.00"
Belgium,2005,"Robbery at the national level, rate per 100,000 population","1,816.50"
Belgium,2005,"Total Sexual Violence at the national level, rate per 100,000",57.3
Belgium,2010,"Intentional homicide rates per 100,000",1.7
Belgium,2010,"Percentage of male and female intentional homicide victims, Male",2.2
Belgium,2010,"Percentage of male and female intentional homicide victims, Female",1.2
Belgium,2010,"Assault rate per 100,000 population",710.8
Belgium,2010,"Kidnapping at the national level, rate per 100,000",10.3
Belgium,2010,"Theft at the national level, rate per 100,000 population","2,087.60"
Belgium,2010,"Robbery at the national level, rate per 100,000 population",218.1
Belgium,2010,"Total Sexual Violence at the national level, rate per 100,000",64.9
Belgium,2014,"Intentional homicide rates per 100,000",1.9
Belgium,2014,"Percentage of male and female intentional homicide victims, Male",2.3
Belgium,2014,"Percentage of male and female intentional homicide victims, Female",1.4
Belgium,2014,"Assault rate per 100,000 population",626.1
Belgium,2014,"Kidnapping at the national level, rate per 100,000",10.2
Belgium,2014,"Theft at the national level, rate per 100,000 population","1,857.90"
Belgium,2014,"Robbery at the national level, rate per 100,000 population",195.2
Belgium,2014,"Total Sexual Violence at the national level, rate per 100,000",60.3
Belgium,2015,"Intentional homicide rates per 100,000",1.9
Belgium,2015,"Assault rate per 100,000 population",600.6
Belgium,2015,"Kidnapping at the national level, rate per 100,000",10.1
Belgium,2015,"Theft at the national level, rate per 100,000 population","1,653.00"
Belgium,2015,"Robbery at the national level, rate per 100,000 population",195.8
Belgium,2015,"Total Sexual Violence at the national level, rate per 100,000",55.1
Belize,2004,"Intentional homicide rates per 100,000",28.6
Belize,2004,"Percentage of male and female intentional homicide victims, Male",46.8
Belize,2004,"Percentage of male and female intentional homicide victims, Female",10.2
Belize,2005,"Intentional homicide rates per 100,000",28.6
Belize,2005,"Kidnapping at the national level, rate per 100,000",3.2
Belize,2005,"Theft at the national level, rate per 100,000 population",592.4
Belize,2005,"Robbery at the national level, rate per 100,000 population",235.5
Belize,2009,"Intentional homicide rates per 100,000",30.9
Belize,2009,"Percentage of male and female intentional homicide victims, Male",56
Belize,2009,"Percentage of male and female intentional homicide victims, Female",5.7
Belize,2009,"Assault rate per 100,000 population",165.3
Belize,2009,"Kidnapping at the national level, rate per 100,000",0.6
Belize,2009,"Theft at the national level, rate per 100,000 population",375.6
Belize,2009,"Robbery at the national level, rate per 100,000 population",173.6
Belize,2009,"Total Sexual Violence at the national level, rate per 100,000",64.4
Belize,2010,"Intentional homicide rates per 100,000",40.1
Belize,2010,"Percentage of male and female intentional homicide victims, Male",70.2
Belize,2010,"Percentage of male and female intentional homicide victims, Female",10
Belize,2010,"Theft at the national level, rate per 100,000 population",259.9
Belize,2010,"Robbery at the national level, rate per 100,000 population",148.3
Belize,2010,"Total Sexual Violence at the national level, rate per 100,000",40.4
Belize,2014,"Intentional homicide rates per 100,000",35
Belize,2014,"Percentage of male and female intentional homicide victims, Male",63.3
Belize,2014,"Percentage of male and female intentional homicide victims, Female",6.8
Belize,2014,"Assault rate per 100,000 population",296.3
Belize,2014,"Kidnapping at the national level, rate per 100,000",1.1
Belize,2014,"Theft at the national level, rate per 100,000 population",234.9
Belize,2014,"Robbery at the national level, rate per 100,000 population",86.4
Belize,2014,"Total Sexual Violence at the national level, rate per 100,000",42.4
Belize,2015,"Intentional homicide rates per 100,000",33.1
Belize,2015,"Percentage of male and female intentional homicide victims, Male",61.4
Belize,2015,"Percentage of male and female intentional homicide victims, Female",5
Belize,2015,"Kidnapping at the national level, rate per 100,000",6.7
Belize,2015,"Theft at the national level, rate per 100,000 population",219.6
Belize,2015,"Robbery at the national level, rate per 100,000 population",59.6
Belize,2016,"Intentional homicide rates per 100,000",37.6
Belize,2016,"Percentage of male and female intentional homicide victims, Male",67.2
Belize,2016,"Percentage of male and female intentional homicide victims, Female",8.1
Belize,2016,"Theft at the national level, rate per 100,000 population",204.9
Belize,2016,"Robbery at the national level, rate per 100,000 population",63.2
Benin,2005,"Intentional homicide rates per 100,000",7.2
Benin,2010,"Intentional homicide rates per 100,000",6.6
Benin,2015,"Intentional homicide rates per 100,000",6.2
Benin,2015,"Percentage of male and female intentional homicide victims, Male",10
Benin,2015,"Percentage of male and female intentional homicide victims, Female",2.4
Bermuda,2004,"Intentional homicide rates per 100,000",1.5
Bermuda,2004,"Percentage of male and female intentional homicide victims, Male",0
Bermuda,2004,"Percentage of male and female intentional homicide victims, Female",2.9
Bermuda,2004,"Assault rate per 100,000 population",668.6
Bermuda,2004,"Kidnapping at the national level, rate per 100,000",3.1
Bermuda,2004,"Theft at the national level, rate per 100,000 population","1,541.50"
Bermuda,2004,"Robbery at the national level, rate per 100,000 population",118.3
Bermuda,2005,"Intentional homicide rates per 100,000",3.1
Bermuda,2005,"Percentage of male and female intentional homicide victims, Male",6.5
Bermuda,2005,"Percentage of male and female intentional homicide victims, Female",0
Bermuda,2010,"Intentional homicide rates per 100,000",10.9
Bermuda,2010,"Percentage of male and female intentional homicide victims, Male",23
