,Year,Series,Value
Northern Africa,2014,Gross enrollment ratio - Secondary (male),78.7804
Northern Africa,2014,Gross enrollment ratio - Secondary (female),77.6595
Northern Africa,2014,Students enrolled in tertiary education (thousands),"5,884.20"
Northern Africa,2014,Gross enrollment ratio - Tertiary (male),27.9975
Northern Africa,2014,Gross enrollment ratio - Tertiary (female),30.1605
Northern Africa,2015,Students enrolled in primary education (thousands),"25,786.65"
Northern Africa,2015,Gross enrollement ratio - Primary (male),100.6557
Northern Africa,2015,Gross enrollment ratio - Primary (female),97.151
Northern Africa,2015,Students enrolled in secondary education (thousands),"18,901.99"
Northern Africa,2015,Gross enrollment ratio - Secondary (male),79.3407
Northern Africa,2015,Gross enrollment ratio - Secondary (female),78.7764
Northern Africa,2015,Students enrolled in tertiary education (thousands),"6,352.53"
Northern Africa,2015,Gross enrollment ratio - Tertiary (male),30.1075
Northern Africa,2015,Gross enrollment ratio - Tertiary (female),33.1579
Northern Africa,2017,Students enrolled in primary education (thousands),"27,431.26"
Northern Africa,2017,Gross enrollement ratio - Primary (male),102.2067
Northern Africa,2017,Gross enrollment ratio - Primary (female),99.2324
Northern Africa,2017,Students enrolled in secondary education (thousands),"19,606.90"
Northern Africa,2017,Gross enrollment ratio - Secondary (male),80.5247
Northern Africa,2017,Gross enrollment ratio - Secondary (female),79.8033
Northern Africa,2017,Students enrolled in tertiary education (thousands),"6,620.90"
Northern Africa,2017,Gross enrollment ratio - Tertiary (male),31.6607
Northern Africa,2017,Gross enrollment ratio - Tertiary (female),35.9247
Sub-Saharan Africa,2005,Students enrolled in primary education (thousands),"113,401.83"
Sub-Saharan Africa,2005,Gross enrollement ratio - Primary (male),99.8912
Sub-Saharan Africa,2005,Gross enrollment ratio - Primary (female),88.0767
Sub-Saharan Africa,2005,Students enrolled in secondary education (thousands),"32,017.73"
Sub-Saharan Africa,2005,Gross enrollment ratio - Secondary (male),35.5649
Sub-Saharan Africa,2005,Gross enrollment ratio - Secondary (female),27.801
Sub-Saharan Africa,2005,Students enrolled in tertiary education (thousands),"4,073.95"
Sub-Saharan Africa,2005,Gross enrollment ratio - Tertiary (male),7.0335
Sub-Saharan Africa,2005,Gross enrollment ratio - Tertiary (female),4.684
Sub-Saharan Africa,2010,Students enrolled in primary education (thousands),"135,890.70"
Sub-Saharan Africa,2010,Gross enrollement ratio - Primary (male),100.8477
Sub-Saharan Africa,2010,Gross enrollment ratio - Primary (female),93.3196
Sub-Saharan Africa,2010,Students enrolled in secondary education (thousands),"44,918.95"
Sub-Saharan Africa,2010,Gross enrollment ratio - Secondary (male),43.2236
Sub-Saharan Africa,2010,Gross enrollment ratio - Secondary (female),35.4168
Sub-Saharan Africa,2010,Students enrolled in tertiary education (thousands),"5,863.28"
Sub-Saharan Africa,2010,Gross enrollment ratio - Tertiary (male),8.9267
Sub-Saharan Africa,2010,Gross enrollment ratio - Tertiary (female),6.002
Sub-Saharan Africa,2014,Students enrolled in primary education (thousands),"154,890.64"
Sub-Saharan Africa,2014,Gross enrollement ratio - Primary (male),101.9259
Sub-Saharan Africa,2014,Gross enrollment ratio - Primary (female),96.7495
Sub-Saharan Africa,2014,Students enrolled in secondary education (thousands),"54,747.40"
Sub-Saharan Africa,2014,Gross enrollment ratio - Secondary (male),46.0994
Sub-Saharan Africa,2014,Gross enrollment ratio - Secondary (female),39.6504
Sub-Saharan Africa,2014,Students enrolled in tertiary education (thousands),"7,509.21"
Sub-Saharan Africa,2014,Gross enrollment ratio - Tertiary (male),10.1592
Sub-Saharan Africa,2014,Gross enrollment ratio - Tertiary (female),7.1035
Sub-Saharan Africa,2015,Students enrolled in primary education (thousands),"156,751.70"
Sub-Saharan Africa,2015,Gross enrollement ratio - Primary (male),100.15
Sub-Saharan Africa,2015,Gross enrollment ratio - Primary (female),95.7591
Sub-Saharan Africa,2015,Students enrolled in secondary education (thousands),"57,117.17"
Sub-Saharan Africa,2015,Gross enrollment ratio - Secondary (male),46.6374
Sub-Saharan Africa,2015,Gross enrollment ratio - Secondary (female),40.2399
Sub-Saharan Africa,2015,Students enrolled in tertiary education (thousands),"7,719.75"
Sub-Saharan Africa,2015,Gross enrollment ratio - Tertiary (male),10.2203
Sub-Saharan Africa,2015,Gross enrollment ratio - Tertiary (female),7.2943
Sub-Saharan Africa,2017,Students enrolled in primary education (thousands),"164,725.55"
Sub-Saharan Africa,2017,Gross enrollement ratio - Primary (male),100.1948
Sub-Saharan Africa,2017,Gross enrollment ratio - Primary (female),95.8233
Sub-Saharan Africa,2017,Students enrolled in secondary education (thousands),"59,298.27"
Sub-Saharan Africa,2017,Gross enrollment ratio - Secondary (male),45.57
Sub-Saharan Africa,2017,Gross enrollment ratio - Secondary (female),39.8959
Sub-Saharan Africa,2017,Students enrolled in tertiary education (thousands),"8,034.06"
Sub-Saharan Africa,2017,Gross enrollment ratio - Tertiary (male),10.4324
Sub-Saharan Africa,2017,Gross enrollment ratio - Tertiary (female),7.5212
Northern America,2005,Students enrolled in primary education (thousands),"26,780.10"
Northern America,2005,Gross enrollement ratio - Primary (male),102.0348
Northern America,2005,Gross enrollment ratio - Primary (female),100.9583
Northern America,2005,Students enrolled in secondary education (thousands),"27,038.62"
Northern America,2005,Gross enrollment ratio - Secondary (male),94.9369
Northern America,2005,Gross enrollment ratio - Secondary (female),96.3176
Northern America,2005,Students enrolled in tertiary education (thousands),"18,631.44"
Northern America,2005,Gross enrollment ratio - Tertiary (male),66.9719
Northern America,2005,Gross enrollment ratio - Tertiary (female),94.8634
Northern America,2010,Students enrolled in primary education (thousands),"26,565.50"
Northern America,2010,Gross enrollement ratio - Primary (male),100.6205
Northern America,2010,Gross enrollment ratio - Primary (female),99.7377
Northern America,2010,Students enrolled in secondary education (thousands),"26,808.82"
Northern America,2010,Gross enrollment ratio - Secondary (male),95.1426
Northern America,2010,Gross enrollment ratio - Secondary (female),95.9206
Northern America,2010,Students enrolled in tertiary education (thousands),"21,859.15"
Northern America,2010,Gross enrollment ratio - Tertiary (male),75.2573
Northern America,2010,Gross enrollment ratio - Tertiary (female),104.8054
Northern America,2014,Students enrolled in primary education (thousands),"26,791.64"
Northern America,2014,Gross enrollement ratio - Primary (male),99.948
Northern America,2014,Gross enrollment ratio - Primary (female),99.7354
Northern America,2014,Students enrolled in secondary education (thousands),"26,894.96"
Northern America,2014,Gross enrollment ratio - Secondary (male),97.5251
Northern America,2014,Gross enrollment ratio - Secondary (female),98.6168
Northern America,2014,Students enrolled in tertiary education (thousands),"21,279.10"
Northern America,2014,Gross enrollment ratio - Tertiary (male),73.582
Northern America,2014,Gross enrollment ratio - Tertiary (female),99.9654
Northern America,2015,Students enrolled in primary education (thousands),"27,093.81"
Northern America,2015,Gross enrollement ratio - Primary (male),100.4857
Northern America,2015,Gross enrollment ratio - Primary (female),100.5278
Northern America,2015,Students enrolled in secondary education (thousands),"27,062.90"
Northern America,2015,Gross enrollment ratio - Secondary (male),98.3105
Northern America,2015,Gross enrollment ratio - Secondary (female),99.3083
Northern America,2015,Students enrolled in tertiary education (thousands),"21,096.83"
Northern America,2015,Gross enrollment ratio - Tertiary (male),73.8093
Northern America,2015,Gross enrollment ratio - Tertiary (female),100.0032
Northern America,2017,Students enrolled in primary education (thousands),"27,845.58"
Northern America,2017,Gross enrollement ratio - Primary (male),101.311
Northern America,2017,Gross enrollment ratio - Primary (female),101.4259
Northern America,2017,Students enrolled in secondary education (thousands),"27,403.02"
Northern America,2017,Gross enrollment ratio - Secondary (male),100.1708
Northern America,2017,Gross enrollment ratio - Secondary (female),99.762
Northern America,2017,Students enrolled in tertiary education (thousands),"20,882.77"
Northern America,2017,Gross enrollment ratio - Tertiary (male),74.2242
Northern America,2017,Gross enrollment ratio - Tertiary (female),99.7913
Latin America & the Caribbean,2005,Students enrolled in primary education (thousands),"69,066.48"
Latin America & the Caribbean,2005,Gross enrollement ratio - Primary (male),117.5385
Latin America & the Caribbean,2005,Gross enrollment ratio - Primary (female),114.0392
Latin America & the Caribbean,2005,Students enrolled in secondary education (thousands),"58,887.33"
Latin America & the Caribbean,2005,Gross enrollment ratio - Secondary (male),83.4669
Latin America & the Caribbean,2005,Gross enrollment ratio - Secondary (female),90.3124
Latin America & the Caribbean,2005,Students enrolled in tertiary education (thousands),"16,087.97"
Latin America & the Caribbean,2005,Gross enrollment ratio - Tertiary (male),27.6188
Latin America & the Caribbean,2005,Gross enrollment ratio - Tertiary (female),33.7967
Latin America & the Caribbean,2010,Students enrolled in primary education (thousands),"67,190.21"
Latin America & the Caribbean,2010,Gross enrollement ratio - Primary (male),115.3725
Latin America & the Caribbean,2010,Gross enrollment ratio - Primary (female),111.9474
Latin America & the Caribbean,2010,Students enrolled in secondary education (thousands),"61,100.14"
Latin America & the Caribbean,2010,Gross enrollment ratio - Secondary (male),85.7271
Latin America & the Caribbean,2010,Gross enrollment ratio - Secondary (female),92.8363
Latin America & the Caribbean,2010,Students enrolled in tertiary education (thousands),"22,054.56"
Latin America & the Caribbean,2010,Gross enrollment ratio - Tertiary (male),35.3742
Latin America & the Caribbean,2010,Gross enrollment ratio - Tertiary (female),46.0447
Latin America & the Caribbean,2014,Students enrolled in primary education (thousands),"65,266.68"
Latin America & the Caribbean,2014,Gross enrollement ratio - Primary (male),110.0401
Latin America & the Caribbean,2014,Gross enrollment ratio - Primary (female),107.8395
Latin America & the Caribbean,2014,Students enrolled in secondary education (thousands),"64,190.43"
Latin America & the Caribbean,2014,Gross enrollment ratio - Secondary (male),90.7013
Latin America & the Caribbean,2014,Gross enrollment ratio - Secondary (female),96.7208
Latin America & the Caribbean,2014,Students enrolled in tertiary education (thousands),"25,508.80"
Latin America & the Caribbean,2014,Gross enrollment ratio - Tertiary (male),41.2944
Latin America & the Caribbean,2014,Gross enrollment ratio - Tertiary (female),53.7674
Latin America & the Caribbean,2015,Students enrolled in primary education (thousands),"64,579.99"
Latin America & the Caribbean,2015,Gross enrollement ratio - Primary (male),109.2289
Latin America & the Caribbean,2015,Gross enrollment ratio - Primary (female),107.1522
Latin America & the Caribbean,2015,Students enrolled in secondary education (thousands),"64,042.27"
Latin America & the Caribbean,2015,Gross enrollment ratio - Secondary (male),91.5963
Latin America & the Caribbean,2015,Gross enrollment ratio - Secondary (female),96.7779
Latin America & the Caribbean,2015,Students enrolled in tertiary education (thousands),"26,216.60"
Latin America & the Caribbean,2015,Gross enrollment ratio - Tertiary (male),42.3938
Latin America & the Caribbean,2015,Gross enrollment ratio - Tertiary (female),55.0215
Latin America & the Caribbean,2017,Students enrolled in primary education (thousands),"64,571.45"
Latin America & the Caribbean,2017,Gross enrollement ratio - Primary (male),108.5897
Latin America & the Caribbean,2017,Gross enrollment ratio - Primary (female),106.5088
Latin America & the Caribbean,2017,Students enrolled in secondary education (thousands),"64,013.10"
Latin America & the Caribbean,2017,Gross enrollment ratio - Secondary (male),92.8662
Latin America & the Caribbean,2017,Gross enrollment ratio - Secondary (female),97.4376
Latin America & the Caribbean,2017,Students enrolled in tertiary education (thousands),"27,407.28"
Latin America & the Caribbean,2017,Gross enrollment ratio - Tertiary (male),43.9842
Latin America & the Caribbean,2017,Gross enrollment ratio - Tertiary (female),57.5158
Eastern Asia,2005,Students enrolled in primary education (thousands),"126,355.44"
Eastern Asia,2005,Gross enrollement ratio - Primary (male),104.7
Eastern Asia,2005,Gross enrollment ratio - Primary (female),104.5638
Eastern Asia,2005,Students enrolled in secondary education (thousands),"115,225.88"
Eastern Asia,2005,Gross enrollment ratio - Secondary (male),69.7412
Eastern Asia,2005,Gross enrollment ratio - Secondary (female),68.5541
Eastern Asia,2005,Students enrolled in tertiary education (thousands),"28,737.29"
Eastern Asia,2005,Gross enrollment ratio - Tertiary (male),25.0752
Eastern Asia,2005,Gross enrollment ratio - Tertiary (female),21.5796
Eastern Asia,2010,Students enrolled in primary education (thousands),"113,593.28"
Eastern Asia,2010,Gross enrollement ratio - Primary (male),107.4763
Eastern Asia,2010,Gross enrollment ratio - Primary (female),105.9668
Eastern Asia,2010,Students enrolled in secondary education (thousands),"113,534.49"
Eastern Asia,2010,Gross enrollment ratio - Secondary (male),89.117
Eastern Asia,2010,Gross enrollment ratio - Secondary (female),89.0884
Eastern Asia,2010,Students enrolled in tertiary education (thousands),"39,209.04"
Eastern Asia,2010,Gross enrollment ratio - Tertiary (male),27.6307
Eastern Asia,2010,Gross enrollment ratio - Tertiary (female),27.7398
Eastern Asia,2014,Students enrolled in primary education (thousands),"106,544.15"
Eastern Asia,2014,Gross enrollement ratio - Primary (male),99.0525
Eastern Asia,2014,Gross enrollment ratio - Primary (female),99.2285
Eastern Asia,2014,Students enrolled in secondary education (thousands),"102,398.66"
Eastern Asia,2014,Gross enrollment ratio - Secondary (male),91.8914
Eastern Asia,2014,Gross enrollment ratio - Secondary (female),93.7948
Eastern Asia,2014,Students enrolled in tertiary education (thousands),"50,193.75"
Eastern Asia,2014,Gross enrollment ratio - Tertiary (male),41.9425
Eastern Asia,2014,Gross enrollment ratio - Tertiary (female),46.3154
Eastern Asia,2015,Students enrolled in primary education (thousands),"107,283.57"
Eastern Asia,2015,Gross enrollement ratio - Primary (male),99.0686
Eastern Asia,2015,Gross enrollment ratio - Primary (female),99.3741
Eastern Asia,2015,Students enrolled in secondary education (thousands),"99,600.04"
Eastern Asia,2015,Gross enrollment ratio - Secondary (male),90.9586
Eastern Asia,2015,Gross enrollment ratio - Secondary (female),93.1093
Eastern Asia,2015,Students enrolled in tertiary education (thousands),"51,555.19"
Eastern Asia,2015,Gross enrollment ratio - Tertiary (male),45.0282
Eastern Asia,2015,Gross enrollment ratio - Tertiary (female),50.7965
Eastern Asia,2017,Students enrolled in primary education (thousands),"111,861.53"
Eastern Asia,2017,Gross enrollement ratio - Primary (male),101.1435
Eastern Asia,2017,Gross enrollment ratio - Primary (female),102.0873
Eastern Asia,2017,Students enrolled in secondary education (thousands),"96,499.70"
Eastern Asia,2017,Gross enrollment ratio - Secondary (male),89.296
Eastern Asia,2017,Gross enrollment ratio - Secondary (female),91.1114
Eastern Asia,2017,Students enrolled in tertiary education (thousands),"52,223.45"
Eastern Asia,2017,Gross enrollment ratio - Tertiary (male),49.4767
Eastern Asia,2017,Gross enrollment ratio - Tertiary (female),56.8347
South-eastern Asia,2005,Students enrolled in primary education (thousands),"68,305.26"
South-eastern Asia,2005,Gross enrollement ratio - Primary (male),106.8707
South-eastern Asia,2005,Gross enrollment ratio - Primary (female),103.8767
South-eastern Asia,2005,Students enrolled in secondary education (thousands),"40,839.43"
South-eastern Asia,2005,Gross enrollment ratio - Secondary (male),62.6451
South-eastern Asia,2005,Gross enrollment ratio - Secondary (female),62.36
South-eastern Asia,2005,Students enrolled in tertiary education (thousands),"11,323.37"
South-eastern Asia,2005,Gross enrollment ratio - Tertiary (male),21.0774
South-eastern Asia,2005,Gross enrollment ratio - Tertiary (female),21.0272
South-eastern Asia,2010,Students enrolled in primary education (thousands),"68,389.97"
South-eastern Asia,2010,Gross enrollement ratio - Primary (male),107.071
South-eastern Asia,2010,Gross enrollment ratio - Primary (female),107.6746
South-eastern Asia,2010,Students enrolled in secondary education (thousands),"45,569.87"
South-eastern Asia,2010,Gross enrollment ratio - Secondary (male),69.8457
South-eastern Asia,2010,Gross enrollment ratio - Secondary (female),70.8201
South-eastern Asia,2010,Students enrolled in tertiary education (thousands),"14,474.67"
South-eastern Asia,2010,Gross enrollment ratio - Tertiary (male),25.4681
South-eastern Asia,2010,Gross enrollment ratio - Tertiary (female),27.4062
South-eastern Asia,2014,Students enrolled in primary education (thousands),"68,910.79"
South-eastern Asia,2014,Gross enrollement ratio - Primary (male),108.1342
South-eastern Asia,2014,Gross enrollment ratio - Primary (female),106.0167
South-eastern Asia,2014,Students enrolled in secondary education (thousands),"50,105.31"
South-eastern Asia,2014,Gross enrollment ratio - Secondary (male),78.5899
South-eastern Asia,2014,Gross enrollment ratio - Secondary (female),79.4743
South-eastern Asia,2014,Students enrolled in tertiary education (thousands),"17,649.05"
South-eastern Asia,2014,Gross enrollment ratio - Tertiary (male),28.7815
South-eastern Asia,2014,Gross enrollment ratio - Tertiary (female),34.1602
South-eastern Asia,2015,Students enrolled in primary education (thousands),"68,743.78"
South-eastern Asia,2015,Gross enrollement ratio - Primary (male),108.1883
South-eastern Asia,2015,Gross enrollment ratio - Primary (female),105.1596
South-eastern Asia,2015,Students enrolled in secondary education (thousands),"51,423.68"
South-eastern Asia,2015,Gross enrollment ratio - Secondary (male),81.083
South-eastern Asia,2015,Gross enrollment ratio - Secondary (female),81.5429
South-eastern Asia,2015,Students enrolled in tertiary education (thousands),"18,072.14"
South-eastern Asia,2015,Gross enrollment ratio - Tertiary (male),29.5674
South-eastern Asia,2015,Gross enrollment ratio - Tertiary (female),35.0623
South-eastern Asia,2017,Students enrolled in primary education (thousands),"68,524.83"
South-eastern Asia,2017,Gross enrollement ratio - Primary (male),107.5904
South-eastern Asia,2017,Gross enrollment ratio - Primary (female),104.3033
South-eastern Asia,2017,Students enrolled in secondary education (thousands),"52,096.13"
South-eastern Asia,2017,Gross enrollment ratio - Secondary (male),81.4964
South-eastern Asia,2017,Gross enrollment ratio - Secondary (female),82.9559
South-eastern Asia,2017,Students enrolled in tertiary education (thousands),"18,724.35"
South-eastern Asia,2017,Gross enrollment ratio - Tertiary (male),30.6203
South-eastern Asia,2017,Gross enrollment ratio - Tertiary (female),37.3112
Southern Asia,2005,Students enrolled in primary education (thousands),"181,475.94"
Southern Asia,2005,Gross enrollement ratio - Primary (male),106.0957
Southern Asia,2005,Gross enrollment ratio - Primary (female),100.6212
Southern Asia,2005,Students enrolled in secondary education (thousands),"120,738.96"
Southern Asia,2005,Gross enrollment ratio - Secondary (male),55.2971
Southern Asia,2005,Gross enrollment ratio - Secondary (female),46.8496
Southern Asia,2005,Students enrolled in tertiary education (thousands),"16,055.23"
Southern Asia,2005,Gross enrollment ratio - Tertiary (male),11.7367
Southern Asia,2005,Gross enrollment ratio - Tertiary (female),8.7166
Southern Asia,2010,Students enrolled in primary education (thousands),"191,840.19"
Southern Asia,2010,Gross enrollement ratio - Primary (male),107.5184
Southern Asia,2010,Gross enrollment ratio - Primary (female),106.9821
Southern Asia,2010,Students enrolled in secondary education (thousands),"143,371.07"
Southern Asia,2010,Gross enrollment ratio - Secondary (male),61.9015
Southern Asia,2010,Gross enrollment ratio - Secondary (female),57.362
Southern Asia,2010,Students enrolled in tertiary education (thousands),"28,469.66"
Southern Asia,2010,Gross enrollment ratio - Tertiary (male),19.527
Southern Asia,2010,Gross enrollment ratio - Tertiary (female),14.8898
Southern Asia,2014,Students enrolled in primary education (thousands),"194,499.68"
Southern Asia,2014,Gross enrollement ratio - Primary (male),103.6037
Southern Asia,2014,Gross enrollment ratio - Primary (female),109.849
Southern Asia,2014,Students enrolled in secondary education (thousands),"168,937.59"
Southern Asia,2014,Gross enrollment ratio - Secondary (male),69.6459
Southern Asia,2014,Gross enrollment ratio - Secondary (female),69.2329
Southern Asia,2014,Students enrolled in tertiary education (thousands),"40,029.24"
Southern Asia,2014,Gross enrollment ratio - Tertiary (male),24.382
Southern Asia,2014,Gross enrollment ratio - Tertiary (female),23.3497
Southern Asia,2015,Students enrolled in primary education (thousands),"195,876.09"
Southern Asia,2015,Gross enrollement ratio - Primary (male),103.8371
Southern Asia,2015,Gross enrollment ratio - Primary (female),110.412
Southern Asia,2015,Students enrolled in secondary education (thousands),"170,483.39"
Southern Asia,2015,Gross enrollment ratio - Secondary (male),69.9676
Southern Asia,2015,Gross enrollment ratio - Secondary (female),69.6298
Southern Asia,2015,Students enrolled in tertiary education (thousands),"41,919.80"
Southern Asia,2015,Gross enrollment ratio - Tertiary (male),25.4656
Southern Asia,2015,Gross enrollment ratio - Tertiary (female),24.2456
Southern Asia,2017,Students enrolled in primary education (thousands),"204,901.72"
Southern Asia,2017,Gross enrollement ratio - Primary (male),106.756
Southern Asia,2017,Gross enrollment ratio - Primary (female),116.7908
Southern Asia,2017,Students enrolled in secondary education (thousands),"175,185.50"
Southern Asia,2017,Gross enrollment ratio - Secondary (male),71.0571
Southern Asia,2017,Gross enrollment ratio - Secondary (female),71.382
Southern Asia,2017,Students enrolled in tertiary education (thousands),"42,157.67"
Southern Asia,2017,Gross enrollment ratio - Tertiary (male),25.4318
Southern Asia,2017,Gross enrollment ratio - Tertiary (female),24.3516
Western Asia,2005,Students enrolled in primary education (thousands),"24,169.03"
Western Asia,2005,Gross enrollement ratio - Primary (male),105.0862
Western Asia,2005,Gross enrollment ratio - Primary (female),95.6577
Western Asia,2005,Students enrolled in secondary education (thousands),"19,700.34"
Western Asia,2005,Gross enrollment ratio - Secondary (male),79.5059
Western Asia,2005,Gross enrollment ratio - Secondary (female),68.3672
Western Asia,2005,Students enrolled in tertiary education (thousands),"5,184.12"
Western Asia,2005,Gross enrollment ratio - Tertiary (male),27.8751
Western Asia,2005,Gross enrollment ratio - Tertiary (female),25.1336
Western Asia,2010,Students enrolled in primary education (thousands),"25,424.53"
Western Asia,2010,Gross enrollement ratio - Primary (male),105.6654
Western Asia,2010,Gross enrollment ratio - Primary (female),98.3066
Western Asia,2010,Students enrolled in secondary education (thousands),"22,390.83"
Western Asia,2010,Gross enrollment ratio - Secondary (male),79.9332
Western Asia,2010,Gross enrollment ratio - Secondary (female),71.9566
Western Asia,2010,Students enrolled in tertiary education (thousands),"7,514.19"
Western Asia,2010,Gross enrollment ratio - Tertiary (male),36.0595
Western Asia,2010,Gross enrollment ratio - Tertiary (female),33.6534
Western Asia,2014,Students enrolled in primary education (thousands),"26,142.76"
Western Asia,2014,Gross enrollement ratio - Primary (male),104.6481
Western Asia,2014,Gross enrollment ratio - Primary (female),97.6382
Western Asia,2014,Students enrolled in secondary education (thousands),"25,143.05"
Western Asia,2014,Gross enrollment ratio - Secondary (male),85.763
Western Asia,2014,Gross enrollment ratio - Secondary (female),78.2606
Western Asia,2014,Students enrolled in tertiary education (thousands),"10,570.08"
Western Asia,2014,Gross enrollment ratio - Tertiary (male),48.7996
Western Asia,2014,Gross enrollment ratio - Tertiary (female),46.9633
Western Asia,2015,Students enrolled in primary education (thousands),"26,701.07"
Western Asia,2015,Gross enrollement ratio - Primary (male),104.6311
Western Asia,2015,Gross enrollment ratio - Primary (female),98.2911
Western Asia,2015,Students enrolled in secondary education (thousands),"25,328.43"
Western Asia,2015,Gross enrollment ratio - Secondary (male),85.8119
Western Asia,2015,Gross enrollment ratio - Secondary (female),78.2845
Western Asia,2015,Students enrolled in tertiary education (thousands),"11,219.01"
Western Asia,2015,Gross enrollment ratio - Tertiary (male),51.5906
Western Asia,2015,Gross enrollment ratio - Tertiary (female),49.997
Western Asia,2017,Students enrolled in primary education (thousands),"27,087.04"
Western Asia,2017,Gross enrollement ratio - Primary (male),102.8252
Western Asia,2017,Gross enrollment ratio - Primary (female),96.2134
Western Asia,2017,Students enrolled in secondary education (thousands),"25,859.39"
Western Asia,2017,Gross enrollment ratio - Secondary (male),85.6535
