,Year,Series,Value
Northern Europe,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",69.8003
Northern Europe,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",92.9098
Northern Europe,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.7727
Northern Europe,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",95.6369
Northern Europe,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",71.063
Northern Europe,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",93.8503
Northern Europe,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.3204
Northern Europe,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",96.5183
Northern Europe,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",72.3668
Northern Europe,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",94.9964
Southern Europe,2005,"Safely managed drinking water sources, total (Proportion of population with access)",88.4338
Southern Europe,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",73.1707
Southern Europe,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",40.6101
Southern Europe,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",62.6746
Southern Europe,2010,"Safely managed drinking water sources, total (Proportion of population with access)",91.0915
Southern Europe,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",82.6029
Southern Europe,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",63.1537
Southern Europe,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",76.6051
Southern Europe,2017,"Safely managed drinking water sources, total (Proportion of population with access)",94.0327
Southern Europe,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",85.2077
Southern Europe,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",65.4364
Southern Europe,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",79.5147
Western Europe,2005,"Safely managed drinking water sources, total (Proportion of population with access)",98.5508
Western Europe,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",97.2438
Western Europe,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",85.551
Western Europe,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",95.7586
Western Europe,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.7447
Western Europe,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",97.842
Western Europe,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",85.7363
Western Europe,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",96.3551
Western Europe,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.0025
Western Europe,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",98.4216
Western Europe,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",85.8776
Western Europe,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.9255
Oceania,2005,"Safely managed drinking water sources, urban (Proportion of population with access)",93.4091
Oceania,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",57.8531
Oceania,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",22.0615
Oceania,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",46.3918
Oceania,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",95.2905
Oceania,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",61.62
Oceania,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",22.7886
Oceania,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",49.2244
Oceania,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",96.1302
Oceania,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",66.6854
Oceania,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",23.5395
Oceania,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",52.9438
Australia and New Zealand,2005,"Safely managed drinking water sources, urban (Proportion of population with access)",93.853
Australia and New Zealand,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",61.9383
Australia and New Zealand,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",95.7497
Australia and New Zealand,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",66.0518
Australia and New Zealand,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",96.544
Australia and New Zealand,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",71.8635
Micronesia,2005,"Safely managed drinking water sources, urban (Proportion of population with access)",86.0048
Micronesia,2005,"Safely managed drinking water sources, total (Proportion of population with access)",73.9297
Micronesia,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",87.2896
Micronesia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",75.9332
Micronesia,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",89.4932
Micronesia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",79.2052
Polynesia,2005,"Safely managed drinking water sources, total (Proportion of population with access)",47.5271
Polynesia,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",45.9579
Polynesia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",48.6439
Polynesia,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",46.4896
Polynesia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",49.4004
Polynesia,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",46.2336
Albania,2005,"Safely managed drinking water sources, total (Proportion of population with access)",52.5512
Albania,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",39.7094
Albania,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",36.1604
Albania,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",37.8189
Albania,2010,"Safely managed drinking water sources, total (Proportion of population with access)",61.9777
Albania,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",39.9811
Albania,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",37.1777
Albania,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",38.64
Albania,2017,"Safely managed drinking water sources, total (Proportion of population with access)",70.0232
Albania,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",40.1705
Albania,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",39.3948
Albania,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",39.8555
Algeria,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",17.5383
Algeria,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",19.7532
Algeria,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",18.3394
Algeria,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",17.0116
Algeria,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",20.2706
Algeria,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",18.0695
Algeria,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",16.4848
Algeria,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",20.788
Algeria,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",17.6875
American Samoa,2005,"Safely managed drinking water sources, total (Proportion of population with access)",12.4581
American Samoa,2010,"Safely managed drinking water sources, total (Proportion of population with access)",12.5069
American Samoa,2017,"Safely managed drinking water sources, total (Proportion of population with access)",12.5751
Andorra,2005,"Safely managed drinking water sources, total (Proportion of population with access)",90.64
Andorra,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",50.5272
Andorra,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",50.5272
Andorra,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",50.5272
Andorra,2010,"Safely managed drinking water sources, total (Proportion of population with access)",90.64
Andorra,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",86.4503
Andorra,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",86.4503
Andorra,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",86.4503
Andorra,2017,"Safely managed drinking water sources, total (Proportion of population with access)",90.64
Andorra,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
Andorra,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",100
Andorra,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",100
Armenia,2005,"Safely managed drinking water sources, total (Proportion of population with access)",43.9389
Armenia,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",45.4563
Armenia,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",47.9031
Armenia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",61.7069
Armenia,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",45.4793
Armenia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",48.1352
Armenia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",86.4764
Armenia,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",45.2622
Armenia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",48.2232
Australia,2005,"Safely managed drinking water sources, urban (Proportion of population with access)",98.3478
Australia,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",65.092
Australia,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",98.65
Australia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",69.4869
Australia,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",98.8007
Australia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",75.6399
Austria,2005,"Safely managed drinking water sources, total (Proportion of population with access)",98.1285
Austria,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",99.991
Austria,2005,"Safely managed sanitation facilities, rural (Proportion of population with access)",92.3014
Austria,2005,"Safely managed sanitation facilities, total (Proportion of population with access)",96.8239
Austria,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.543
Austria,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",99.9753
Austria,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",92.3014
Austria,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",96.7062
Austria,2017,"Safely managed drinking water sources, total (Proportion of population with access)",98.9062
Austria,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",99.9534
Austria,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",92.3014
Austria,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.7467
Azerbaijan,2005,"Safely managed drinking water sources, total (Proportion of population with access)",55.9271
Azerbaijan,2005,"Safely managed sanitation facilities, urban (Proportion of population with access)",75.4017
Azerbaijan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",68.7006
Azerbaijan,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.7537
Azerbaijan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",73.5643
