,Year,Series,Value
Afghanistan,2007,Teachers at secondary level (thousands),32.817
Afghanistan,2007,Pupil-teacher ratio in secondary education,31.5624
Afghanistan,2009,Teachers at primary level (thousands),115.454
Afghanistan,2009,Pupil-teacher ratio in primary education,42.8364
Afghanistan,2009,Teachers at tertiary level (thousands),3.342
Afghanistan,2009,Pupil-teacher ratio in tertiary education,28.4815
Afghanistan,2010,Teachers at primary level (thousands),118.858
Afghanistan,2010,Pupil-teacher ratio in primary education,44.4171
Afghanistan,2014,Teachers at tertiary level (thousands),11.002
Afghanistan,2014,Pupil-teacher ratio in tertiary education,23.8933
Afghanistan,2015,Teachers at primary level (thousands),142.88
Afghanistan,2015,Pupil-teacher ratio in primary education,44.3288
Afghanistan,2015,Teachers at secondary level (thousands),71.547
Afghanistan,2015,Pupil-teacher ratio in secondary education,37.7209
Afghanistan,2017,Teachers at primary level (thousands),144.485
Afghanistan,2017,Pupil-teacher ratio in primary education,44.01
Afghanistan,2017,Teachers at secondary level (thousands),75.2
Afghanistan,2017,Pupil-teacher ratio in secondary education,38.6676
Afghanistan,2018,Teachers at tertiary level (thousands),17.215
Afghanistan,2018,Pupil-teacher ratio in tertiary education,21.5283
Albania,2001,Teachers at primary level (thousands),12.607
Albania,2001,Pupil-teacher ratio in primary education,21.7524
Albania,2001,Teachers at secondary level (thousands),22.28
Albania,2001,Pupil-teacher ratio in secondary education,16.963
Albania,2001,Teachers at tertiary level (thousands),3.03
Albania,2001,Pupil-teacher ratio in tertiary education,13.4848
Albania,2003,Teachers at primary level (thousands),11.762
Albania,2003,Pupil-teacher ratio in primary education,21.4954
Albania,2003,Teachers at secondary level (thousands),22.424
Albania,2003,Pupil-teacher ratio in secondary education,17.6639
Albania,2010,Teachers at primary level (thousands),11.409
Albania,2010,Pupil-teacher ratio in primary education,19.7021
Albania,2010,Teachers at secondary level (thousands),24.082
Albania,2010,Pupil-teacher ratio in secondary education,14.7775
Albania,2014,Teachers at primary level (thousands),10.343
Albania,2014,Pupil-teacher ratio in primary education,18.9229
Albania,2014,Teachers at secondary level (thousands),23.314
Albania,2014,Pupil-teacher ratio in secondary education,14.2958
Albania,2014,Teachers at tertiary level (thousands),7.367
Albania,2014,Pupil-teacher ratio in tertiary education,23.5943
Albania,2015,Teachers at primary level (thousands),10.119
Albania,2015,Pupil-teacher ratio in primary education,18.6156
Albania,2015,Teachers at secondary level (thousands),23.329
Albania,2015,Pupil-teacher ratio in secondary education,13.5059
Albania,2017,Teachers at primary level (thousands),9.743
Albania,2017,Pupil-teacher ratio in primary education,17.9448
Albania,2017,Teachers at secondary level (thousands),24.165
Albania,2017,Pupil-teacher ratio in secondary education,11.6027
Albania,2017,Teachers at tertiary level (thousands),9.254
Albania,2017,Pupil-teacher ratio in tertiary education,15.0861
Algeria,2005,Teachers at primary level (thousands),171.471
Algeria,2005,Pupil-teacher ratio in primary education,25.4372
Algeria,2005,Teachers at tertiary level (thousands),28.371
Algeria,2005,Pupil-teacher ratio in tertiary education,27.9201
Algeria,2010,Teachers at primary level (thousands),141.994
Algeria,2010,Pupil-teacher ratio in primary education,23.328
Algeria,2010,Teachers at tertiary level (thousands),39.782
Algeria,2010,Pupil-teacher ratio in tertiary education,28.7635
Algeria,2015,Teachers at primary level (thousands),164.684
Algeria,2015,Pupil-teacher ratio in primary education,23.8361
Algeria,2015,Teachers at tertiary level (thousands),53.622
Algeria,2015,Pupil-teacher ratio in tertiary education,24.0475
Algeria,2017,Teachers at primary level (thousands),176.809
Algeria,2017,Pupil-teacher ratio in primary education,24.2251
Algeria,2017,Teachers at tertiary level (thousands),57.627
Algeria,2017,Pupil-teacher ratio in tertiary education,26.8194
American Samoa,2007,Teachers at tertiary level (thousands),0.105
American Samoa,2007,Pupil-teacher ratio in tertiary education,15.3048
Andorra,2004,Teachers at primary level (thousands),0.337
Andorra,2004,Pupil-teacher ratio in primary education,12.6528
Andorra,2004,Teachers at secondary level (thousands),0.46
Andorra,2004,Pupil-teacher ratio in secondary education,7.0652
Andorra,2004,Teachers at tertiary level (thousands),0.084
Andorra,2004,Pupil-teacher ratio in tertiary education,3.9405
Andorra,2005,Teachers at primary level (thousands),0.356
Andorra,2005,Pupil-teacher ratio in primary education,11.4747
Andorra,2005,Teachers at secondary level (thousands),0.482
Andorra,2005,Pupil-teacher ratio in secondary education,7.7531
Andorra,2008,Teachers at primary level (thousands),0.448
Andorra,2008,Pupil-teacher ratio in primary education,10.0268
Andorra,2008,Teachers at tertiary level (thousands),0.087
Andorra,2008,Pupil-teacher ratio in tertiary education,5.2759
Andorra,2009,Teachers at primary level (thousands),0.433
Andorra,2009,Pupil-teacher ratio in primary education,10.3326
Andorra,2009,Teachers at tertiary level (thousands),0.113
Andorra,2010,Teachers at primary level (thousands),0.453
Andorra,2010,Pupil-teacher ratio in primary education,9.6402
Andorra,2015,Teachers at primary level (thousands),0.419
Andorra,2015,Pupil-teacher ratio in primary education,9.938
Andorra,2015,Teachers at secondary level (thousands),0.544
Andorra,2015,Pupil-teacher ratio in secondary education,8.079
Andorra,2015,Teachers at tertiary level (thousands),0.11
Andorra,2015,Pupil-teacher ratio in tertiary education,4.5546
Andorra,2017,Teachers at primary level (thousands),0.406
Andorra,2017,Pupil-teacher ratio in primary education,10.5
Andorra,2017,Teachers at secondary level (thousands),0.546
Andorra,2017,Pupil-teacher ratio in secondary education,8.2271
Andorra,2017,Teachers at tertiary level (thousands),0.151
Andorra,2017,Pupil-teacher ratio in tertiary education,3.9073
Angola,2001,Teachers at secondary level (thousands),21.818
Angola,2001,Pupil-teacher ratio in secondary education,18.9612
Angola,2002,Teachers at tertiary level (thousands),1.285
Angola,2002,Pupil-teacher ratio in tertiary education,9.779
Angola,2006,Teachers at tertiary level (thousands),1.286
Angola,2006,Pupil-teacher ratio in tertiary education,37.8647
Angola,2010,Teachers at primary level (thousands),93.734
Angola,2010,Pupil-teacher ratio in primary education,45.5865
Angola,2011,Teachers at primary level (thousands),118.158
Angola,2011,Pupil-teacher ratio in primary education,42.5431
Angola,2011,Teachers at secondary level (thousands),32.279
Angola,2011,Pupil-teacher ratio in secondary education,27.4167
Angola,2011,Teachers at tertiary level (thousands),7.863
Angola,2011,Pupil-teacher ratio in tertiary education,18.1608
Angola,2015,Teachers at primary level (thousands),112.352
Angola,2015,Pupil-teacher ratio in primary education,50.0295
Angola,2015,Teachers at secondary level (thousands),72.859
Angola,2015,Teachers at tertiary level (thousands),8.66
Angola,2015,Pupil-teacher ratio in tertiary education,25.5239
Angola,2016,Teachers at primary level (thousands),95.827
Angola,2016,Teachers at secondary level (thousands),75.997
Angola,2016,Pupil-teacher ratio in secondary education,26.7662
Anguilla,2005,Teachers at primary level (thousands),0.094
Anguilla,2005,Pupil-teacher ratio in primary education,15.4149
Anguilla,2005,Teachers at secondary level (thousands),0.082
Anguilla,2005,Pupil-teacher ratio in secondary education,12.4878
Anguilla,2005,Teachers at tertiary level (thousands),0.024
Anguilla,2005,Pupil-teacher ratio in tertiary education,1.375
Anguilla,2007,Teachers at primary level (thousands),0.097
Anguilla,2007,Pupil-teacher ratio in primary education,16.0619
Anguilla,2007,Teachers at secondary level (thousands),0.096
Anguilla,2007,Pupil-teacher ratio in secondary education,10.4271
Anguilla,2007,Teachers at tertiary level (thousands),0.014
Anguilla,2007,Pupil-teacher ratio in tertiary education,3.8571
Anguilla,2008,Teachers at primary level (thousands),0.114
Anguilla,2008,Pupil-teacher ratio in primary education,14.1228
Anguilla,2008,Teachers at tertiary level (thousands),0.014
Anguilla,2008,Pupil-teacher ratio in tertiary education,3.8571
Anguilla,2010,Teachers at primary level (thousands),0.112
Anguilla,2010,Pupil-teacher ratio in primary education,14.4643
Anguilla,2011,Teachers at primary level (thousands),0.111
Anguilla,2011,Pupil-teacher ratio in primary education,14.8288
Anguilla,2011,Teachers at secondary level (thousands),0.124
Anguilla,2011,Pupil-teacher ratio in secondary education,8.5403
Antigua and Barbuda,2000,Teachers at primary level (thousands),0.695
Antigua and Barbuda,2000,Pupil-teacher ratio in primary education,18.741
Antigua and Barbuda,2000,Teachers at secondary level (thousands),0.394
Antigua and Barbuda,2000,Pupil-teacher ratio in secondary education,13.3909
Antigua and Barbuda,2010,Teachers at primary level (thousands),0.747
Antigua and Barbuda,2010,Pupil-teacher ratio in primary education,15.0656
Antigua and Barbuda,2010,Teachers at secondary level (thousands),0.694
Antigua and Barbuda,2010,Pupil-teacher ratio in secondary education,12.1556
Antigua and Barbuda,2010,Teachers at tertiary level (thousands),0.173
Antigua and Barbuda,2010,Pupil-teacher ratio in tertiary education,6.763
Antigua and Barbuda,2012,Teachers at primary level (thousands),0.755
Antigua and Barbuda,2012,Pupil-teacher ratio in primary education,13.845
Antigua and Barbuda,2012,Teachers at secondary level (thousands),0.723
Antigua and Barbuda,2012,Pupil-teacher ratio in secondary education,11.5947
Antigua and Barbuda,2012,Teachers at tertiary level (thousands),0.219
Antigua and Barbuda,2012,Pupil-teacher ratio in tertiary education,8.1827
Antigua and Barbuda,2015,Teachers at primary level (thousands),0.703
Antigua and Barbuda,2015,Pupil-teacher ratio in primary education,14.3343
Antigua and Barbuda,2015,Teachers at secondary level (thousands),0.701
Antigua and Barbuda,2015,Pupil-teacher ratio in secondary education,11.4807
Antigua and Barbuda,2017,Teachers at primary level (thousands),0.825
Antigua and Barbuda,2017,Pupil-teacher ratio in primary education,12.0558
Antigua and Barbuda,2017,Teachers at secondary level (thousands),0.813
Antigua and Barbuda,2017,Pupil-teacher ratio in secondary education,9.6421
Argentina,2004,Teachers at primary level (thousands),274.232
Argentina,2004,Pupil-teacher ratio in primary education,17.9522
Argentina,2004,Teachers at secondary level (thousands),254.065
Argentina,2004,Pupil-teacher ratio in secondary education,15.4281
Argentina,2004,Teachers at tertiary level (thousands),141.625
Argentina,2004,Pupil-teacher ratio in tertiary education,14.9471
Argentina,2005,Teachers at primary level (thousands),279.349
Argentina,2005,Pupil-teacher ratio in primary education,17.4437
Argentina,2005,Teachers at secondary level (thousands),256.884
Argentina,2005,Pupil-teacher ratio in secondary education,15.1209
Argentina,2008,Teachers at primary level (thousands),288.776
Argentina,2008,Pupil-teacher ratio in primary education,17.2297
Argentina,2008,Teachers at secondary level (thousands),323.957
Argentina,2008,Pupil-teacher ratio in secondary education,12.2353
Argentina,2009,Teachers at tertiary level (thousands),142.283
Argentina,2009,Pupil-teacher ratio in tertiary education,16.7768
Armenia,2005,Teachers at primary level (thousands),5.904
Armenia,2005,Pupil-teacher ratio in primary education,21.1973
Armenia,2005,Teachers at tertiary level (thousands),16.866
Armenia,2005,Pupil-teacher ratio in tertiary education,6.8466
Armenia,2007,Teachers at primary level (thousands),6.606
Armenia,2007,Pupil-teacher ratio in primary education,19.3076
Armenia,2007,Teachers at tertiary level (thousands),16.43
Armenia,2007,Pupil-teacher ratio in tertiary education,8.2608
Armenia,2010,Teachers at tertiary level (thousands),15.843
Armenia,2010,Pupil-teacher ratio in tertiary education,9.2233
Armenia,2015,Teachers at tertiary level (thousands),15.674
Armenia,2015,Pupil-teacher ratio in tertiary education,6.7542
Armenia,2017,Teachers at tertiary level (thousands),15.116
Armenia,2017,Pupil-teacher ratio in tertiary education,6.9356
Aruba,2005,Teachers at primary level (thousands),0.567
Aruba,2005,Pupil-teacher ratio in primary education,18.0776
Aruba,2005,Teachers at secondary level (thousands),0.502
Aruba,2005,Pupil-teacher ratio in secondary education,14.1753
Aruba,2005,Teachers at tertiary level (thousands),0.228
Aruba,2005,Pupil-teacher ratio in tertiary education,9.2368
Aruba,2010,Teachers at primary level (thousands),0.586
Aruba,2010,Pupil-teacher ratio in primary education,16.8225
Aruba,2010,Teachers at secondary level (thousands),0.532
Aruba,2010,Pupil-teacher ratio in secondary education,13.8008
Aruba,2010,Teachers at tertiary level (thousands),0.224
Aruba,2010,Pupil-teacher ratio in tertiary education,10.4018
Aruba,2012,Teachers at primary level (thousands),0.601
Aruba,2012,Pupil-teacher ratio in primary education,14.7887
