,Year,Series,Value
Africa,2015,Net official development assistance received: Multilateral (millions of US dollars),16136.96
Africa,2016,Net official development assistance received: Multilateral (millions of US dollars),18794.37
Africa,2017,Net official development assistance received: Multilateral (millions of US dollars),19454.89
Africa,1975,Net official development assistance received: Total (millions of US dollars),6775.42
Africa,1985,Net official development assistance received: Total (millions of US dollars),12323.17
Africa,1995,Net official development assistance received: Total (millions of US dollars),21843.11
Africa,2005,Net official development assistance received: Total (millions of US dollars),35821.22
Africa,2010,Net official development assistance received: Total (millions of US dollars),47819.5
Africa,2015,Net official development assistance received: Total (millions of US dollars),51054.53
Africa,2016,Net official development assistance received: Total (millions of US dollars),49908.32
Africa,2017,Net official development assistance received: Total (millions of US dollars),52888.23
Africa,1975,Net official development assistance received: Total (as % GNI),4.31
Africa,1985,Net official development assistance received: Total (as % GNI),3.99
Africa,1995,Net official development assistance received: Total (as % GNI),4.59
Africa,2005,Net official development assistance received: Total (as % GNI),3.71
Africa,2010,Net official development assistance received: Total (as % GNI),2.56
Africa,2015,Net official development assistance received: Total (as % GNI),2.3
Africa,2016,Net official development assistance received: Total (as % GNI),2.34
Africa,2017,Net official development assistance received: Total (as % GNI),2.42
Northern Africa,1975,Net official development assistance received: Bilateral  (millions of US dollars),3061.74
Northern Africa,1985,Net official development assistance received: Bilateral  (millions of US dollars),2848.98
Northern Africa,1995,Net official development assistance received: Bilateral  (millions of US dollars),2703.35
Northern Africa,2005,Net official development assistance received: Bilateral  (millions of US dollars),1704.97
Northern Africa,2010,Net official development assistance received: Bilateral  (millions of US dollars),1844.37
Northern Africa,2015,Net official development assistance received: Bilateral  (millions of US dollars),3711.92
Northern Africa,2016,Net official development assistance received: Bilateral  (millions of US dollars),3585.17
Northern Africa,1975,Net official development assistance received: Multilateral (millions of US dollars),178.93
Northern Africa,1985,Net official development assistance received: Multilateral (millions of US dollars),142.26
Northern Africa,1995,Net official development assistance received: Multilateral (millions of US dollars),277.36
Northern Africa,2005,Net official development assistance received: Multilateral (millions of US dollars),979.55
Northern Africa,2010,Net official development assistance received: Multilateral (millions of US dollars),822.65
Northern Africa,2015,Net official development assistance received: Multilateral (millions of US dollars),1293.59
Northern Africa,2016,Net official development assistance received: Multilateral (millions of US dollars),1783.28
Northern Africa,1975,Net official development assistance received: Total (millions of US dollars),3240.67
Northern Africa,1985,Net official development assistance received: Total (millions of US dollars),2991.24
Northern Africa,1995,Net official development assistance received: Total (millions of US dollars),2980.71
Northern Africa,2005,Net official development assistance received: Total (millions of US dollars),2684.52
Northern Africa,2010,Net official development assistance received: Total (millions of US dollars),2667.02
Northern Africa,2015,Net official development assistance received: Total (millions of US dollars),5005.51
Northern Africa,2016,Net official development assistance received: Total (millions of US dollars),5368.45
Northern Africa,1975,Net official development assistance received: Total (as % GNI),8.16
Northern Africa,1985,Net official development assistance received: Total (as % GNI),2.71
Northern Africa,1995,Net official development assistance received: Total (as % GNI),1.93
Northern Africa,2005,Net official development assistance received: Total (as % GNI),0.82
Northern Africa,2010,Net official development assistance received: Total (as % GNI),0.46
Northern Africa,2015,Net official development assistance received: Total (as % GNI),0.79
Northern Africa,2016,Net official development assistance received: Total (as % GNI),0.85
Sub-Saharan Africa,1975,Net official development assistance received: Bilateral  (millions of US dollars),2557.35
Sub-Saharan Africa,1985,Net official development assistance received: Bilateral  (millions of US dollars),7017.15
Sub-Saharan Africa,1995,Net official development assistance received: Bilateral  (millions of US dollars),13771.46
Sub-Saharan Africa,2005,Net official development assistance received: Bilateral  (millions of US dollars),21888.54
Sub-Saharan Africa,2010,Net official development assistance received: Bilateral  (millions of US dollars),27172.16
Sub-Saharan Africa,2015,Net official development assistance received: Bilateral  (millions of US dollars),28455.49
Sub-Saharan Africa,2016,Net official development assistance received: Bilateral  (millions of US dollars),25882.43
Sub-Saharan Africa,2017,Net official development assistance received: Bilateral  (millions of US dollars),29948.48
Sub-Saharan Africa,1975,Net official development assistance received: Multilateral (millions of US dollars),925.87
Sub-Saharan Africa,1985,Net official development assistance received: Multilateral (millions of US dollars),1967.95
Sub-Saharan Africa,1995,Net official development assistance received: Multilateral (millions of US dollars),4593.85
Sub-Saharan Africa,2005,Net official development assistance received: Multilateral (millions of US dollars),10531.56
Sub-Saharan Africa,2010,Net official development assistance received: Multilateral (millions of US dollars),16425.02
Sub-Saharan Africa,2015,Net official development assistance received: Multilateral (millions of US dollars),14268.44
Sub-Saharan Africa,2016,Net official development assistance received: Multilateral (millions of US dollars),15880.06
Sub-Saharan Africa,2017,Net official development assistance received: Multilateral (millions of US dollars),16615.91
Sub-Saharan Africa,1975,Net official development assistance received: Total (millions of US dollars),3483.22
Sub-Saharan Africa,1985,Net official development assistance received: Total (millions of US dollars),8985.1
Sub-Saharan Africa,1995,Net official development assistance received: Total (millions of US dollars),18365.31
Sub-Saharan Africa,2005,Net official development assistance received: Total (millions of US dollars),32420.1
Sub-Saharan Africa,2010,Net official development assistance received: Total (millions of US dollars),43597.18
Sub-Saharan Africa,2015,Net official development assistance received: Total (millions of US dollars),42723.93
Sub-Saharan Africa,2016,Net official development assistance received: Total (millions of US dollars),41762.49
Sub-Saharan Africa,2017,Net official development assistance received: Total (millions of US dollars),46564.39
Sub-Saharan Africa,1975,Net official development assistance received: Total (as % GNI),2.96
Sub-Saharan Africa,1985,Net official development assistance received: Total (as % GNI),4.53
Sub-Saharan Africa,1995,Net official development assistance received: Total (as % GNI),5.72
Sub-Saharan Africa,2005,Net official development assistance received: Total (as % GNI),5.07
Sub-Saharan Africa,2010,Net official development assistance received: Total (as % GNI),3.38
Sub-Saharan Africa,2015,Net official development assistance received: Total (as % GNI),2.74
Sub-Saharan Africa,2016,Net official development assistance received: Total (as % GNI),2.84
Sub-Saharan Africa,2017,Net official development assistance received: Total (as % GNI),2.92
Americas,1975,Net official development assistance received: Bilateral  (millions of US dollars),461.14
Americas,1985,Net official development assistance received: Bilateral  (millions of US dollars),2664.08
Americas,1995,Net official development assistance received: Bilateral  (millions of US dollars),5249.01
Americas,2005,Net official development assistance received: Bilateral  (millions of US dollars),4327.9
Americas,2010,Net official development assistance received: Bilateral  (millions of US dollars),6855.83
Americas,2015,Net official development assistance received: Bilateral  (millions of US dollars),8179.06
Americas,2016,Net official development assistance received: Bilateral  (millions of US dollars),8938.27
Americas,2017,Net official development assistance received: Bilateral  (millions of US dollars),6129.77
Americas,1975,Net official development assistance received: Multilateral (millions of US dollars),597.22
Americas,1985,Net official development assistance received: Multilateral (millions of US dollars),398.15
Americas,1995,Net official development assistance received: Multilateral (millions of US dollars),934.77
Americas,2005,Net official development assistance received: Multilateral (millions of US dollars),2106.23
Americas,2010,Net official development assistance received: Multilateral (millions of US dollars),2854.23
Americas,2015,Net official development assistance received: Multilateral (millions of US dollars),2026.54
Americas,2016,Net official development assistance received: Multilateral (millions of US dollars),2342
Americas,2017,Net official development assistance received: Multilateral (millions of US dollars),2480.94
Americas,1975,Net official development assistance received: Total (millions of US dollars),1058.36
Americas,1985,Net official development assistance received: Total (millions of US dollars),3062.23
Americas,1995,Net official development assistance received: Total (millions of US dollars),6183.78
Americas,2005,Net official development assistance received: Total (millions of US dollars),6434.13
Americas,2010,Net official development assistance received: Total (millions of US dollars),9710.06
Americas,2015,Net official development assistance received: Total (millions of US dollars),10205.6
Americas,2016,Net official development assistance received: Total (millions of US dollars),11280.27
Americas,2017,Net official development assistance received: Total (millions of US dollars),8610.71
Americas,1975,Net official development assistance received: Total (as % GNI),0.28
Americas,1985,Net official development assistance received: Total (as % GNI),0.45
Americas,1995,Net official development assistance received: Total (as % GNI),0.34
Americas,2005,Net official development assistance received: Total (as % GNI),0.24
Americas,2010,Net official development assistance received: Total (as % GNI),0.19
Americas,2015,Net official development assistance received: Total (as % GNI),0.22
Americas,2016,Net official development assistance received: Total (as % GNI),0.25
Americas,2017,Net official development assistance received: Total (as % GNI),0.17
North America,1975,Net official development assistance received: Bilateral  (millions of US dollars),253.78
North America,1985,Net official development assistance received: Bilateral  (millions of US dollars),1989.29
North America,1995,Net official development assistance received: Bilateral  (millions of US dollars),2988.19
North America,2005,Net official development assistance received: Bilateral  (millions of US dollars),2285.34
North America,2010,Net official development assistance received: Bilateral  (millions of US dollars),4974.38
North America,2015,Net official development assistance received: Bilateral  (millions of US dollars),3651.59
North America,2016,Net official development assistance received: Bilateral  (millions of US dollars),5675.38
North America,1975,Net official development assistance received: Multilateral (millions of US dollars),280.1
North America,1985,Net official development assistance received: Multilateral (millions of US dollars),203.21
North America,1995,Net official development assistance received: Multilateral (millions of US dollars),512.86
North America,2005,Net official development assistance received: Multilateral (millions of US dollars),1011.03
North America,2010,Net official development assistance received: Multilateral (millions of US dollars),1885.68
North America,2015,Net official development assistance received: Multilateral (millions of US dollars),915.9
North America,2016,Net official development assistance received: Multilateral (millions of US dollars),1209.61
North America,1975,Net official development assistance received: Total (millions of US dollars),533.88
North America,1985,Net official development assistance received: Total (millions of US dollars),2192.5
North America,1995,Net official development assistance received: Total (millions of US dollars),3501.05
North America,2005,Net official development assistance received: Total (millions of US dollars),3296.37
North America,2010,Net official development assistance received: Total (millions of US dollars),6860.06
North America,2015,Net official development assistance received: Total (millions of US dollars),4567.49
North America,2016,Net official development assistance received: Total (millions of US dollars),6884.99
North America,1975,Net official development assistance received: Total (as % GNI),0.44
North America,1985,Net official development assistance received: Total (as % GNI),0.89
North America,1995,Net official development assistance received: Total (as % GNI),0.78
North America,2005,Net official development assistance received: Total (as % GNI),0.31
North America,2010,Net official development assistance received: Total (as % GNI),0.5
North America,2015,Net official development assistance received: Total (as % GNI),0.31
North America,2016,Net official development assistance received: Total (as % GNI),0.5
South America,1975,Net official development assistance received: Bilateral  (millions of US dollars),268.11
South America,1985,Net official development assistance received: Bilateral  (millions of US dollars),742.78
South America,1995,Net official development assistance received: Bilateral  (millions of US dollars),2186.3
South America,2005,Net official development assistance received: Bilateral  (millions of US dollars),1962.12
South America,2010,Net official development assistance received: Bilateral  (millions of US dollars),1725.78
South America,2015,Net official development assistance received: Bilateral  (millions of US dollars),3392.77
South America,2016,Net official development assistance received: Bilateral  (millions of US dollars),2789.46
South America,2017,Net official development assistance received: Bilateral  (millions of US dollars),1831.85
South America,1975,Net official development assistance received: Multilateral (millions of US dollars),317.12
South America,1985,Net official development assistance received: Multilateral (millions of US dollars),149.7
South America,1995,Net official development assistance received: Multilateral (millions of US dollars),344.23
South America,2005,Net official development assistance received: Multilateral (millions of US dollars),791.78
South America,2010,Net official development assistance received: Multilateral (millions of US dollars),858.16
South America,2015,Net official development assistance received: Multilateral (millions of US dollars),928.19
South America,2016,Net official development assistance received: Multilateral (millions of US dollars),1003.27
South America,2017,Net official development assistance received: Multilateral (millions of US dollars),1151.44
South America,1975,Net official development assistance received: Total (millions of US dollars),585.23
South America,1985,Net official development assistance received: Total (millions of US dollars),892.48
South America,1995,Net official development assistance received: Total (millions of US dollars),2530.53
South America,2005,Net official development assistance received: Total (millions of US dollars),2753.9
South America,2010,Net official development assistance received: Total (millions of US dollars),2583.94
South America,2015,Net official development assistance received: Total (millions of US dollars),4320.96
South America,2016,Net official development assistance received: Total (millions of US dollars),3792.73
South America,2017,Net official development assistance received: Total (millions of US dollars),2983.29
South America,1975,Net official development assistance received: Total (as % GNI),0.23
South America,1985,Net official development assistance received: Total (as % GNI),0.2
South America,1995,Net official development assistance received: Total (as % GNI),0.19
South America,2005,Net official development assistance received: Total (as % GNI),0.17
South America,2010,Net official development assistance received: Total (as % GNI),0.07
South America,2015,Net official development assistance received: Total (as % GNI),0.13
South America,2016,Net official development assistance received: Total (as % GNI),0.12
South America,2017,Net official development assistance received: Total (as % GNI),0.08
Asia,1975,Net official development assistance received: Bilateral  (millions of US dollars),6319.27
Asia,1985,Net official development assistance received: Bilateral  (millions of US dollars),8654.8
Asia,1995,Net official development assistance received: Bilateral  (millions of US dollars),13081.55
Asia,2005,Net official development assistance received: Bilateral  (millions of US dollars),38171.55
Asia,2010,Net official development assistance received: Bilateral  (millions of US dollars),25913.74
Asia,2015,Net official development assistance received: Bilateral  (millions of US dollars),36017.71
Asia,2016,Net official development assistance received: Bilateral  (millions of US dollars),33191.72
Asia,2017,Net official development assistance received: Bilateral  (millions of US dollars),38311.43
Asia,1975,Net official development assistance received: Multilateral (millions of US dollars),1812.59
Asia,1985,Net official development assistance received: Multilateral (millions of US dollars),2747.29
Asia,1995,Net official development assistance received: Multilateral (millions of US dollars),4415.31
Asia,2005,Net official development assistance received: Multilateral (millions of US dollars),7578.94
Asia,2010,Net official development assistance received: Multilateral (millions of US dollars),9895.94
Asia,2015,Net official development assistance received: Multilateral (millions of US dollars),9736.7
Asia,2016,Net official development assistance received: Multilateral (millions of US dollars),10734.67
Asia,2017,Net official development assistance received: Multilateral (millions of US dollars),10643.87
Asia,1975,Net official development assistance received: Total (millions of US dollars),8131.86
Asia,1985,Net official development assistance received: Total (millions of US dollars),11402.09
Asia,1995,Net official development assistance received: Total (millions of US dollars),17496.86
Asia,2005,Net official development assistance received: Total (millions of US dollars),45750.49
Asia,2010,Net official development assistance received: Total (millions of US dollars),35809.68
Asia,2015,Net official development assistance received: Total (millions of US dollars),45754.41
Asia,2016,Net official development assistance received: Total (millions of US dollars),43926.39
Asia,2017,Net official development assistance received: Total (millions of US dollars),48955.3
Asia,1975,Net official development assistance received: Total (as % GNI),1.5
Asia,1985,Net official development assistance received: Total (as % GNI),0.83
Asia,1995,Net official development assistance received: Total (as % GNI),0.58
Asia,2005,Net official development assistance received: Total (as % GNI),0.93
Asia,2010,Net official development assistance received: Total (as % GNI),0.33
Asia,2015,Net official development assistance received: Total (as % GNI),0.27
Asia,2016,Net official development assistance received: Total (as % GNI),0.25
Asia,2017,Net official development assistance received: Total (as % GNI),0.26
Eastern and South-Eastern Asia,1975,Net official development assistance received: Bilateral  (millions of US dollars),1494.62
Eastern and South-Eastern Asia,1985,Net official development assistance received: Bilateral  (millions of US dollars),2448.08
Eastern and South-Eastern Asia,1995,Net official development assistance received: Bilateral  (millions of US dollars),7387.4
Eastern and South-Eastern Asia,2005,Net official development assistance received: Bilateral  (millions of US dollars),6612.61
Eastern and South-Eastern Asia,2010,Net official development assistance received: Bilateral  (millions of US dollars),5018.98
Eastern and South-Eastern Asia,2015,Net official development assistance received: Bilateral  (millions of US dollars),3496.41
Eastern and South-Eastern Asia,2016,Net official development assistance received: Bilateral  (millions of US dollars),2571.2
Eastern and South-Eastern Asia,1975,Net official development assistance received: Multilateral (millions of US dollars),371
Eastern and South-Eastern Asia,1985,Net official development assistance received: Multilateral (millions of US dollars),498.13
Eastern and South-Eastern Asia,1995,Net official development assistance received: Multilateral (millions of US dollars),1410.97
Eastern and South-Eastern Asia,2005,Net official development assistance received: Multilateral (millions of US dollars),1778.59
Eastern and South-Eastern Asia,2010,Net official development assistance received: Multilateral (millions of US dollars),2515.23
Eastern and South-Eastern Asia,2015,Net official development assistance received: Multilateral (millions of US dollars),1901.04
Eastern and South-Eastern Asia,2016,Net official development assistance received: Multilateral (millions of US dollars),1914.72
Eastern and South-Eastern Asia,1975,Net official development assistance received: Total (millions of US dollars),1865.62
Eastern and South-Eastern Asia,1985,Net official development assistance received: Total (millions of US dollars),2946.21
Eastern and South-Eastern Asia,1995,Net official development assistance received: Total (millions of US dollars),8798.37
Eastern and South-Eastern Asia,2005,Net official development assistance received: Total (millions of US dollars),8391.2
Eastern and South-Eastern Asia,2010,Net official development assistance received: Total (millions of US dollars),7534.21
Eastern and South-Eastern Asia,2015,Net official development assistance received: Total (millions of US dollars),5397.45
Eastern and South-Eastern Asia,2016,Net official development assistance received: Total (millions of US dollars),4485.92
Eastern and South-Eastern Asia,1975,Net official development assistance received: Total (as % GNI),0.7
Eastern and South-Eastern Asia,1985,Net official development assistance received: Total (as % GNI),0.46
Eastern and South-Eastern Asia,1995,Net official development assistance received: Total (as % GNI),0.42
Eastern and South-Eastern Asia,2005,Net official development assistance received: Total (as % GNI),0.27
Eastern and South-Eastern Asia,2010,Net official development assistance received: Total (as % GNI),0.1
Eastern and South-Eastern Asia,2015,Net official development assistance received: Total (as % GNI),0.04
Eastern and South-Eastern Asia,2016,Net official development assistance received: Total (as % GNI),0.03
South-central Asia,1975,Net official development assistance received: Bilateral  (millions of US dollars),2457.49
South-central Asia,1985,Net official development assistance received: Bilateral  (millions of US dollars),2677.72
South-central Asia,1995,Net official development assistance received: Bilateral  (millions of US dollars),4048.64
South-central Asia,2005,Net official development assistance received: Bilateral  (millions of US dollars),7262.25
South-central Asia,2010,Net official development assistance received: Bilateral  (millions of US dollars),13214.57
South-central Asia,2015,Net official development assistance received: Bilateral  (millions of US dollars),13524.62
South-central Asia,2016,Net official development assistance received: Bilateral  (millions of US dollars),11071.74
South-central Asia,1975,Net official development assistance received: Multilateral (millions of US dollars),1307.73
South-central Asia,1985,Net official development assistance received: Multilateral (millions of US dollars),1998.39
South-central Asia,1995,Net official development assistance received: Multilateral (millions of US dollars),2409.24
South-central Asia,2005,Net official development assistance received: Multilateral (millions of US dollars),4395.49
South-central Asia,2010,Net official development assistance received: Multilateral (millions of US dollars),5498.91
South-central Asia,2015,Net official development assistance received: Multilateral (millions of US dollars),6154.92
South-central Asia,2016,Net official development assistance received: Multilateral (millions of US dollars),6915.39
South-central Asia,1975,Net official development assistance received: Total (millions of US dollars),3765.22
South-central Asia,1985,Net official development assistance received: Total (millions of US dollars),4676.11
South-central Asia,1995,Net official development assistance received: Total (millions of US dollars),6457.88
South-central Asia,2005,Net official development assistance received: Total (millions of US dollars),11657.74
South-central Asia,2010,Net official development assistance received: Total (millions of US dollars),18713.48
South-central Asia,2015,Net official development assistance received: Total (millions of US dollars),19679.54
South-central Asia,2016,Net official development assistance received: Total (millions of US dollars),17987.13
South-central Asia,1975,Net official development assistance received: Total (as % GNI),2.79
South-central Asia,1985,Net official development assistance received: Total (as % GNI),1.59
South-central Asia,1995,Net official development assistance received: Total (as % GNI),1.25
South-central Asia,2005,Net official development assistance received: Total (as % GNI),1.02
South-central Asia,2010,Net official development assistance received: Total (as % GNI),0.79
South-central Asia,2015,Net official development assistance received: Total (as % GNI),0.63
South-central Asia,2016,Net official development assistance received: Total (as % GNI),0.56
Western Asia,1975,Net official development assistance received: Bilateral  (millions of US dollars),2407.48
Western Asia,1985,Net official development assistance received: Bilateral  (millions of US dollars),3855.96
Western Asia,1995,Net official development assistance received: Bilateral  (millions of US dollars),2449.38
Western Asia,2005,Net official development assistance received: Bilateral  (millions of US dollars),24323.88
Western Asia,2010,Net official development assistance received: Bilateral  (millions of US dollars),7765.94
Western Asia,2015,Net official development assistance received: Bilateral  (millions of US dollars),17586.77
Western Asia,2016,Net official development assistance received: Bilateral  (millions of US dollars),18428.83
Western Asia,1975,Net official development assistance received: Multilateral (millions of US dollars),133.86
Western Asia,1985,Net official development assistance received: Multilateral (millions of US dollars),181.14
Western Asia,1995,Net official development assistance received: Multilateral (millions of US dollars),504.19
Western Asia,2005,Net official development assistance received: Multilateral (millions of US dollars),1181.82
Western Asia,2010,Net official development assistance received: Multilateral (millions of US dollars),1708.73
Western Asia,2015,Net official development assistance received: Multilateral (millions of US dollars),1530.19
Western Asia,2016,Net official development assistance received: Multilateral (millions of US dollars),1714.74
Western Asia,1975,Net official development assistance received: Total (millions of US dollars),2541.34
Western Asia,1985,Net official development assistance received: Total (millions of US dollars),4037.1
Western Asia,1995,Net official development assistance received: Total (millions of US dollars),2953.57
Western Asia,2005,Net official development assistance received: Total (millions of US dollars),25505.7
Western Asia,2010,Net official development assistance received: Total (millions of US dollars),9474.67
Western Asia,2015,Net official development assistance received: Total (millions of US dollars),19116.96
Western Asia,2016,Net official development assistance received: Total (millions of US dollars),20143.57
Western Asia,1975,Net official development assistance received: Total (as % GNI),1.88
Western Asia,1985,Net official development assistance received: Total (as % GNI),0.93
Western Asia,1995,Net official development assistance received: Total (as % GNI),0.69
Western Asia,2005,Net official development assistance received: Total (as % GNI),3.57
Western Asia,2010,Net official development assistance received: Total (as % GNI),1.24
Western Asia,2015,Net official development assistance received: Total (as % GNI),6.11
Western Asia,2016,Net official development assistance received: Total (as % GNI),6.76
Europe,1975,Net official development assistance received: Bilateral  (millions of US dollars),96.22
Europe,1985,Net official development assistance received: Bilateral  (millions of US dollars),382.53
Europe,1995,Net official development assistance received: Bilateral  (millions of US dollars),1753.39
Europe,2005,Net official development assistance received: Bilateral  (millions of US dollars),2446.27
Europe,2010,Net official development assistance received: Bilateral  (millions of US dollars),3123.49
Europe,2015,Net official development assistance received: Bilateral  (millions of US dollars),2782.61
Europe,2016,Net official development assistance received: Bilateral  (millions of US dollars),3353.6
Europe,2017,Net official development assistance received: Bilateral  (millions of US dollars),3785.49
Europe,1975,Net official development assistance received: Multilateral (millions of US dollars),57.62
Europe,1985,Net official development assistance received: Multilateral (millions of US dollars),27.86
Europe,1995,Net official development assistance received: Multilateral (millions of US dollars),534.44
Europe,2005,Net official development assistance received: Multilateral (millions of US dollars),1605.05
Europe,2010,Net official development assistance received: Multilateral (millions of US dollars),2786.57
Europe,2015,Net official development assistance received: Multilateral (millions of US dollars),4001.58
Europe,2016,Net official development assistance received: Multilateral (millions of US dollars),4801.68
Europe,2017,Net official development assistance received: Multilateral (millions of US dollars),4598.04
Europe,1975,Net official development assistance received: Total (millions of US dollars),153.84
Europe,1985,Net official development assistance received: Total (millions of US dollars),410.39
Europe,1995,Net official development assistance received: Total (millions of US dollars),2287.83
Europe,2005,Net official development assistance received: Total (millions of US dollars),4051.32
Europe,2010,Net official development assistance received: Total (millions of US dollars),5910.06
Europe,2015,Net official development assistance received: Total (millions of US dollars),6784.19
Europe,2016,Net official development assistance received: Total (millions of US dollars),8155.28
Europe,2017,Net official development assistance received: Total (millions of US dollars),8383.53
Europe,1975,Net official development assistance received: Total (as % GNI),0.34
Europe,1985,Net official development assistance received: Total (as % GNI),0.58
Europe,1995,Net official development assistance received: Total (as % GNI),0.99
Europe,2005,Net official development assistance received: Total (as % GNI),0.57
Europe,2010,Net official development assistance received: Total (as % GNI),0.53
Europe,2015,Net official development assistance received: Total (as % GNI),0.63
Europe,2016,Net official development assistance received: Total (as % GNI),0.75
Europe,2017,Net official development assistance received: Total (as % GNI),0.76
Oceania,1975,Net official development assistance received: Bilateral  (millions of US dollars),587.03
Oceania,1985,Net official development assistance received: Bilateral  (millions of US dollars),849.37
Oceania,1995,Net official development assistance received: Bilateral  (millions of US dollars),1767.61
Oceania,2005,Net official development assistance received: Bilateral  (millions of US dollars),799.22
Oceania,2010,Net official development assistance received: Bilateral  (millions of US dollars),1579.71
Oceania,2015,Net official development assistance received: Bilateral  (millions of US dollars),1624.29
Oceania,2016,Net official development assistance received: Bilateral  (millions of US dollars),1228.78
Oceania,2017,Net official development assistance received: Bilateral  (millions of US dollars),1442.64
Oceania,1975,Net official development assistance received: Multilateral (millions of US dollars),24.4
Oceania,1985,Net official development assistance received: Multilateral (millions of US dollars),37.6
Oceania,1995,Net official development assistance received: Multilateral (millions of US dollars),61.76
Oceania,2005,Net official development assistance received: Multilateral (millions of US dollars),341.44
Oceania,2010,Net official development assistance received: Multilateral (millions of US dollars),269.29
Oceania,2015,Net official development assistance received: Multilateral (millions of US dollars),294.62
Oceania,2016,Net official development assistance received: Multilateral (millions of US dollars),454.44
Oceania,2017,Net official development assistance received: Multilateral (millions of US dollars),551.34
Oceania,1975,Net official development assistance received: Total (millions of US dollars),611.43
Oceania,1985,Net official development assistance received: Total (millions of US dollars),886.97
Oceania,1995,Net official development assistance received: Total (millions of US dollars),1829.37
Oceania,2005,Net official development assistance received: Total (millions of US dollars),1140.66
Oceania,2010,Net official development assistance received: Total (millions of US dollars),1849
Oceania,2015,Net official development assistance received: Total (millions of US dollars),1918.91
Oceania,2016,Net official development assistance received: Total (millions of US dollars),1683.22
Oceania,2017,Net official development assistance received: Total (millions of US dollars),1993.98
Oceania,1975,Net official development assistance received: Total (as % GNI),17.42
Oceania,1985,Net official development assistance received: Total (as % GNI),14.31
Oceania,1995,Net official development assistance received: Total (as % GNI),12.09
Oceania,2005,Net official development assistance received: Total (as % GNI),11.54
Oceania,2010,Net official development assistance received: Total (as % GNI),9.56
Oceania,2015,Net official development assistance received: Total (as % GNI),6.76
Oceania,2016,Net official development assistance received: Total (as % GNI),5.97
Oceania,2017,Net official development assistance received: Total (as % GNI),6.66
Micronesia,1995,Net official development assistance received: Bilateral  (millions of US dollars),70.61
Micronesia,2005,Net official development assistance received: Bilateral  (millions of US dollars),102.31
Micronesia,2010,Net official development assistance received: Bilateral  (millions of US dollars),62.61
