,Year,Series,Value
Angola,2014,Current health expenditure (% of GDP),2.7987
Angola,2015,Current health expenditure (% of GDP),2.9504
Angola,2016,Current health expenditure (% of GDP),2.8778
Angola,2000,Domestic general government health expenditure (% of total government expenditure),2.7386
Angola,2005,Domestic general government health expenditure (% of total government expenditure),4.8206
Angola,2010,Domestic general government health expenditure (% of total government expenditure),4.2496
Angola,2014,Domestic general government health expenditure (% of total government expenditure),3.6157
Angola,2015,Domestic general government health expenditure (% of total government expenditure),4.5626
Angola,2016,Domestic general government health expenditure (% of total government expenditure),5.4327
Antigua and Barbuda,2000,Current health expenditure (% of GDP),3.8662
Antigua and Barbuda,2005,Current health expenditure (% of GDP),4.5266
Antigua and Barbuda,2010,Current health expenditure (% of GDP),5.4495
Antigua and Barbuda,2014,Current health expenditure (% of GDP),5.7907
Antigua and Barbuda,2015,Current health expenditure (% of GDP),4.716
Antigua and Barbuda,2016,Current health expenditure (% of GDP),4.309
Antigua and Barbuda,2000,Domestic general government health expenditure (% of total government expenditure),11.306
Antigua and Barbuda,2005,Domestic general government health expenditure (% of total government expenditure),11.8797
Antigua and Barbuda,2010,Domestic general government health expenditure (% of total government expenditure),16.991
Antigua and Barbuda,2014,Domestic general government health expenditure (% of total government expenditure),17.862
Antigua and Barbuda,2015,Domestic general government health expenditure (% of total government expenditure),12.3034
Antigua and Barbuda,2016,Domestic general government health expenditure (% of total government expenditure),10.7591
Argentina,2000,Current health expenditure (% of GDP),8.467
Argentina,2005,Current health expenditure (% of GDP),7.629
Argentina,2010,Current health expenditure (% of GDP),8.612
Argentina,2014,Current health expenditure (% of GDP),8.2372
Argentina,2015,Current health expenditure (% of GDP),8.7433
Argentina,2016,Current health expenditure (% of GDP),7.5484
Argentina,2000,Domestic general government health expenditure (% of total government expenditure),17.8199
Argentina,2005,Domestic general government health expenditure (% of total government expenditure),16.0222
Argentina,2010,Domestic general government health expenditure (% of total government expenditure),16.693
Argentina,2014,Domestic general government health expenditure (% of total government expenditure),16.3169
Argentina,2015,Domestic general government health expenditure (% of total government expenditure),16.5743
Argentina,2016,Domestic general government health expenditure (% of total government expenditure),13.562
Armenia,2000,Current health expenditure (% of GDP),6.5052
Armenia,2005,Current health expenditure (% of GDP),7.0349
Armenia,2010,Current health expenditure (% of GDP),5.2642
Armenia,2014,Current health expenditure (% of GDP),10.1783
Armenia,2015,Current health expenditure (% of GDP),10.1176
Armenia,2016,Current health expenditure (% of GDP),9.9273
Armenia,2000,Domestic general government health expenditure (% of total government expenditure),4.1717
Armenia,2005,Domestic general government health expenditure (% of total government expenditure),7.4115
Armenia,2010,Domestic general government health expenditure (% of total government expenditure),6.4431
Armenia,2014,Domestic general government health expenditure (% of total government expenditure),6.2753
Armenia,2015,Domestic general government health expenditure (% of total government expenditure),6.1153
Armenia,2016,Domestic general government health expenditure (% of total government expenditure),6.0535
Australia,2000,Current health expenditure (% of GDP),7.6171
Australia,2005,Current health expenditure (% of GDP),7.9958
Australia,2010,Current health expenditure (% of GDP),8.4452
Australia,2014,Current health expenditure (% of GDP),9.0547
Australia,2015,Current health expenditure (% of GDP),9.3301
Australia,2016,Current health expenditure (% of GDP),9.2521
Australia,2000,Domestic general government health expenditure (% of total government expenditure),15.1643
Australia,2005,Domestic general government health expenditure (% of total government expenditure),16.335
Australia,2010,Domestic general government health expenditure (% of total government expenditure),16.2633
Australia,2014,Domestic general government health expenditure (% of total government expenditure),16.6289
Australia,2015,Domestic general government health expenditure (% of total government expenditure),17.2366
Australia,2016,Domestic general government health expenditure (% of total government expenditure),17.4214
Austria,2000,Current health expenditure (% of GDP),9.2037
Austria,2005,Current health expenditure (% of GDP),9.627
Austria,2010,Current health expenditure (% of GDP),10.221
Austria,2014,Current health expenditure (% of GDP),10.3707
Austria,2015,Current health expenditure (% of GDP),10.3429
Austria,2016,Current health expenditure (% of GDP),10.4376
Austria,2000,Domestic general government health expenditure (% of total government expenditure),13.3752
Austria,2005,Domestic general government health expenditure (% of total government expenditure),13.6724
Austria,2010,Domestic general government health expenditure (% of total government expenditure),14.0038
Austria,2014,Domestic general government health expenditure (% of total government expenditure),14.3702
Austria,2015,Domestic general government health expenditure (% of total government expenditure),14.7707
Austria,2016,Domestic general government health expenditure (% of total government expenditure),14.9268
Azerbaijan,2000,Current health expenditure (% of GDP),3.8348
Azerbaijan,2005,Current health expenditure (% of GDP),7.3978
Azerbaijan,2010,Current health expenditure (% of GDP),4.9114
Azerbaijan,2014,Current health expenditure (% of GDP),5.5619
Azerbaijan,2015,Current health expenditure (% of GDP),6.839
Azerbaijan,2016,Current health expenditure (% of GDP),6.8906
Azerbaijan,2000,Domestic general government health expenditure (% of total government expenditure),4.7503
Azerbaijan,2005,Domestic general government health expenditure (% of total government expenditure),3.9138
Azerbaijan,2010,Domestic general government health expenditure (% of total government expenditure),3.6419
Azerbaijan,2014,Domestic general government health expenditure (% of total government expenditure),3.3821
Azerbaijan,2015,Domestic general government health expenditure (% of total government expenditure),3.6942
Azerbaijan,2016,Domestic general government health expenditure (% of total government expenditure),3.8837
Bahamas,2000,Current health expenditure (% of GDP),3.9995
Bahamas,2005,Current health expenditure (% of GDP),4.5954
Bahamas,2010,Current health expenditure (% of GDP),5.9231
Bahamas,2014,Current health expenditure (% of GDP),5.948
Bahamas,2015,Current health expenditure (% of GDP),5.9875
Bahamas,2016,Current health expenditure (% of GDP),6.3754
Bahamas,2000,Domestic general government health expenditure (% of total government expenditure),15.9496
Bahamas,2005,Domestic general government health expenditure (% of total government expenditure),16.214
Bahamas,2010,Domestic general government health expenditure (% of total government expenditure),17.2666
Bahamas,2014,Domestic general government health expenditure (% of total government expenditure),14.8417
Bahamas,2015,Domestic general government health expenditure (% of total government expenditure),15.8685
Bahamas,2016,Domestic general government health expenditure (% of total government expenditure),15.9821
Bahrain,2000,Current health expenditure (% of GDP),3.5613
Bahrain,2005,Current health expenditure (% of GDP),3.1756
Bahrain,2010,Current health expenditure (% of GDP),3.8429
Bahrain,2014,Current health expenditure (% of GDP),4.4068
Bahrain,2015,Current health expenditure (% of GDP),4.9751
Bahrain,2016,Current health expenditure (% of GDP),4.8695
Bahrain,2000,Domestic general government health expenditure (% of total government expenditure),10.1835
Bahrain,2005,Domestic general government health expenditure (% of total government expenditure),8.6178
Bahrain,2010,Domestic general government health expenditure (% of total government expenditure),8.4764
Bahrain,2014,Domestic general government health expenditure (% of total government expenditure),10.0913
Bahrain,2015,Domestic general government health expenditure (% of total government expenditure),8.8287
Bahrain,2016,Domestic general government health expenditure (% of total government expenditure),8.4129
Bangladesh,2000,Current health expenditure (% of GDP),2.0019
Bangladesh,2005,Current health expenditure (% of GDP),2.2755
Bangladesh,2010,Current health expenditure (% of GDP),2.4959
Bangladesh,2014,Current health expenditure (% of GDP),2.496
Bangladesh,2015,Current health expenditure (% of GDP),2.4631
Bangladesh,2016,Current health expenditure (% of GDP),2.3651
Bangladesh,2000,Domestic general government health expenditure (% of total government expenditure),5.2098
Bangladesh,2005,Domestic general government health expenditure (% of total government expenditure),4.3888
Bangladesh,2010,Domestic general government health expenditure (% of total government expenditure),4.4394
Bangladesh,2014,Domestic general government health expenditure (% of total government expenditure),3.6117
Bangladesh,2015,Domestic general government health expenditure (% of total government expenditure),3.3797
Bangladesh,2016,Domestic general government health expenditure (% of total government expenditure),3.3797
Barbados,2000,Current health expenditure (% of GDP),5.226
Barbados,2005,Current health expenditure (% of GDP),6.6335
Barbados,2010,Current health expenditure (% of GDP),6.774
Barbados,2014,Current health expenditure (% of GDP),7.1446
Barbados,2015,Current health expenditure (% of GDP),7.0127
Barbados,2016,Current health expenditure (% of GDP),6.9624
Barbados,2000,Domestic general government health expenditure (% of total government expenditure),9.383
Barbados,2005,Domestic general government health expenditure (% of total government expenditure),13.239
Barbados,2010,Domestic general government health expenditure (% of total government expenditure),10.7378
Barbados,2014,Domestic general government health expenditure (% of total government expenditure),9.9167
Barbados,2015,Domestic general government health expenditure (% of total government expenditure),9.1405
Barbados,2016,Domestic general government health expenditure (% of total government expenditure),9.2835
Belarus,2000,Current health expenditure (% of GDP),5.4718
Belarus,2005,Current health expenditure (% of GDP),6.2765
Belarus,2010,Current health expenditure (% of GDP),5.6569
Belarus,2014,Current health expenditure (% of GDP),5.3879
Belarus,2015,Current health expenditure (% of GDP),6.0653
Belarus,2016,Current health expenditure (% of GDP),6.3168
Belarus,2000,Domestic general government health expenditure (% of total government expenditure),12.1293
Belarus,2005,Domestic general government health expenditure (% of total government expenditure),10.0517
Belarus,2010,Domestic general government health expenditure (% of total government expenditure),8.6853
Belarus,2014,Domestic general government health expenditure (% of total government expenditure),8.6848
Belarus,2015,Domestic general government health expenditure (% of total government expenditure),8.4813
Belarus,2016,Domestic general government health expenditure (% of total government expenditure),8.4735
Belgium,2000,Current health expenditure (% of GDP),7.942
Belgium,2005,Current health expenditure (% of GDP),8.9663
Belgium,2010,Current health expenditure (% of GDP),9.8411
Belgium,2014,Current health expenditure (% of GDP),10.3405
Belgium,2015,Current health expenditure (% of GDP),10.1056
Belgium,2016,Current health expenditure (% of GDP),10.0384
Belgium,2000,Domestic general government health expenditure (% of total government expenditure),12.9257
Belgium,2005,Domestic general government health expenditure (% of total government expenditure),14.314
Belgium,2010,Domestic general government health expenditure (% of total government expenditure),15.1902
Belgium,2014,Domestic general government health expenditure (% of total government expenditure),15.499
Belgium,2015,Domestic general government health expenditure (% of total government expenditure),15.6736
Belgium,2016,Domestic general government health expenditure (% of total government expenditure),15.8431
Belize,2000,Current health expenditure (% of GDP),3.942
Belize,2005,Current health expenditure (% of GDP),4.2167
Belize,2010,Current health expenditure (% of GDP),5.7649
Belize,2014,Current health expenditure (% of GDP),5.6525
Belize,2015,Current health expenditure (% of GDP),5.8842
Belize,2016,Current health expenditure (% of GDP),6.1214
Belize,2000,Domestic general government health expenditure (% of total government expenditure),6.6025
Belize,2005,Domestic general government health expenditure (% of total government expenditure),8.5896
Belize,2010,Domestic general government health expenditure (% of total government expenditure),13.0378
Belize,2014,Domestic general government health expenditure (% of total government expenditure),10.3689
Belize,2015,Domestic general government health expenditure (% of total government expenditure),11.4447
Belize,2016,Domestic general government health expenditure (% of total government expenditure),12.4192
Benin,2000,Current health expenditure (% of GDP),4.23
Benin,2005,Current health expenditure (% of GDP),4.0127
Benin,2010,Current health expenditure (% of GDP),4.0898
Benin,2014,Current health expenditure (% of GDP),3.6455
Benin,2015,Current health expenditure (% of GDP),3.9918
Benin,2016,Current health expenditure (% of GDP),3.8556
Benin,2000,Domestic general government health expenditure (% of total government expenditure),5.1598
Benin,2005,Domestic general government health expenditure (% of total government expenditure),4.8298
Benin,2010,Domestic general government health expenditure (% of total government expenditure),5.1466
Benin,2014,Domestic general government health expenditure (% of total government expenditure),4.0446
Benin,2015,Domestic general government health expenditure (% of total government expenditure),3.2252
Benin,2016,Domestic general government health expenditure (% of total government expenditure),3.7248
Bhutan,2000,Current health expenditure (% of GDP),4.3102
Bhutan,2005,Current health expenditure (% of GDP),4.0196
Bhutan,2010,Current health expenditure (% of GDP),3.4736
Bhutan,2014,Current health expenditure (% of GDP),3.4689
Bhutan,2015,Current health expenditure (% of GDP),3.6589
Bhutan,2016,Current health expenditure (% of GDP),3.4542
Bhutan,2000,Domestic general government health expenditure (% of total government expenditure),7.5803
Bhutan,2005,Domestic general government health expenditure (% of total government expenditure),6.7703
Bhutan,2010,Domestic general government health expenditure (% of total government expenditure),5.5985
Bhutan,2014,Domestic general government health expenditure (% of total government expenditure),8.031
Bhutan,2015,Domestic general government health expenditure (% of total government expenditure),9.9531
Bhutan,2016,Domestic general government health expenditure (% of total government expenditure),8.3041
Bolivia (Plurin. State of),2000,Current health expenditure (% of GDP),4.338
Bolivia (Plurin. State of),2005,Current health expenditure (% of GDP),4.9628
Bolivia (Plurin. State of),2010,Current health expenditure (% of GDP),5.097
Bolivia (Plurin. State of),2014,Current health expenditure (% of GDP),5.7777
Bolivia (Plurin. State of),2015,Current health expenditure (% of GDP),6.4224
Bolivia (Plurin. State of),2016,Current health expenditure (% of GDP),6.8606
Bolivia (Plurin. State of),2000,Domestic general government health expenditure (% of total government expenditure),8.3557
Bolivia (Plurin. State of),2005,Domestic general government health expenditure (% of total government expenditure),8.56
Bolivia (Plurin. State of),2010,Domestic general government health expenditure (% of total government expenditure),9.8963
Bolivia (Plurin. State of),2014,Domestic general government health expenditure (% of total government expenditure),8.6552
Bolivia (Plurin. State of),2015,Domestic general government health expenditure (% of total government expenditure),9.8013
Bolivia (Plurin. State of),2016,Domestic general government health expenditure (% of total government expenditure),11.3311
Bosnia and Herzegovina,2000,Current health expenditure (% of GDP),7.6659
Bosnia and Herzegovina,2005,Current health expenditure (% of GDP),9.0522
Bosnia and Herzegovina,2010,Current health expenditure (% of GDP),9.0189
Bosnia and Herzegovina,2014,Current health expenditure (% of GDP),9.5613
Bosnia and Herzegovina,2015,Current health expenditure (% of GDP),9.348
Bosnia and Herzegovina,2016,Current health expenditure (% of GDP),9.2296
Bosnia and Herzegovina,2000,Domestic general government health expenditure (% of total government expenditure),7.2586
Bosnia and Herzegovina,2005,Domestic general government health expenditure (% of total government expenditure),10.8101
Bosnia and Herzegovina,2010,Domestic general government health expenditure (% of total government expenditure),12.4021
Bosnia and Herzegovina,2014,Domestic general government health expenditure (% of total government expenditure),14.4015
Bosnia and Herzegovina,2015,Domestic general government health expenditure (% of total government expenditure),15.2337
Bosnia and Herzegovina,2016,Domestic general government health expenditure (% of total government expenditure),15.4394
Botswana,2000,Current health expenditure (% of GDP),5.8175
Botswana,2005,Current health expenditure (% of GDP),5.2628
Botswana,2010,Current health expenditure (% of GDP),6.0187
Botswana,2014,Current health expenditure (% of GDP),5.3054
Botswana,2015,Current health expenditure (% of GDP),5.9651
Botswana,2016,Current health expenditure (% of GDP),5.4632
Botswana,2000,Domestic general government health expenditure (% of total government expenditure),10.778
Botswana,2005,Domestic general government health expenditure (% of total government expenditure),10.4823
Botswana,2010,Domestic general government health expenditure (% of total government expenditure),7.9497
Botswana,2014,Domestic general government health expenditure (% of total government expenditure),8.2977
Botswana,2015,Domestic general government health expenditure (% of total government expenditure),8.8234
Botswana,2016,Domestic general government health expenditure (% of total government expenditure),9.1498
Brazil,2000,Current health expenditure (% of GDP),6.5618
Brazil,2005,Current health expenditure (% of GDP),8.2511
Brazil,2010,Current health expenditure (% of GDP),9.7235
Brazil,2014,Current health expenditure (% of GDP),10.8198
Brazil,2015,Current health expenditure (% of GDP),11.4647
Brazil,2016,Current health expenditure (% of GDP),11.7715
Brazil,2000,Domestic general government health expenditure (% of total government expenditure),4.922
Brazil,2005,Domestic general government health expenditure (% of total government expenditure),8.9273
Brazil,2010,Domestic general government health expenditure (% of total government expenditure),8.8349
Brazil,2014,Domestic general government health expenditure (% of total government expenditure),9.6841
Brazil,2015,Domestic general government health expenditure (% of total government expenditure),9.8956
Brazil,2016,Domestic general government health expenditure (% of total government expenditure),9.8957
Brunei Darussalam,2000,Current health expenditure (% of GDP),2.5432
Brunei Darussalam,2005,Current health expenditure (% of GDP),2.2297
Brunei Darussalam,2010,Current health expenditure (% of GDP),2.2783
Brunei Darussalam,2014,Current health expenditure (% of GDP),1.9144
Brunei Darussalam,2015,Current health expenditure (% of GDP),2.3871
Brunei Darussalam,2016,Current health expenditure (% of GDP),2.341
Brunei Darussalam,2000,Domestic general government health expenditure (% of total government expenditure),5.7201
Brunei Darussalam,2005,Domestic general government health expenditure (% of total government expenditure),6.4329
Brunei Darussalam,2010,Domestic general government health expenditure (% of total government expenditure),5.7768
Brunei Darussalam,2014,Domestic general government health expenditure (% of total government expenditure),5.2039
Brunei Darussalam,2015,Domestic general government health expenditure (% of total government expenditure),5.8657
Brunei Darussalam,2016,Domestic general government health expenditure (% of total government expenditure),5.6857
Bulgaria,2000,Current health expenditure (% of GDP),5.8709
Bulgaria,2005,Current health expenditure (% of GDP),6.9442
Bulgaria,2010,Current health expenditure (% of GDP),7.1058
Bulgaria,2014,Current health expenditure (% of GDP),8.5111
Bulgaria,2015,Current health expenditure (% of GDP),8.2031
Bulgaria,2016,Current health expenditure (% of GDP),8.2301
Bulgaria,2000,Domestic general government health expenditure (% of total government expenditure),8.5112
Bulgaria,2005,Domestic general government health expenditure (% of total government expenditure),11.1699
Bulgaria,2010,Domestic general government health expenditure (% of total government expenditure),10.8521
Bulgaria,2014,Domestic general government health expenditure (% of total government expenditure),10.6871
Bulgaria,2015,Domestic general government health expenditure (% of total government expenditure),10.2528
Bulgaria,2016,Domestic general government health expenditure (% of total government expenditure),11.9037
Burkina Faso,2000,Current health expenditure (% of GDP),3.3175
Burkina Faso,2005,Current health expenditure (% of GDP),4.4426
Burkina Faso,2010,Current health expenditure (% of GDP),5.893
Burkina Faso,2014,Current health expenditure (% of GDP),5.6192
Burkina Faso,2015,Current health expenditure (% of GDP),5.8253
Burkina Faso,2016,Current health expenditure (% of GDP),6.7525
Burkina Faso,2000,Domestic general government health expenditure (% of total government expenditure),4.8484
Burkina Faso,2005,Domestic general government health expenditure (% of total government expenditure),6.0486
Burkina Faso,2010,Domestic general government health expenditure (% of total government expenditure),6.0324
Burkina Faso,2014,Domestic general government health expenditure (% of total government expenditure),7.7737
Burkina Faso,2015,Domestic general government health expenditure (% of total government expenditure),7.1527
Burkina Faso,2016,Domestic general government health expenditure (% of total government expenditure),11.0341
Burundi,2000,Current health expenditure (% of GDP),6.177
Burundi,2005,Current health expenditure (% of GDP),8.4237
Burundi,2010,Current health expenditure (% of GDP),11.2764
Burundi,2014,Current health expenditure (% of GDP),7.1681
Burundi,2015,Current health expenditure (% of GDP),6.6093
Burundi,2016,Current health expenditure (% of GDP),7.6893
Burundi,2000,Domestic general government health expenditure (% of total government expenditure),5.9445
Burundi,2005,Domestic general government health expenditure (% of total government expenditure),6.2375
Burundi,2010,Domestic general government health expenditure (% of total government expenditure),4.8607
Burundi,2014,Domestic general government health expenditure (% of total government expenditure),8.0871
Burundi,2015,Domestic general government health expenditure (% of total government expenditure),9.1975
Burundi,2016,Domestic general government health expenditure (% of total government expenditure),8.5214
Cabo Verde,2000,Current health expenditure (% of GDP),4.434
Cabo Verde,2005,Current health expenditure (% of GDP),4.2736
Cabo Verde,2010,Current health expenditure (% of GDP),4.4756
Cabo Verde,2014,Current health expenditure (% of GDP),5.3279
Cabo Verde,2015,Current health expenditure (% of GDP),5.3404
Cabo Verde,2016,Current health expenditure (% of GDP),5.2635
Cabo Verde,2000,Domestic general government health expenditure (% of total government expenditure),7.5016
Cabo Verde,2005,Domestic general government health expenditure (% of total government expenditure),8.8043
Cabo Verde,2010,Domestic general government health expenditure (% of total government expenditure),7.2294
Cabo Verde,2014,Domestic general government health expenditure (% of total government expenditure),9.9831
Cabo Verde,2015,Domestic general government health expenditure (% of total government expenditure),10.0195
Cabo Verde,2016,Domestic general government health expenditure (% of total government expenditure),9.8899
Cambodia,2000,Current health expenditure (% of GDP),6.541
Cambodia,2005,Current health expenditure (% of GDP),6.8528
Cambodia,2010,Current health expenditure (% of GDP),6.9117
Cambodia,2014,Current health expenditure (% of GDP),6.6968
Cambodia,2015,Current health expenditure (% of GDP),6.1715
Cambodia,2016,Current health expenditure (% of GDP),6.082
Cambodia,2000,Domestic general government health expenditure (% of total government expenditure),8.5917
Cambodia,2005,Domestic general government health expenditure (% of total government expenditure),9.8632
Cambodia,2010,Domestic general government health expenditure (% of total government expenditure),6.8481
Cambodia,2014,Domestic general government health expenditure (% of total government expenditure),5.9044
Cambodia,2015,Domestic general government health expenditure (% of total government expenditure),6.582
Cambodia,2016,Domestic general government health expenditure (% of total government expenditure),6.1591
Cameroon,2000,Current health expenditure (% of GDP),3.9823
Cameroon,2005,Current health expenditure (% of GDP),4.1421
Cameroon,2010,Current health expenditure (% of GDP),4.5039
Cameroon,2014,Current health expenditure (% of GDP),4.5343
Cameroon,2015,Current health expenditure (% of GDP),4.6995
Cameroon,2016,Current health expenditure (% of GDP),4.6902
Cameroon,2000,Domestic general government health expenditure (% of total government expenditure),4.4263
Cameroon,2005,Domestic general government health expenditure (% of total government expenditure),5.2475
Cameroon,2010,Domestic general government health expenditure (% of total government expenditure),5.0882
Cameroon,2014,Domestic general government health expenditure (% of total government expenditure),2.5598
Cameroon,2015,Domestic general government health expenditure (% of total government expenditure),3.2514
Cameroon,2016,Domestic general government health expenditure (% of total government expenditure),2.9546
Canada,2000,Current health expenditure (% of GDP),8.2757
Canada,2005,Current health expenditure (% of GDP),9.0644
Canada,2010,Current health expenditure (% of GDP),10.5558
Canada,2014,Current health expenditure (% of GDP),9.9697
Canada,2015,Current health expenditure (% of GDP),10.3765
Canada,2016,Current health expenditure (% of GDP),10.5347
Canada,2000,Domestic general government health expenditure (% of total government expenditure),14.8178
Canada,2005,Domestic general government health expenditure (% of total government expenditure),17.1337
Canada,2010,Domestic general government health expenditure (% of total government expenditure),17.8613
Canada,2014,Domestic general government health expenditure (% of total government expenditure),19.0615
Canada,2015,Domestic general government health expenditure (% of total government expenditure),19.1615
Canada,2016,Domestic general government health expenditure (% of total government expenditure),19.0195
Central African Republic,2000,Current health expenditure (% of GDP),4.9926
Central African Republic,2005,Current health expenditure (% of GDP),4.7629
Central African Republic,2010,Current health expenditure (% of GDP),3.742
Central African Republic,2014,Current health expenditure (% of GDP),4.8532
Central African Republic,2015,Current health expenditure (% of GDP),6.309
Central African Republic,2016,Current health expenditure (% of GDP),4.2825
Central African Republic,2000,Domestic general government health expenditure (% of total government expenditure),11.2422
Central African Republic,2005,Domestic general government health expenditure (% of total government expenditure),10.1002
Central African Republic,2010,Domestic general government health expenditure (% of total government expenditure),6.0146
Central African Republic,2014,Domestic general government health expenditure (% of total government expenditure),7.1729
Central African Republic,2015,Domestic general government health expenditure (% of total government expenditure),4.3035
Central African Republic,2016,Domestic general government health expenditure (% of total government expenditure),5.0614
Chad,2000,Current health expenditure (% of GDP),5.4575
Chad,2005,Current health expenditure (% of GDP),4.8411
Chad,2010,Current health expenditure (% of GDP),4.0602
Chad,2014,Current health expenditure (% of GDP),4.5505
Chad,2015,Current health expenditure (% of GDP),4.5462
Chad,2016,Current health expenditure (% of GDP),4.5381
Chad,2000,Domestic general government health expenditure (% of total government expenditure),11.3109
Chad,2005,Domestic general government health expenditure (% of total government expenditure),12.4246
Chad,2010,Domestic general government health expenditure (% of total government expenditure),3.4975
Chad,2014,Domestic general government health expenditure (% of total government expenditure),5.664
Chad,2015,Domestic general government health expenditure (% of total government expenditure),5.8236
Chad,2016,Domestic general government health expenditure (% of total government expenditure),5.8981
Chile,2000,Current health expenditure (% of GDP),7.0352
Chile,2005,Current health expenditure (% of GDP),6.5887
Chile,2010,Current health expenditure (% of GDP),6.7749
Chile,2014,Current health expenditure (% of GDP),7.806
Chile,2015,Current health expenditure (% of GDP),8.3
Chile,2016,Current health expenditure (% of GDP),8.5289
Chile,2000,Domestic general government health expenditure (% of total government expenditure),16.3228
Chile,2005,Domestic general government health expenditure (% of total government expenditure),17.3138
Chile,2010,Domestic general government health expenditure (% of total government expenditure),17.1445
Chile,2014,Domestic general government health expenditure (% of total government expenditure),19.3787
Chile,2015,Domestic general government health expenditure (% of total government expenditure),19.603
Chile,2016,Domestic general government health expenditure (% of total government expenditure),19.7368
China,2000,Current health expenditure (% of GDP),4.4734
China,2005,Current health expenditure (% of GDP),4.1422
China,2010,Current health expenditure (% of GDP),4.208
China,2014,Current health expenditure (% of GDP),4.7732
China,2015,Current health expenditure (% of GDP),4.8887
China,2016,Current health expenditure (% of GDP),4.9819
China,2000,Domestic general government health expenditure (% of total government expenditure),6.0898
China,2005,Domestic general government health expenditure (% of total government expenditure),7.4888
China,2010,Domestic general government health expenditure (% of total government expenditure),8.7509
China,2014,Domestic general government health expenditure (% of total government expenditure),9.6265
China,2015,Domestic general government health expenditure (% of total government expenditure),9.3933
China,2016,Domestic general government health expenditure (% of total government expenditure),9.0513
Colombia,2000,Current health expenditure (% of GDP),5.4769
Colombia,2005,Current health expenditure (% of GDP),5.528
Colombia,2010,Current health expenditure (% of GDP),6.2559
Colombia,2014,Current health expenditure (% of GDP),5.8063
Colombia,2015,Current health expenditure (% of GDP),6.0227
Colombia,2016,Current health expenditure (% of GDP),5.9123
Colombia,2000,Domestic general government health expenditure (% of total government expenditure),16.2238
Colombia,2005,Domestic general government health expenditure (% of total government expenditure),15.5428
Colombia,2010,Domestic general government health expenditure (% of total government expenditure),14.9961
Colombia,2014,Domestic general government health expenditure (% of total government expenditure),12.6314
Colombia,2015,Domestic general government health expenditure (% of total government expenditure),12.8264
Colombia,2016,Domestic general government health expenditure (% of total government expenditure),13.367
Comoros,2000,Current health expenditure (% of GDP),12.2493
Comoros,2005,Current health expenditure (% of GDP),9.8682
Comoros,2010,Current health expenditure (% of GDP),8.5229
