,Year,Series,Value
Asia,2017,Percentage of individuals using the internet,45.2
Central Asia,2000,Percentage of individuals using the internet,0.5
Central Asia,2005,Percentage of individuals using the internet,3.3
Central Asia,2010,Percentage of individuals using the internet,18.4
Central Asia,2014,Percentage of individuals using the internet,38.7
Central Asia,2015,Percentage of individuals using the internet,43.8
Central Asia,2016,Percentage of individuals using the internet,47.3
Central Asia,2017,Percentage of individuals using the internet,51
Eastern Asia,2000,Percentage of individuals using the internet,6
Eastern Asia,2005,Percentage of individuals using the internet,16.2
Eastern Asia,2010,Percentage of individuals using the internet,39.5
Eastern Asia,2014,Percentage of individuals using the internet,52.2
Eastern Asia,2015,Percentage of individuals using the internet,54.5
Eastern Asia,2016,Percentage of individuals using the internet,57.2
Eastern Asia,2017,Percentage of individuals using the internet,59.1
South-central Asia,2000,Percentage of individuals using the internet,0.5
South-central Asia,2005,Percentage of individuals using the internet,2.8
South-central Asia,2010,Percentage of individuals using the internet,8
South-central Asia,2014,Percentage of individuals using the internet,20.6
South-central Asia,2015,Percentage of individuals using the internet,24.9
South-central Asia,2016,Percentage of individuals using the internet,28.3
South-central Asia,2017,Percentage of individuals using the internet,32.2
South-eastern Asia,2000,Percentage of individuals using the internet,2.4
South-eastern Asia,2005,Percentage of individuals using the internet,8.7
South-eastern Asia,2010,Percentage of individuals using the internet,18.8
South-eastern Asia,2014,Percentage of individuals using the internet,30
South-eastern Asia,2015,Percentage of individuals using the internet,35
South-eastern Asia,2016,Percentage of individuals using the internet,39
South-eastern Asia,2017,Percentage of individuals using the internet,44.2
Southern Asia,2000,Percentage of individuals using the internet,0.5
Southern Asia,2005,Percentage of individuals using the internet,2.8
Southern Asia,2010,Percentage of individuals using the internet,7.6
Southern Asia,2014,Percentage of individuals using the internet,20
Southern Asia,2015,Percentage of individuals using the internet,24.2
Southern Asia,2016,Percentage of individuals using the internet,27.6
Southern Asia,2017,Percentage of individuals using the internet,31.5
Western Asia,2000,Percentage of individuals using the internet,3.6
Western Asia,2005,Percentage of individuals using the internet,11.1
Western Asia,2010,Percentage of individuals using the internet,32.4
Western Asia,2014,Percentage of individuals using the internet,47.5
Western Asia,2015,Percentage of individuals using the internet,50.7
Western Asia,2016,Percentage of individuals using the internet,54.2
Western Asia,2017,Percentage of individuals using the internet,62.4
Europe,2000,Percentage of individuals using the internet,13.1
Europe,2005,Percentage of individuals using the internet,35.2
Europe,2010,Percentage of individuals using the internet,57.7
Europe,2014,Percentage of individuals using the internet,71.1
Europe,2015,Percentage of individuals using the internet,71.3
Europe,2016,Percentage of individuals using the internet,73.7
Europe,2017,Percentage of individuals using the internet,75.9
Oceania,2000,Percentage of individuals using the internet,35.1
Oceania,2005,Percentage of individuals using the internet,47.2
Oceania,2010,Percentage of individuals using the internet,57.6
Oceania,2014,Percentage of individuals using the internet,64.8
Oceania,2015,Percentage of individuals using the internet,65.9
Oceania,2016,Percentage of individuals using the internet,67.6
Oceania,2017,Percentage of individuals using the internet,68.4
Australia and New Zealand,2000,Percentage of individuals using the internet,46.9
Australia and New Zealand,2005,Percentage of individuals using the internet,63
Australia and New Zealand,2010,Percentage of individuals using the internet,76.7
Australia and New Zealand,2014,Percentage of individuals using the internet,84.2
Australia and New Zealand,2015,Percentage of individuals using the internet,85.2
Australia and New Zealand,2016,Percentage of individuals using the internet,86.9
Australia and New Zealand,2017,Percentage of individuals using the internet,87.2
Afghanistan,2005,Percentage of individuals using the internet,1.2
Afghanistan,2010,Percentage of individuals using the internet,4
Afghanistan,2014,Percentage of individuals using the internet,7
Afghanistan,2015,Percentage of individuals using the internet,8.3
Afghanistan,2016,Percentage of individuals using the internet,10.6
Afghanistan,2017,Percentage of individuals using the internet,11.4
Albania,2000,Percentage of individuals using the internet,0.1
Albania,2005,Percentage of individuals using the internet,6
Albania,2010,Percentage of individuals using the internet,45
Albania,2014,Percentage of individuals using the internet,60.1
Albania,2015,Percentage of individuals using the internet,63.3
Albania,2016,Percentage of individuals using the internet,66.4
Albania,2017,Percentage of individuals using the internet,71.8
Algeria,2000,Percentage of individuals using the internet,0.5
Algeria,2005,Percentage of individuals using the internet,5.8
Algeria,2010,Percentage of individuals using the internet,12.5
Algeria,2014,Percentage of individuals using the internet,29.5
Algeria,2015,Percentage of individuals using the internet,38.2
Algeria,2016,Percentage of individuals using the internet,42.9
Algeria,2017,Percentage of individuals using the internet,47.7
Andorra,2000,Percentage of individuals using the internet,10.5
Andorra,2005,Percentage of individuals using the internet,37.6
Andorra,2010,Percentage of individuals using the internet,81
Andorra,2014,Percentage of individuals using the internet,95.9
Andorra,2015,Percentage of individuals using the internet,96.9
Andorra,2016,Percentage of individuals using the internet,97.9
Andorra,2017,Percentage of individuals using the internet,98.9
Angola,2000,Percentage of individuals using the internet,0.1
Angola,2005,Percentage of individuals using the internet,1.1
Angola,2010,Percentage of individuals using the internet,2.8
Angola,2014,Percentage of individuals using the internet,10.2
Angola,2015,Percentage of individuals using the internet,12.4
Angola,2016,Percentage of individuals using the internet,13
Angola,2017,Percentage of individuals using the internet,14.3
Anguilla,2000,Percentage of individuals using the internet,22.4
Anguilla,2005,Percentage of individuals using the internet,29
Anguilla,2010,Percentage of individuals using the internet,49.6
Anguilla,2014,Percentage of individuals using the internet,70.4
Anguilla,2015,Percentage of individuals using the internet,76
Anguilla,2016,Percentage of individuals using the internet,81.6
Anguilla,2017,Percentage of individuals using the internet,81.6
Antigua and Barbuda,2000,Percentage of individuals using the internet,6.5
Antigua and Barbuda,2005,Percentage of individuals using the internet,27
Antigua and Barbuda,2010,Percentage of individuals using the internet,47
Antigua and Barbuda,2014,Percentage of individuals using the internet,67.8
Antigua and Barbuda,2015,Percentage of individuals using the internet,70
Antigua and Barbuda,2016,Percentage of individuals using the internet,73
Antigua and Barbuda,2017,Percentage of individuals using the internet,76
Argentina,2000,Percentage of individuals using the internet,7
Argentina,2005,Percentage of individuals using the internet,17.7
Argentina,2010,Percentage of individuals using the internet,45
Argentina,2014,Percentage of individuals using the internet,64.7
Argentina,2015,Percentage of individuals using the internet,68
Argentina,2016,Percentage of individuals using the internet,71
Argentina,2017,Percentage of individuals using the internet,75.8
Armenia,2000,Percentage of individuals using the internet,1.3
Armenia,2005,Percentage of individuals using the internet,5.3
Armenia,2010,Percentage of individuals using the internet,25
Armenia,2014,Percentage of individuals using the internet,54.6
Armenia,2015,Percentage of individuals using the internet,59.1
Armenia,2016,Percentage of individuals using the internet,64.3
Armenia,2017,Percentage of individuals using the internet,69.7
Aruba,2000,Percentage of individuals using the internet,15.4
Aruba,2005,Percentage of individuals using the internet,25.4
Aruba,2010,Percentage of individuals using the internet,62
Aruba,2014,Percentage of individuals using the internet,83.8
Aruba,2015,Percentage of individuals using the internet,88.7
Aruba,2016,Percentage of individuals using the internet,93.5
Aruba,2017,Percentage of individuals using the internet,97.2
Australia,2000,Percentage of individuals using the internet,46.8
Australia,2005,Percentage of individuals using the internet,63
Australia,2010,Percentage of individuals using the internet,76
Australia,2014,Percentage of individuals using the internet,84
Australia,2015,Percentage of individuals using the internet,84.6
Australia,2016,Percentage of individuals using the internet,86.5
Australia,2017,Percentage of individuals using the internet,86.5
Austria,2000,Percentage of individuals using the internet,33.7
Austria,2005,Percentage of individuals using the internet,58
Austria,2010,Percentage of individuals using the internet,75.2
Austria,2014,Percentage of individuals using the internet,81
Austria,2015,Percentage of individuals using the internet,83.9
Austria,2016,Percentage of individuals using the internet,84.3
Austria,2017,Percentage of individuals using the internet,87.9
Azerbaijan,2000,Percentage of individuals using the internet,0.1
Azerbaijan,2005,Percentage of individuals using the internet,8
Azerbaijan,2010,Percentage of individuals using the internet,46
Azerbaijan,2014,Percentage of individuals using the internet,75
Azerbaijan,2015,Percentage of individuals using the internet,77
Azerbaijan,2016,Percentage of individuals using the internet,78.2
Azerbaijan,2017,Percentage of individuals using the internet,79
Bahamas,2000,Percentage of individuals using the internet,8
Bahamas,2005,Percentage of individuals using the internet,25
Bahamas,2010,Percentage of individuals using the internet,43
Bahamas,2014,Percentage of individuals using the internet,76.9
Bahamas,2015,Percentage of individuals using the internet,78
Bahamas,2016,Percentage of individuals using the internet,80
Bahamas,2017,Percentage of individuals using the internet,85
Bahrain,2000,Percentage of individuals using the internet,6.2
Bahrain,2005,Percentage of individuals using the internet,21.3
Bahrain,2010,Percentage of individuals using the internet,55
Bahrain,2014,Percentage of individuals using the internet,90.5
Bahrain,2015,Percentage of individuals using the internet,93.5
Bahrain,2016,Percentage of individuals using the internet,95
Bahrain,2017,Percentage of individuals using the internet,95.9
Bangladesh,2000,Percentage of individuals using the internet,0.1
Bangladesh,2005,Percentage of individuals using the internet,0.2
Bangladesh,2010,Percentage of individuals using the internet,3.7
Bangladesh,2014,Percentage of individuals using the internet,13.9
Bangladesh,2015,Percentage of individuals using the internet,14.4
Bangladesh,2016,Percentage of individuals using the internet,18
Bangladesh,2017,Percentage of individuals using the internet,18
Barbados,2000,Percentage of individuals using the internet,4
Barbados,2005,Percentage of individuals using the internet,52.5
Barbados,2010,Percentage of individuals using the internet,65.1
Barbados,2014,Percentage of individuals using the internet,75.2
Barbados,2015,Percentage of individuals using the internet,76.1
Barbados,2016,Percentage of individuals using the internet,79.5
Barbados,2017,Percentage of individuals using the internet,81.8
Belarus,2000,Percentage of individuals using the internet,1.9
Belarus,2005,Percentage of individuals using the internet,9
Belarus,2010,Percentage of individuals using the internet,31.8
Belarus,2014,Percentage of individuals using the internet,59
Belarus,2015,Percentage of individuals using the internet,67.3
Belarus,2016,Percentage of individuals using the internet,71.1
Belarus,2017,Percentage of individuals using the internet,74.4
Belgium,2000,Percentage of individuals using the internet,29.4
Belgium,2005,Percentage of individuals using the internet,55.8
Belgium,2010,Percentage of individuals using the internet,75
Belgium,2014,Percentage of individuals using the internet,85
Belgium,2015,Percentage of individuals using the internet,85.1
Belgium,2016,Percentage of individuals using the internet,86.5
Belgium,2017,Percentage of individuals using the internet,87.7
Belize,2000,Percentage of individuals using the internet,6
Belize,2005,Percentage of individuals using the internet,17
Belize,2010,Percentage of individuals using the internet,28.2
Belize,2014,Percentage of individuals using the internet,38.7
Belize,2015,Percentage of individuals using the internet,41.6
Belize,2016,Percentage of individuals using the internet,44.6
Belize,2017,Percentage of individuals using the internet,47.1
Benin,2000,Percentage of individuals using the internet,0.2
Benin,2005,Percentage of individuals using the internet,1.3
Benin,2010,Percentage of individuals using the internet,3.1
Benin,2014,Percentage of individuals using the internet,6
Benin,2015,Percentage of individuals using the internet,11.3
Benin,2016,Percentage of individuals using the internet,12
Benin,2017,Percentage of individuals using the internet,14.1
Bermuda,2000,Percentage of individuals using the internet,42.9
Bermuda,2005,Percentage of individuals using the internet,65.4
Bermuda,2010,Percentage of individuals using the internet,84.2
Bermuda,2014,Percentage of individuals using the internet,96.8
Bermuda,2015,Percentage of individuals using the internet,98.3
Bermuda,2016,Percentage of individuals using the internet,98
Bermuda,2017,Percentage of individuals using the internet,98.4
Bhutan,2000,Percentage of individuals using the internet,0.4
Bhutan,2005,Percentage of individuals using the internet,3.8
Bhutan,2010,Percentage of individuals using the internet,13.6
Bhutan,2014,Percentage of individuals using the internet,30.3
Bhutan,2015,Percentage of individuals using the internet,39.8
Bhutan,2016,Percentage of individuals using the internet,41.8
Bhutan,2017,Percentage of individuals using the internet,48.1
Bolivia (Plurin. State of),2000,Percentage of individuals using the internet,1.4
Bolivia (Plurin. State of),2005,Percentage of individuals using the internet,5.2
Bolivia (Plurin. State of),2010,Percentage of individuals using the internet,22.4
Bolivia (Plurin. State of),2014,Percentage of individuals using the internet,34.6
Bolivia (Plurin. State of),2015,Percentage of individuals using the internet,35.6
Bolivia (Plurin. State of),2016,Percentage of individuals using the internet,39.7
Bolivia (Plurin. State of),2017,Percentage of individuals using the internet,43.8
Bosnia and Herzegovina,2000,Percentage of individuals using the internet,1.1
Bosnia and Herzegovina,2005,Percentage of individuals using the internet,21.3
Bosnia and Herzegovina,2010,Percentage of individuals using the internet,42.8
Bosnia and Herzegovina,2014,Percentage of individuals using the internet,49.9
Bosnia and Herzegovina,2015,Percentage of individuals using the internet,52.6
Bosnia and Herzegovina,2016,Percentage of individuals using the internet,60.3
Bosnia and Herzegovina,2017,Percentage of individuals using the internet,69.5
Botswana,2000,Percentage of individuals using the internet,2.9
Botswana,2005,Percentage of individuals using the internet,3.3
Botswana,2010,Percentage of individuals using the internet,6
Botswana,2014,Percentage of individuals using the internet,36.7
Botswana,2015,Percentage of individuals using the internet,37.3
Botswana,2016,Percentage of individuals using the internet,39.4
Botswana,2017,Percentage of individuals using the internet,41.4
Brazil,2000,Percentage of individuals using the internet,2.9
Brazil,2005,Percentage of individuals using the internet,21
Brazil,2010,Percentage of individuals using the internet,40.7
Brazil,2014,Percentage of individuals using the internet,54.6
Brazil,2015,Percentage of individuals using the internet,58.3
Brazil,2016,Percentage of individuals using the internet,60.9
Brazil,2017,Percentage of individuals using the internet,67.5
British Virgin Islands,2005,Percentage of individuals using the internet,18.9
British Virgin Islands,2010,Percentage of individuals using the internet,37
British Virgin Islands,2014,Percentage of individuals using the internet,37.6
British Virgin Islands,2015,Percentage of individuals using the internet,37.6
British Virgin Islands,2016,Percentage of individuals using the internet,37.6
Brunei Darussalam,2000,Percentage of individuals using the internet,9
Brunei Darussalam,2005,Percentage of individuals using the internet,36.5
Brunei Darussalam,2010,Percentage of individuals using the internet,53
Brunei Darussalam,2014,Percentage of individuals using the internet,68.8
Brunei Darussalam,2015,Percentage of individuals using the internet,71.2
Brunei Darussalam,2016,Percentage of individuals using the internet,90
Brunei Darussalam,2017,Percentage of individuals using the internet,94.9
Bulgaria,2000,Percentage of individuals using the internet,5.4
Bulgaria,2005,Percentage of individuals using the internet,20
Bulgaria,2010,Percentage of individuals using the internet,46.2
Bulgaria,2014,Percentage of individuals using the internet,55.5
Bulgaria,2015,Percentage of individuals using the internet,56.7
Bulgaria,2016,Percentage of individuals using the internet,59.8
Bulgaria,2017,Percentage of individuals using the internet,63.4
Burkina Faso,2000,Percentage of individuals using the internet,0.1
Burkina Faso,2005,Percentage of individuals using the internet,0.5
Burkina Faso,2010,Percentage of individuals using the internet,2.4
Burkina Faso,2014,Percentage of individuals using the internet,9.4
Burkina Faso,2015,Percentage of individuals using the internet,11.4
Burkina Faso,2016,Percentage of individuals using the internet,14
Burkina Faso,2017,Percentage of individuals using the internet,15.9
Burundi,2000,Percentage of individuals using the internet,0.1
Burundi,2005,Percentage of individuals using the internet,0.5
Burundi,2010,Percentage of individuals using the internet,1
Burundi,2014,Percentage of individuals using the internet,1.4
Burundi,2015,Percentage of individuals using the internet,4.9
Burundi,2016,Percentage of individuals using the internet,5.2
Burundi,2017,Percentage of individuals using the internet,5.6
Cabo Verde,2000,Percentage of individuals using the internet,1.8
Cabo Verde,2005,Percentage of individuals using the internet,6.1
Cabo Verde,2010,Percentage of individuals using the internet,30
Cabo Verde,2014,Percentage of individuals using the internet,40.3
Cabo Verde,2015,Percentage of individuals using the internet,42.7
Cabo Verde,2016,Percentage of individuals using the internet,50.3
Cabo Verde,2017,Percentage of individuals using the internet,57.2
Cambodia,2000,Percentage of individuals using the internet,0
Cambodia,2005,Percentage of individuals using the internet,0.3
Cambodia,2010,Percentage of individuals using the internet,1.3
Cambodia,2014,Percentage of individuals using the internet,14
Cambodia,2015,Percentage of individuals using the internet,22.3
Cambodia,2016,Percentage of individuals using the internet,32.4
Cambodia,2017,Percentage of individuals using the internet,34
Cameroon,2000,Percentage of individuals using the internet,0.3
Cameroon,2005,Percentage of individuals using the internet,1.4
Cameroon,2010,Percentage of individuals using the internet,4.3
Cameroon,2014,Percentage of individuals using the internet,16.2
Cameroon,2015,Percentage of individuals using the internet,20.7
Cameroon,2016,Percentage of individuals using the internet,23.2
Cameroon,2017,Percentage of individuals using the internet,23.2
Canada,2000,Percentage of individuals using the internet,51.3
Canada,2005,Percentage of individuals using the internet,71.7
Canada,2010,Percentage of individuals using the internet,80.3
Canada,2014,Percentage of individuals using the internet,87.1
Canada,2015,Percentage of individuals using the internet,88.5
Canada,2016,Percentage of individuals using the internet,91.2
Canada,2017,Percentage of individuals using the internet,92.7
Cayman Islands,2005,Percentage of individuals using the internet,38
Cayman Islands,2010,Percentage of individuals using the internet,66
Cayman Islands,2014,Percentage of individuals using the internet,74.1
Cayman Islands,2015,Percentage of individuals using the internet,77
Cayman Islands,2016,Percentage of individuals using the internet,79
Cayman Islands,2017,Percentage of individuals using the internet,81.1
Central African Republic,2000,Percentage of individuals using the internet,0.1
Central African Republic,2005,Percentage of individuals using the internet,0.3
Central African Republic,2010,Percentage of individuals using the internet,2
Central African Republic,2014,Percentage of individuals using the internet,3.6
Central African Republic,2015,Percentage of individuals using the internet,3.8
Central African Republic,2016,Percentage of individuals using the internet,4
Central African Republic,2017,Percentage of individuals using the internet,4.3
Chad,2000,Percentage of individuals using the internet,0
Chad,2005,Percentage of individuals using the internet,0.4
Chad,2010,Percentage of individuals using the internet,1.7
Chad,2014,Percentage of individuals using the internet,2.9
Chad,2015,Percentage of individuals using the internet,3.5
Chad,2016,Percentage of individuals using the internet,5
Chad,2017,Percentage of individuals using the internet,6.5
Chile,2000,Percentage of individuals using the internet,16.6
Chile,2005,Percentage of individuals using the internet,31.2
Chile,2010,Percentage of individuals using the internet,45
Chile,2014,Percentage of individuals using the internet,61.1
Chile,2015,Percentage of individuals using the internet,76.6
Chile,2016,Percentage of individuals using the internet,82.3
Chile,2017,Percentage of individuals using the internet,82.3
China,2000,Percentage of individuals using the internet,1.8
China,2005,Percentage of individuals using the internet,8.5
China,2010,Percentage of individuals using the internet,34.3
China,2014,Percentage of individuals using the internet,47.9
China,2015,Percentage of individuals using the internet,50.3
China,2016,Percentage of individuals using the internet,53.2
China,2017,Percentage of individuals using the internet,54.3
"China, Hong Kong SAR",2000,Percentage of individuals using the internet,27.8
"China, Hong Kong SAR",2005,Percentage of individuals using the internet,56.9
"China, Hong Kong SAR",2010,Percentage of individuals using the internet,72
"China, Hong Kong SAR",2014,Percentage of individuals using the internet,79.9
"China, Hong Kong SAR",2015,Percentage of individuals using the internet,84.9
"China, Hong Kong SAR",2016,Percentage of individuals using the internet,87.5
"China, Hong Kong SAR",2017,Percentage of individuals using the internet,89.4
"China, Macao SAR",2000,Percentage of individuals using the internet,13.6
"China, Macao SAR",2005,Percentage of individuals using the internet,34.9
"China, Macao SAR",2010,Percentage of individuals using the internet,55.2
"China, Macao SAR",2014,Percentage of individuals using the internet,69.8
"China, Macao SAR",2015,Percentage of individuals using the internet,77.6
"China, Macao SAR",2016,Percentage of individuals using the internet,81.6
"China, Macao SAR",2017,Percentage of individuals using the internet,83.2
Colombia,2000,Percentage of individuals using the internet,2.2
Colombia,2005,Percentage of individuals using the internet,11
Colombia,2010,Percentage of individuals using the internet,36.5
Colombia,2014,Percentage of individuals using the internet,52.6
Colombia,2015,Percentage of individuals using the internet,55.9
Colombia,2016,Percentage of individuals using the internet,58.1
Colombia,2017,Percentage of individuals using the internet,62.3
Comoros,2000,Percentage of individuals using the internet,0.3
Comoros,2005,Percentage of individuals using the internet,2
Comoros,2010,Percentage of individuals using the internet,5.1
Comoros,2014,Percentage of individuals using the internet,7
Comoros,2015,Percentage of individuals using the internet,7.5
Comoros,2016,Percentage of individuals using the internet,7.9
Comoros,2017,Percentage of individuals using the internet,8.5
Congo,2000,Percentage of individuals using the internet,0
Congo,2005,Percentage of individuals using the internet,1.5
Congo,2010,Percentage of individuals using the internet,5
Congo,2014,Percentage of individuals using the internet,7.1
Congo,2015,Percentage of individuals using the internet,7.6
Congo,2016,Percentage of individuals using the internet,8.1
Congo,2017,Percentage of individuals using the internet,8.7
Cook Islands,2000,Percentage of individuals using the internet,15.7
Cook Islands,2005,Percentage of individuals using the internet,26.2
Cook Islands,2010,Percentage of individuals using the internet,35.7
Cook Islands,2014,Percentage of individuals using the internet,48
Cook Islands,2015,Percentage of individuals using the internet,51
Cook Islands,2016,Percentage of individuals using the internet,54
Cook Islands,2017,Percentage of individuals using the internet,54
Costa Rica,2000,Percentage of individuals using the internet,5.8
Costa Rica,2005,Percentage of individuals using the internet,22.1
Costa Rica,2010,Percentage of individuals using the internet,36.5
Costa Rica,2014,Percentage of individuals using the internet,53
Costa Rica,2015,Percentage of individuals using the internet,59.8
Costa Rica,2016,Percentage of individuals using the internet,66
Costa Rica,2017,Percentage of individuals using the internet,71.6
Côte d’Ivoire,2000,Percentage of individuals using the internet,0.2
Côte d’Ivoire,2005,Percentage of individuals using the internet,1
Côte d’Ivoire,2010,Percentage of individuals using the internet,2.7
Côte d’Ivoire,2014,Percentage of individuals using the internet,19.3
Côte d’Ivoire,2015,Percentage of individuals using the internet,38.4
Côte d’Ivoire,2016,Percentage of individuals using the internet,41.2
Côte d’Ivoire,2017,Percentage of individuals using the internet,43.8
Croatia,2000,Percentage of individuals using the internet,6.6
Croatia,2005,Percentage of individuals using the internet,33.1
Croatia,2010,Percentage of individuals using the internet,56.6
Croatia,2014,Percentage of individuals using the internet,68.6
Croatia,2015,Percentage of individuals using the internet,69.8
Croatia,2016,Percentage of individuals using the internet,72.7
Croatia,2017,Percentage of individuals using the internet,67.1
Cuba,2000,Percentage of individuals using the internet,0.5
Cuba,2005,Percentage of individuals using the internet,9.7
Cuba,2010,Percentage of individuals using the internet,15.9
Cuba,2014,Percentage of individuals using the internet,29.1
Cuba,2015,Percentage of individuals using the internet,37.3
Cuba,2016,Percentage of individuals using the internet,43
Cuba,2017,Percentage of individuals using the internet,49.1
Curaçao,2016,Percentage of individuals using the internet,61.9
Curaçao,2017,Percentage of individuals using the internet,61.9
Cyprus,2000,Percentage of individuals using the internet,15.3
Cyprus,2005,Percentage of individuals using the internet,32.8
Cyprus,2010,Percentage of individuals using the internet,53
Cyprus,2014,Percentage of individuals using the internet,69.3
Cyprus,2015,Percentage of individuals using the internet,71.7
Cyprus,2016,Percentage of individuals using the internet,75.9
Cyprus,2017,Percentage of individuals using the internet,80.7
Czechia,2000,Percentage of individuals using the internet,9.8
Czechia,2005,Percentage of individuals using the internet,35.3
Czechia,2010,Percentage of individuals using the internet,68.8
Czechia,2014,Percentage of individuals using the internet,74.2
Czechia,2015,Percentage of individuals using the internet,75.7
Czechia,2016,Percentage of individuals using the internet,76.5
Czechia,2017,Percentage of individuals using the internet,78.7
Dem. People's Rep. Korea,2000,Percentage of individuals using the internet,0
Dem. People's Rep. Korea,2005,Percentage of individuals using the internet,0
Dem. People's Rep. Korea,2010,Percentage of individuals using the internet,0
Dem. People's Rep. Korea,2014,Percentage of individuals using the internet,0
Dem. People's Rep. Korea,2015,Percentage of individuals using the internet,0
Dem. People's Rep. Korea,2016,Percentage of individuals using the internet,0
Dem. Rep. of the Congo,2000,Percentage of individuals using the internet,0
Dem. Rep. of the Congo,2005,Percentage of individuals using the internet,0.2
Dem. Rep. of the Congo,2010,Percentage of individuals using the internet,0.7
Dem. Rep. of the Congo,2014,Percentage of individuals using the internet,3
Dem. Rep. of the Congo,2015,Percentage of individuals using the internet,3.8
Dem. Rep. of the Congo,2016,Percentage of individuals using the internet,6.2
Dem. Rep. of the Congo,2017,Percentage of individuals using the internet,8.6
Denmark,2000,Percentage of individuals using the internet,39.2
Denmark,2005,Percentage of individuals using the internet,82.7
Denmark,2010,Percentage of individuals using the internet,88.7
