,Year,Series,Value
Andorra,2017,Expenditure by level of education: tertiary (as % of government expenditure),5.6752
Andorra,2017,Public expenditure on education (% of GDP),3.1956
Angola,2005,Expenditure by level of education: primary (as % of government expenditure),36.4988
Angola,2005,Expenditure by level of education: secondary (as % of government expenditure),55.2176
Angola,2005,Expenditure by level of education: tertiary (as % of government expenditure),8.2836
Angola,2005,Public expenditure on education (% of government expenditure),7.9924
Angola,2005,Public expenditure on education (% of GDP),2.7762
Angola,2006,Capital expenditure as % of total expenditure in public institutions (%),24.3496
Angola,2006,Expenditure by level of education: pre-primary (as % of government expenditure),13.5355
Angola,2006,Expenditure by level of education: primary (as % of government expenditure),31.4335
Angola,2006,Expenditure by level of education: secondary (as % of government expenditure),42.4243
Angola,2006,Expenditure by level of education: tertiary (as % of government expenditure),8.7012
Angola,2006,Public expenditure on education (% of government expenditure),7.4548
Angola,2006,Public expenditure on education (% of GDP),2.8597
Angola,2010,Public expenditure on education (% of government expenditure),8.6848
Angola,2010,Public expenditure on education (% of GDP),3.4741
Anguilla,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.7393
Anguilla,2005,All staff compensation as % of total expenditure in public institutions (%),80.8978
Anguilla,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.9369
Anguilla,2005,Expenditure by level of education: primary (as % of government expenditure),28.5042
Anguilla,2005,Expenditure by level of education: secondary (as % of government expenditure),51.2568
Anguilla,2005,Expenditure by level of education: tertiary (as % of government expenditure),18.3021
Anguilla,2005,Public expenditure on education (% of GDP),2.9545
Anguilla,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.8199
Anguilla,2008,All staff compensation as % of total expenditure in public institutions (%),69.3658
Anguilla,2008,Capital expenditure as % of total expenditure in public institutions (%),20.8143
Anguilla,2008,Expenditure by level of education: pre-primary (as % of government expenditure),1.6106
Anguilla,2008,Expenditure by level of education: primary (as % of government expenditure),39.4499
Anguilla,2008,Expenditure by level of education: secondary (as % of government expenditure),56.0897
Anguilla,2008,Expenditure by level of education: tertiary (as % of government expenditure),2.8498
Anguilla,2008,Public expenditure on education (% of GDP),2.8426
Antigua and Barbuda,2002,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),25.6809
Antigua and Barbuda,2002,Capital expenditure as % of total expenditure in public institutions (%),3.8509
Antigua and Barbuda,2002,Expenditure by level of education: pre-primary (as % of government expenditure),2.1061
Antigua and Barbuda,2002,Expenditure by level of education: primary (as % of government expenditure),28.5517
Antigua and Barbuda,2002,Expenditure by level of education: secondary (as % of government expenditure),35.1522
Antigua and Barbuda,2002,Expenditure by level of education: tertiary (as % of government expenditure),6.7188
Antigua and Barbuda,2002,Public expenditure on education (% of government expenditure),11.7015
Antigua and Barbuda,2002,Public expenditure on education (% of GDP),3.3943
Antigua and Barbuda,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.629
Antigua and Barbuda,2009,All staff compensation as % of total expenditure in public institutions (%),73.2148
Antigua and Barbuda,2009,Capital expenditure as % of total expenditure in public institutions (%),5.1562
Antigua and Barbuda,2009,Expenditure by level of education: pre-primary (as % of government expenditure),0.2619
Antigua and Barbuda,2009,Expenditure by level of education: primary (as % of government expenditure),41.6132
Antigua and Barbuda,2009,Expenditure by level of education: secondary (as % of government expenditure),48.3925
Antigua and Barbuda,2009,Expenditure by level of education: tertiary (as % of government expenditure),7.3531
Antigua and Barbuda,2009,Public expenditure on education (% of government expenditure),6.9281
Antigua and Barbuda,2009,Public expenditure on education (% of GDP),2.5172
Argentina,2004,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.5804
Argentina,2004,All staff compensation as % of total expenditure in public institutions (%),87.5775
Argentina,2004,Capital expenditure as % of total expenditure in public institutions (%),0.8422
Argentina,2004,Expenditure by level of education: pre-primary (as % of government expenditure),8.3006
Argentina,2004,Expenditure by level of education: primary (as % of government expenditure),36.6955
Argentina,2004,Expenditure by level of education: secondary (as % of government expenditure),37.7991
Argentina,2004,Expenditure by level of education: tertiary (as % of government expenditure),17.2048
Argentina,2004,Public expenditure on education (% of government expenditure),15.1405
Argentina,2004,Public expenditure on education (% of GDP),3.4865
Argentina,2005,Expenditure by level of education: pre-primary (as % of government expenditure),7.8752
Argentina,2005,Expenditure by level of education: primary (as % of government expenditure),34.1957
Argentina,2005,Expenditure by level of education: secondary (as % of government expenditure),41.6871
Argentina,2005,Expenditure by level of education: tertiary (as % of government expenditure),16.242
Argentina,2005,Public expenditure on education (% of government expenditure),15.8082
Argentina,2005,Public expenditure on education (% of GDP),3.86
Argentina,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),9.9087
Argentina,2010,All staff compensation as % of total expenditure in public institutions (%),85.8718
Argentina,2010,Capital expenditure as % of total expenditure in public institutions (%),4.2195
Argentina,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.437
Argentina,2010,Expenditure by level of education: primary (as % of government expenditure),33.0549
Argentina,2010,Expenditure by level of education: secondary (as % of government expenditure),39.65
Argentina,2010,Expenditure by level of education: tertiary (as % of government expenditure),19.8581
Argentina,2010,Public expenditure on education (% of government expenditure),15.0483
Argentina,2010,Public expenditure on education (% of GDP),5.0197
Argentina,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.7773
Argentina,2016,All staff compensation as % of total expenditure in public institutions (%),82.4161
Argentina,2016,Capital expenditure as % of total expenditure in public institutions (%),10.8066
Argentina,2016,Expenditure by level of education: pre-primary (as % of government expenditure),8.6223
Argentina,2016,Expenditure by level of education: primary (as % of government expenditure),30.074
Argentina,2016,Expenditure by level of education: secondary (as % of government expenditure),40.9361
Argentina,2016,Expenditure by level of education: tertiary (as % of government expenditure),20.3676
Argentina,2016,Public expenditure on education (% of government expenditure),13.3762
Argentina,2016,Public expenditure on education (% of GDP),5.5722
Armenia,2005,Public expenditure on education (% of government expenditure),13.6481
Armenia,2005,Public expenditure on education (% of GDP),2.712
Armenia,2009,Expenditure by level of education: pre-primary (as % of government expenditure),11.3053
Armenia,2009,Expenditure by level of education: tertiary (as % of government expenditure),9.3612
Armenia,2009,Public expenditure on education (% of government expenditure),13.4512
Armenia,2009,Public expenditure on education (% of GDP),3.8408
Armenia,2010,Expenditure by level of education: tertiary (as % of government expenditure),11.654
Armenia,2010,Public expenditure on education (% of government expenditure),12.4005
Armenia,2010,Public expenditure on education (% of GDP),3.249
Armenia,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),8.2352
Armenia,2016,All staff compensation as % of total expenditure in public institutions (%),82.468
Armenia,2016,Capital expenditure as % of total expenditure in public institutions (%),9.2968
Armenia,2016,Expenditure by level of education: pre-primary (as % of government expenditure),11.9138
Armenia,2016,Expenditure by level of education: primary (as % of government expenditure),20.6657
Armenia,2016,Expenditure by level of education: secondary (as % of government expenditure),51.0743
Armenia,2016,Expenditure by level of education: tertiary (as % of government expenditure),13.184
Armenia,2016,Public expenditure on education (% of government expenditure),10.1972
Armenia,2016,Public expenditure on education (% of GDP),2.7581
Aruba,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.1214
Aruba,2005,All staff compensation as % of total expenditure in public institutions (%),90.6725
Aruba,2005,Capital expenditure as % of total expenditure in public institutions (%),3.2061
Aruba,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.7904
Aruba,2005,Expenditure by level of education: primary (as % of government expenditure),26.7322
Aruba,2005,Expenditure by level of education: secondary (as % of government expenditure),26.7684
Aruba,2005,Expenditure by level of education: tertiary (as % of government expenditure),11.4853
Aruba,2005,Public expenditure on education (% of GDP),4.6808
Aruba,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),5.7362
Aruba,2009,All staff compensation as % of total expenditure in public institutions (%),87.0319
Aruba,2009,Public expenditure on education (% of GDP),5.9247
Aruba,2010,Public expenditure on education (% of GDP),6.7125
Aruba,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),6.9513
Aruba,2016,All staff compensation as % of total expenditure in public institutions (%),93.0487
Aruba,2016,Expenditure by level of education: pre-primary (as % of government expenditure),5.6924
Aruba,2016,Expenditure by level of education: primary (as % of government expenditure),27.5259
Aruba,2016,Expenditure by level of education: secondary (as % of government expenditure),33.2456
Aruba,2016,Expenditure by level of education: tertiary (as % of government expenditure),18.3915
Aruba,2016,Public expenditure on education (% of GDP),6.1432
Australia,2000,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.6669
Australia,2000,All staff compensation as % of total expenditure in public institutions (%),68.3224
Australia,2000,Capital expenditure as % of total expenditure in public institutions (%),7.0108
Australia,2000,Expenditure by level of education: pre-primary (as % of government expenditure),1.2368
Australia,2000,Expenditure by level of education: primary (as % of government expenditure),34.0679
Australia,2000,Expenditure by level of education: secondary (as % of government expenditure),38.5898
Australia,2000,Expenditure by level of education: tertiary (as % of government expenditure),23.4199
Australia,2000,Public expenditure on education (% of government expenditure),13.3602
Australia,2000,Public expenditure on education (% of GDP),4.8937
Australia,2005,Expenditure by level of education: pre-primary (as % of government expenditure),1.0355
Australia,2005,Expenditure by level of education: primary (as % of government expenditure),34.6246
Australia,2005,Expenditure by level of education: secondary (as % of government expenditure),39.7121
Australia,2005,Expenditure by level of education: tertiary (as % of government expenditure),22.195
Australia,2005,Public expenditure on education (% of government expenditure),13.5851
Australia,2005,Public expenditure on education (% of GDP),4.9157
Australia,2010,Expenditure by level of education: pre-primary (as % of government expenditure),1.1666
Australia,2010,Expenditure by level of education: primary (as % of government expenditure),36.807
Australia,2010,Expenditure by level of education: secondary (as % of government expenditure),36.7889
Australia,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.2766
Australia,2010,Public expenditure on education (% of government expenditure),14.3276
Australia,2010,Public expenditure on education (% of GDP),5.5592
Australia,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27.1111
Australia,2015,All staff compensation as % of total expenditure in public institutions (%),65.2272
Australia,2015,Capital expenditure as % of total expenditure in public institutions (%),7.6617
Australia,2015,Expenditure by level of education: pre-primary (as % of government expenditure),3.2599
Australia,2015,Expenditure by level of education: primary (as % of government expenditure),31.7843
Australia,2015,Expenditure by level of education: secondary (as % of government expenditure),30.5254
Australia,2015,Expenditure by level of education: tertiary (as % of government expenditure),28.8554
Australia,2015,Public expenditure on education (% of government expenditure),14.0758
Australia,2015,Public expenditure on education (% of GDP),5.3218
Austria,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),23.1892
Austria,2005,All staff compensation as % of total expenditure in public institutions (%),72.0859
Austria,2005,Capital expenditure as % of total expenditure in public institutions (%),4.7249
Austria,2005,Expenditure by level of education: pre-primary (as % of government expenditure),7.4168
Austria,2005,Expenditure by level of education: primary (as % of government expenditure),18.9953
Austria,2005,Expenditure by level of education: secondary (as % of government expenditure),45.9373
Austria,2005,Expenditure by level of education: tertiary (as % of government expenditure),27.2828
Austria,2005,Public expenditure on education (% of government expenditure),10.2619
Austria,2005,Public expenditure on education (% of GDP),5.2494
Austria,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),24.8899
Austria,2010,All staff compensation as % of total expenditure in public institutions (%),70.1928
Austria,2010,Capital expenditure as % of total expenditure in public institutions (%),4.9173
Austria,2010,Expenditure by level of education: pre-primary (as % of government expenditure),10.3278
Austria,2010,Expenditure by level of education: primary (as % of government expenditure),17.1328
Austria,2010,Expenditure by level of education: secondary (as % of government expenditure),44.3599
Austria,2010,Expenditure by level of education: tertiary (as % of government expenditure),27.7145
Austria,2010,Public expenditure on education (% of government expenditure),10.7891
Austria,2010,Public expenditure on education (% of GDP),5.7005
Austria,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.2292
Austria,2015,All staff compensation as % of total expenditure in public institutions (%),68.2811
Austria,2015,Capital expenditure as % of total expenditure in public institutions (%),5.4898
Austria,2015,Expenditure by level of education: pre-primary (as % of government expenditure),8.8148
Austria,2015,Expenditure by level of education: primary (as % of government expenditure),16.5679
Austria,2015,Expenditure by level of education: secondary (as % of government expenditure),39.8774
Austria,2015,Expenditure by level of education: tertiary (as % of government expenditure),32.6336
Austria,2015,Public expenditure on education (% of government expenditure),10.6935
Austria,2015,Public expenditure on education (% of GDP),5.453
Azerbaijan,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),31.5684
Azerbaijan,2005,All staff compensation as % of total expenditure in public institutions (%),66.7913
Azerbaijan,2005,Capital expenditure as % of total expenditure in public institutions (%),1.6403
Azerbaijan,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.8592
Azerbaijan,2005,Expenditure by level of education: tertiary (as % of government expenditure),6.9457
Azerbaijan,2005,Public expenditure on education (% of government expenditure),13.2232
Azerbaijan,2005,Public expenditure on education (% of GDP),2.9746
Azerbaijan,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),32.6161
Azerbaijan,2010,All staff compensation as % of total expenditure in public institutions (%),64.8473
Azerbaijan,2010,Capital expenditure as % of total expenditure in public institutions (%),2.5366
Azerbaijan,2010,Expenditure by level of education: pre-primary (as % of government expenditure),7.0514
Azerbaijan,2010,Expenditure by level of education: tertiary (as % of government expenditure),14.0389
Azerbaijan,2010,Public expenditure on education (% of government expenditure),8.7008
Azerbaijan,2010,Public expenditure on education (% of GDP),2.7806
Azerbaijan,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),41.9587
Azerbaijan,2016,All staff compensation as % of total expenditure in public institutions (%),56.089
Azerbaijan,2016,Capital expenditure as % of total expenditure in public institutions (%),1.9523
Azerbaijan,2016,Expenditure by level of education: pre-primary (as % of government expenditure),10.49
Azerbaijan,2016,Expenditure by level of education: secondary (as % of government expenditure),72.4274
Azerbaijan,2016,Expenditure by level of education: tertiary (as % of government expenditure),17.0826
Azerbaijan,2016,Public expenditure on education (% of government expenditure),8.2012
Azerbaijan,2016,Public expenditure on education (% of GDP),2.9034
Bahamas,2000,Public expenditure on education (% of government expenditure),18.9228
Bahamas,2000,Public expenditure on education (% of GDP),2.2328
Bahrain,2008,Public expenditure on education (% of government expenditure),10.5587
Bahrain,2008,Public expenditure on education (% of GDP),2.4968
Bahrain,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.8305
Bahrain,2012,All staff compensation as % of total expenditure in public institutions (%),82.3205
Bahrain,2012,Capital expenditure as % of total expenditure in public institutions (%),3.849
Bahrain,2012,Public expenditure on education (% of government expenditure),8.2885
Bahrain,2012,Public expenditure on education (% of GDP),2.6453
Bahrain,2013,Expenditure by level of education: primary (as % of government expenditure),32.0718
Bahrain,2013,Expenditure by level of education: secondary (as % of government expenditure),43.4031
Bahrain,2013,Expenditure by level of education: tertiary (as % of government expenditure),24.4047
Bahrain,2013,Public expenditure on education (% of government expenditure),7.2153
Bahrain,2013,Public expenditure on education (% of GDP),2.4769
Bahrain,2015,Expenditure by level of education: primary (as % of government expenditure),32.9869
Bahrain,2015,Expenditure by level of education: secondary (as % of government expenditure),44.2246
Bahrain,2015,Public expenditure on education (% of government expenditure),7.2974
Bahrain,2015,Public expenditure on education (% of GDP),2.6681
Bahrain,2017,Public expenditure on education (% of government expenditure),7.1804
Bahrain,2017,Public expenditure on education (% of GDP),2.3355
Bangladesh,2004,Expenditure by level of education: primary (as % of government expenditure),39.9873
Bangladesh,2004,Expenditure by level of education: secondary (as % of government expenditure),48.4707
Bangladesh,2004,Expenditure by level of education: tertiary (as % of government expenditure),11.5421
Bangladesh,2004,Public expenditure on education (% of government expenditure),15.9531
Bangladesh,2004,Public expenditure on education (% of GDP),1.9401
Bangladesh,2009,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),21.2008
Bangladesh,2009,All staff compensation as % of total expenditure in public institutions (%),59.7806
Bangladesh,2009,Capital expenditure as % of total expenditure in public institutions (%),19.0186
Bangladesh,2009,Expenditure by level of education: primary (as % of government expenditure),44.728
Bangladesh,2009,Expenditure by level of education: secondary (as % of government expenditure),40.2057
Bangladesh,2009,Expenditure by level of education: tertiary (as % of government expenditure),13.5014
Bangladesh,2009,Public expenditure on education (% of government expenditure),14.0299
Bangladesh,2009,Public expenditure on education (% of GDP),1.9394
Bangladesh,2012,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),4.2789
Bangladesh,2012,All staff compensation as % of total expenditure in public institutions (%),95.1827
Bangladesh,2012,Capital expenditure as % of total expenditure in public institutions (%),0.5384
Bangladesh,2012,Expenditure by level of education: primary (as % of government expenditure),44.6029
Bangladesh,2012,Expenditure by level of education: secondary (as % of government expenditure),39.0991
Bangladesh,2012,Expenditure by level of education: tertiary (as % of government expenditure),14.7335
Bangladesh,2012,Public expenditure on education (% of government expenditure),15.5932
Bangladesh,2012,Public expenditure on education (% of GDP),2.1755
Bangladesh,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.8574
Bangladesh,2016,All staff compensation as % of total expenditure in public institutions (%),72.9599
Bangladesh,2016,Capital expenditure as % of total expenditure in public institutions (%),14.1827
Bangladesh,2016,Expenditure by level of education: secondary (as % of government expenditure),64.3283
Bangladesh,2016,Expenditure by level of education: tertiary (as % of government expenditure),33.2774
Bangladesh,2016,Public expenditure on education (% of government expenditure),11.4194
Bangladesh,2016,Public expenditure on education (% of GDP),1.5355
Barbados,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.1543
Barbados,2005,All staff compensation as % of total expenditure in public institutions (%),79.8677
Barbados,2005,Capital expenditure as % of total expenditure in public institutions (%),3.978
Barbados,2005,Expenditure by level of education: pre-primary (as % of government expenditure),6.2525
Barbados,2005,Expenditure by level of education: primary (as % of government expenditure),27.8938
Barbados,2005,Expenditure by level of education: secondary (as % of government expenditure),31.6959
Barbados,2005,Expenditure by level of education: tertiary (as % of government expenditure),31.5778
Barbados,2005,Public expenditure on education (% of government expenditure),18.243
Barbados,2005,Public expenditure on education (% of GDP),5.557
Barbados,2008,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),14.4964
Barbados,2008,All staff compensation as % of total expenditure in public institutions (%),78.6461
Barbados,2008,Capital expenditure as % of total expenditure in public institutions (%),6.8575
Barbados,2008,Expenditure by level of education: pre-primary (as % of government expenditure),0.3798
Barbados,2008,Expenditure by level of education: primary (as % of government expenditure),36.8566
Barbados,2008,Expenditure by level of education: secondary (as % of government expenditure),29.3694
Barbados,2008,Expenditure by level of education: tertiary (as % of government expenditure),30.0896
Barbados,2008,Public expenditure on education (% of government expenditure),15.7107
Barbados,2008,Public expenditure on education (% of GDP),5.0861
Barbados,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),10.4493
Barbados,2010,All staff compensation as % of total expenditure in public institutions (%),83.3696
Barbados,2010,Capital expenditure as % of total expenditure in public institutions (%),6.1812
Barbados,2010,Expenditure by level of education: secondary (as % of government expenditure),29.6374
Barbados,2010,Expenditure by level of education: tertiary (as % of government expenditure),32.5057
Barbados,2010,Public expenditure on education (% of government expenditure),18.0963
Barbados,2010,Public expenditure on education (% of GDP),6.0973
Barbados,2016,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),50.4527
Barbados,2016,All staff compensation as % of total expenditure in public institutions (%),45.3425
Barbados,2016,Capital expenditure as % of total expenditure in public institutions (%),4.2048
Barbados,2016,Expenditure by level of education: primary (as % of government expenditure),29.6064
Barbados,2016,Expenditure by level of education: secondary (as % of government expenditure),39.3067
Barbados,2016,Expenditure by level of education: tertiary (as % of government expenditure),31.0869
Barbados,2016,Public expenditure on education (% of government expenditure),14.0553
Barbados,2016,Public expenditure on education (% of GDP),5.0927
Barbados,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),38.4916
Barbados,2017,All staff compensation as % of total expenditure in public institutions (%),57.0616
Barbados,2017,Capital expenditure as % of total expenditure in public institutions (%),4.4468
Barbados,2017,Expenditure by level of education: tertiary (as % of government expenditure),28.5407
Barbados,2017,Public expenditure on education (% of government expenditure),12.8792
Barbados,2017,Public expenditure on education (% of GDP),4.6565
Belarus,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),30.0787
Belarus,2005,All staff compensation as % of total expenditure in public institutions (%),65.1658
Belarus,2005,Capital expenditure as % of total expenditure in public institutions (%),4.7555
Belarus,2005,Expenditure by level of education: pre-primary (as % of government expenditure),17.3711
Belarus,2005,Expenditure by level of education: tertiary (as % of government expenditure),25.4776
Belarus,2005,Public expenditure on education (% of government expenditure),12.6201
Belarus,2005,Public expenditure on education (% of GDP),5.871
Belarus,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.5025
Belarus,2010,All staff compensation as % of total expenditure in public institutions (%),62.5684
Belarus,2010,Capital expenditure as % of total expenditure in public institutions (%),10.9292
Belarus,2010,Expenditure by level of education: pre-primary (as % of government expenditure),18.9914
Belarus,2010,Expenditure by level of education: tertiary (as % of government expenditure),17.1275
Belarus,2010,Public expenditure on education (% of government expenditure),11.7781
Belarus,2010,Public expenditure on education (% of GDP),5.22
Belarus,2017,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27.353
Belarus,2017,All staff compensation as % of total expenditure in public institutions (%),67.0148
Belarus,2017,Capital expenditure as % of total expenditure in public institutions (%),5.6322
Belarus,2017,Expenditure by level of education: pre-primary (as % of government expenditure),23.9527
Belarus,2017,Expenditure by level of education: secondary (as % of government expenditure),50.4586
Belarus,2017,Expenditure by level of education: tertiary (as % of government expenditure),16.4784
Belarus,2017,Public expenditure on education (% of government expenditure),12.2817
Belarus,2017,Public expenditure on education (% of GDP),4.82
Belgium,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.7209
Belgium,2005,All staff compensation as % of total expenditure in public institutions (%),85.4871
Belgium,2005,Capital expenditure as % of total expenditure in public institutions (%),2.792
Belgium,2005,Expenditure by level of education: pre-primary (as % of government expenditure),9.5699
Belgium,2005,Expenditure by level of education: tertiary (as % of government expenditure),21.6971
Belgium,2005,Public expenditure on education (% of government expenditure),11.1742
Belgium,2010,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),11.9394
Belgium,2010,All staff compensation as % of total expenditure in public institutions (%),84.2835
Belgium,2010,Capital expenditure as % of total expenditure in public institutions (%),3.7771
Belgium,2010,Expenditure by level of education: pre-primary (as % of government expenditure),9.4759
Belgium,2010,Expenditure by level of education: tertiary (as % of government expenditure),22.1684
Belgium,2010,Public expenditure on education (% of government expenditure),12.0132
Belgium,2013,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.0291
Belgium,2013,All staff compensation as % of total expenditure in public institutions (%),81.3793
Belgium,2013,Capital expenditure as % of total expenditure in public institutions (%),5.5916
Belgium,2013,Expenditure by level of education: pre-primary (as % of government expenditure),10.6429
Belgium,2013,Expenditure by level of education: primary (as % of government expenditure),23.3524
Belgium,2013,Expenditure by level of education: secondary (as % of government expenditure),42.1315
Belgium,2013,Expenditure by level of education: tertiary (as % of government expenditure),21.8438
Belgium,2013,Public expenditure on education (% of government expenditure),11.8916
Belgium,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.9184
Belgium,2015,All staff compensation as % of total expenditure in public institutions (%),81.042
Belgium,2015,Capital expenditure as % of total expenditure in public institutions (%),5.0397
Belgium,2015,Expenditure by level of education: pre-primary (as % of government expenditure),10.6864
Belgium,2015,Expenditure by level of education: primary (as % of government expenditure),23.5356
Belgium,2015,Expenditure by level of education: tertiary (as % of government expenditure),22.1288
Belgium,2015,Public expenditure on education (% of government expenditure),12.1689
