,Year,Series,Value
Africa,2016,Food production (Index Base: 2004-2006 = 100),130.5
Northern Africa,1975,Agricultural production (Index Base: 2004-2006 = 100),36.1
Northern Africa,1985,Agricultural production (Index Base: 2004-2006 = 100),46.2
Northern Africa,1995,Agricultural production (Index Base: 2004-2006 = 100),63.7
Northern Africa,2005,Agricultural production (Index Base: 2004-2006 = 100),98.7
Northern Africa,2010,Agricultural production (Index Base: 2004-2006 = 100),112.2
Northern Africa,2014,Agricultural production (Index Base: 2004-2006 = 100),116.5
Northern Africa,2015,Agricultural production (Index Base: 2004-2006 = 100),119.5
Northern Africa,2016,Agricultural production (Index Base: 2004-2006 = 100),118.4
Northern Africa,1975,Food production (Index Base: 2004-2006 = 100),34.4
Northern Africa,1985,Food production (Index Base: 2004-2006 = 100),44.4
Northern Africa,1995,Food production (Index Base: 2004-2006 = 100),63.2
Northern Africa,2005,Food production (Index Base: 2004-2006 = 100),98.6
Northern Africa,2010,Food production (Index Base: 2004-2006 = 100),112.9
Northern Africa,2014,Food production (Index Base: 2004-2006 = 100),117.2
Northern Africa,2015,Food production (Index Base: 2004-2006 = 100),120.2
Northern Africa,2016,Food production (Index Base: 2004-2006 = 100),119.1
Eastern Africa,1975,Agricultural production (Index Base: 2004-2006 = 100),51.9
Eastern Africa,1985,Agricultural production (Index Base: 2004-2006 = 100),59.9
Eastern Africa,1995,Agricultural production (Index Base: 2004-2006 = 100),70.7
Eastern Africa,2005,Agricultural production (Index Base: 2004-2006 = 100),99.6
Eastern Africa,2010,Agricultural production (Index Base: 2004-2006 = 100),123.9
Eastern Africa,2014,Agricultural production (Index Base: 2004-2006 = 100),143.4
Eastern Africa,2015,Agricultural production (Index Base: 2004-2006 = 100),144.8
Eastern Africa,2016,Agricultural production (Index Base: 2004-2006 = 100),140
Eastern Africa,1975,Food production (Index Base: 2004-2006 = 100),51.2
Eastern Africa,1985,Food production (Index Base: 2004-2006 = 100),59.3
Eastern Africa,1995,Food production (Index Base: 2004-2006 = 100),69.8
Eastern Africa,2005,Food production (Index Base: 2004-2006 = 100),99.6
Eastern Africa,2010,Food production (Index Base: 2004-2006 = 100),124.4
Eastern Africa,2014,Food production (Index Base: 2004-2006 = 100),144
Eastern Africa,2015,Food production (Index Base: 2004-2006 = 100),145.6
Eastern Africa,2016,Food production (Index Base: 2004-2006 = 100),140.2
Middle Africa,1975,Agricultural production (Index Base: 2004-2006 = 100),56.7
Middle Africa,1985,Agricultural production (Index Base: 2004-2006 = 100),64.6
Middle Africa,1995,Agricultural production (Index Base: 2004-2006 = 100),78.1
Middle Africa,2005,Agricultural production (Index Base: 2004-2006 = 100),102
Middle Africa,2010,Agricultural production (Index Base: 2004-2006 = 100),132.1
Middle Africa,2014,Agricultural production (Index Base: 2004-2006 = 100),140.5
Middle Africa,2015,Agricultural production (Index Base: 2004-2006 = 100),143.3
Middle Africa,2016,Agricultural production (Index Base: 2004-2006 = 100),149.6
Middle Africa,1975,Food production (Index Base: 2004-2006 = 100),53.1
Middle Africa,1985,Food production (Index Base: 2004-2006 = 100),63.1
Middle Africa,1995,Food production (Index Base: 2004-2006 = 100),76.7
Middle Africa,2005,Food production (Index Base: 2004-2006 = 100),101.8
Middle Africa,2010,Food production (Index Base: 2004-2006 = 100),134
Middle Africa,2014,Food production (Index Base: 2004-2006 = 100),142.2
Middle Africa,2015,Food production (Index Base: 2004-2006 = 100),145.2
Middle Africa,2016,Food production (Index Base: 2004-2006 = 100),151.7
Southern Africa,1975,Agricultural production (Index Base: 2004-2006 = 100),65.1
Southern Africa,1985,Agricultural production (Index Base: 2004-2006 = 100),74.7
Southern Africa,1995,Agricultural production (Index Base: 2004-2006 = 100),76
Southern Africa,2005,Agricultural production (Index Base: 2004-2006 = 100),103.1
Southern Africa,2010,Agricultural production (Index Base: 2004-2006 = 100),115.5
Southern Africa,2014,Agricultural production (Index Base: 2004-2006 = 100),124.2
Southern Africa,2015,Agricultural production (Index Base: 2004-2006 = 100),119.9
Southern Africa,2016,Agricultural production (Index Base: 2004-2006 = 100),115.4
Southern Africa,1975,Food production (Index Base: 2004-2006 = 100),63.3
Southern Africa,1985,Food production (Index Base: 2004-2006 = 100),72.9
Southern Africa,1995,Food production (Index Base: 2004-2006 = 100),75.2
Southern Africa,2005,Food production (Index Base: 2004-2006 = 100),103
Southern Africa,2010,Food production (Index Base: 2004-2006 = 100),116.2
Southern Africa,2014,Food production (Index Base: 2004-2006 = 100),124.9
Southern Africa,2015,Food production (Index Base: 2004-2006 = 100),120.5
Southern Africa,2016,Food production (Index Base: 2004-2006 = 100),116
Western Africa,1975,Agricultural production (Index Base: 2004-2006 = 100),33.8
Western Africa,1985,Agricultural production (Index Base: 2004-2006 = 100),39.3
Western Africa,1995,Agricultural production (Index Base: 2004-2006 = 100),68.1
Western Africa,2005,Agricultural production (Index Base: 2004-2006 = 100),100.3
Western Africa,2010,Agricultural production (Index Base: 2004-2006 = 100),113.1
Western Africa,2014,Agricultural production (Index Base: 2004-2006 = 100),127.6
Western Africa,2015,Agricultural production (Index Base: 2004-2006 = 100),129.8
Western Africa,2016,Agricultural production (Index Base: 2004-2006 = 100),130.8
Western Africa,1975,Food production (Index Base: 2004-2006 = 100),33.6
Western Africa,1985,Food production (Index Base: 2004-2006 = 100),38.9
Western Africa,1995,Food production (Index Base: 2004-2006 = 100),68
Western Africa,2005,Food production (Index Base: 2004-2006 = 100),100.1
Western Africa,2010,Food production (Index Base: 2004-2006 = 100),114.3
Western Africa,2014,Food production (Index Base: 2004-2006 = 100),128.5
Western Africa,2015,Food production (Index Base: 2004-2006 = 100),130.8
Western Africa,2016,Food production (Index Base: 2004-2006 = 100),131.9
Americas,1975,Agricultural production (Index Base: 2004-2006 = 100),52.1
Americas,1985,Agricultural production (Index Base: 2004-2006 = 100),66.7
Americas,1995,Agricultural production (Index Base: 2004-2006 = 100),77.8
Americas,2005,Agricultural production (Index Base: 2004-2006 = 100),100
Americas,2010,Agricultural production (Index Base: 2004-2006 = 100),111.1
Americas,2014,Agricultural production (Index Base: 2004-2006 = 100),120.6
Americas,2015,Agricultural production (Index Base: 2004-2006 = 100),122.1
Americas,2016,Agricultural production (Index Base: 2004-2006 = 100),123.7
Americas,1975,Food production (Index Base: 2004-2006 = 100),51.5
Americas,1985,Food production (Index Base: 2004-2006 = 100),66.1
Americas,1995,Food production (Index Base: 2004-2006 = 100),77.8
Americas,2005,Food production (Index Base: 2004-2006 = 100),100
Americas,2010,Food production (Index Base: 2004-2006 = 100),111.8
Americas,2014,Food production (Index Base: 2004-2006 = 100),121.6
Americas,2015,Food production (Index Base: 2004-2006 = 100),123.1
Americas,2016,Food production (Index Base: 2004-2006 = 100),124.8
Northern America,1975,Agricultural production (Index Base: 2004-2006 = 100),63.2
Northern America,1985,Agricultural production (Index Base: 2004-2006 = 100),77.3
Northern America,1995,Agricultural production (Index Base: 2004-2006 = 100),83.6
Northern America,2005,Agricultural production (Index Base: 2004-2006 = 100),100.1
Northern America,2010,Agricultural production (Index Base: 2004-2006 = 100),105.5
Northern America,2014,Agricultural production (Index Base: 2004-2006 = 100),111.7
Northern America,2015,Agricultural production (Index Base: 2004-2006 = 100),111.6
Northern America,2016,Agricultural production (Index Base: 2004-2006 = 100),116.1
Northern America,1975,Food production (Index Base: 2004-2006 = 100),63.4
Northern America,1985,Food production (Index Base: 2004-2006 = 100),77.5
Northern America,1995,Food production (Index Base: 2004-2006 = 100),83.5
Northern America,2005,Food production (Index Base: 2004-2006 = 100),100
Northern America,2010,Food production (Index Base: 2004-2006 = 100),106.4
Northern America,2014,Food production (Index Base: 2004-2006 = 100),112.9
Northern America,2015,Food production (Index Base: 2004-2006 = 100),112.8
Northern America,2016,Food production (Index Base: 2004-2006 = 100),117.6
Caribbean,1975,Agricultural production (Index Base: 2004-2006 = 100),87.1
Caribbean,1985,Agricultural production (Index Base: 2004-2006 = 100),106
Caribbean,1995,Agricultural production (Index Base: 2004-2006 = 100),84.6
Caribbean,2005,Agricultural production (Index Base: 2004-2006 = 100),97.9
Caribbean,2010,Agricultural production (Index Base: 2004-2006 = 100),105.3
Caribbean,2014,Agricultural production (Index Base: 2004-2006 = 100),116.8
Caribbean,2015,Agricultural production (Index Base: 2004-2006 = 100),119.4
Caribbean,2016,Agricultural production (Index Base: 2004-2006 = 100),120.6
Caribbean,1975,Food production (Index Base: 2004-2006 = 100),85.5
Caribbean,1985,Food production (Index Base: 2004-2006 = 100),104.5
Caribbean,1995,Food production (Index Base: 2004-2006 = 100),84
Caribbean,2005,Food production (Index Base: 2004-2006 = 100),97.8
Caribbean,2010,Food production (Index Base: 2004-2006 = 100),105.8
Caribbean,2014,Food production (Index Base: 2004-2006 = 100),117.9
Caribbean,2015,Food production (Index Base: 2004-2006 = 100),120.4
Caribbean,2016,Food production (Index Base: 2004-2006 = 100),121.7
Central America,1975,Agricultural production (Index Base: 2004-2006 = 100),45.7
Central America,1985,Agricultural production (Index Base: 2004-2006 = 100),61.9
Central America,1995,Agricultural production (Index Base: 2004-2006 = 100),76.8
Central America,2005,Agricultural production (Index Base: 2004-2006 = 100),98.5
Central America,2010,Agricultural production (Index Base: 2004-2006 = 100),110
Central America,2014,Agricultural production (Index Base: 2004-2006 = 100),122
Central America,2015,Agricultural production (Index Base: 2004-2006 = 100),122.7
Central America,2016,Agricultural production (Index Base: 2004-2006 = 100),128
Central America,1975,Food production (Index Base: 2004-2006 = 100),43.2
Central America,1985,Food production (Index Base: 2004-2006 = 100),60.4
Central America,1995,Food production (Index Base: 2004-2006 = 100),76
Central America,2005,Food production (Index Base: 2004-2006 = 100),98.5
Central America,2010,Food production (Index Base: 2004-2006 = 100),109.8
Central America,2014,Food production (Index Base: 2004-2006 = 100),121.8
Central America,2015,Food production (Index Base: 2004-2006 = 100),122.5
Central America,2016,Food production (Index Base: 2004-2006 = 100),128
South America,1975,Agricultural production (Index Base: 2004-2006 = 100),38.2
South America,1985,Agricultural production (Index Base: 2004-2006 = 100),53
South America,1995,Agricultural production (Index Base: 2004-2006 = 100),70.6
South America,2005,Agricultural production (Index Base: 2004-2006 = 100),100.3
South America,2010,Agricultural production (Index Base: 2004-2006 = 100),118.5
South America,2014,Agricultural production (Index Base: 2004-2006 = 100),131.6
South America,2015,Agricultural production (Index Base: 2004-2006 = 100),135.1
South America,2016,Agricultural production (Index Base: 2004-2006 = 100),132.2
South America,1975,Food production (Index Base: 2004-2006 = 100),36.9
South America,1985,Food production (Index Base: 2004-2006 = 100),51.4
South America,1995,Food production (Index Base: 2004-2006 = 100),70.7
South America,2005,Food production (Index Base: 2004-2006 = 100),100.4
South America,2010,Food production (Index Base: 2004-2006 = 100),119.4
South America,2014,Food production (Index Base: 2004-2006 = 100),132.6
South America,2015,Food production (Index Base: 2004-2006 = 100),136.3
South America,2016,Food production (Index Base: 2004-2006 = 100),133.3
Asia,1975,Agricultural production (Index Base: 2004-2006 = 100),33.8
Asia,1985,Agricultural production (Index Base: 2004-2006 = 100),48.9
Asia,1995,Agricultural production (Index Base: 2004-2006 = 100),73.3
Asia,2005,Agricultural production (Index Base: 2004-2006 = 100),100.1
Asia,2010,Agricultural production (Index Base: 2004-2006 = 100),118.3
Asia,2014,Agricultural production (Index Base: 2004-2006 = 100),131.9
Asia,2015,Agricultural production (Index Base: 2004-2006 = 100),133.6
Asia,2016,Agricultural production (Index Base: 2004-2006 = 100),135.5
Asia,1975,Food production (Index Base: 2004-2006 = 100),33.5
Asia,1985,Food production (Index Base: 2004-2006 = 100),48.3
Asia,1995,Food production (Index Base: 2004-2006 = 100),73
Asia,2005,Food production (Index Base: 2004-2006 = 100),100.2
Asia,2010,Food production (Index Base: 2004-2006 = 100),118.8
Asia,2014,Food production (Index Base: 2004-2006 = 100),132.4
Asia,2015,Food production (Index Base: 2004-2006 = 100),134.2
Asia,2016,Food production (Index Base: 2004-2006 = 100),136.2
Central Asia,1995,Agricultural production (Index Base: 2004-2006 = 100),78.7
Central Asia,2005,Agricultural production (Index Base: 2004-2006 = 100),100.3
Central Asia,2010,Agricultural production (Index Base: 2004-2006 = 100),114.8
Central Asia,2014,Agricultural production (Index Base: 2004-2006 = 100),137.2
Central Asia,2015,Agricultural production (Index Base: 2004-2006 = 100),142.6
Central Asia,2016,Agricultural production (Index Base: 2004-2006 = 100),145
Central Asia,1995,Food production (Index Base: 2004-2006 = 100),75.1
Central Asia,2005,Food production (Index Base: 2004-2006 = 100),99.6
Central Asia,2010,Food production (Index Base: 2004-2006 = 100),118.6
Central Asia,2014,Food production (Index Base: 2004-2006 = 100),144.1
Central Asia,2015,Food production (Index Base: 2004-2006 = 100),150.4
Central Asia,2016,Food production (Index Base: 2004-2006 = 100),153
Eastern Asia,1975,Agricultural production (Index Base: 2004-2006 = 100),29.9
Eastern Asia,1985,Agricultural production (Index Base: 2004-2006 = 100),45.1
Eastern Asia,1995,Agricultural production (Index Base: 2004-2006 = 100),70.1
Eastern Asia,2005,Agricultural production (Index Base: 2004-2006 = 100),100.2
Eastern Asia,2010,Agricultural production (Index Base: 2004-2006 = 100),118.2
Eastern Asia,2014,Agricultural production (Index Base: 2004-2006 = 100),130.4
Eastern Asia,2015,Agricultural production (Index Base: 2004-2006 = 100),133.6
Eastern Asia,2016,Agricultural production (Index Base: 2004-2006 = 100),136
Eastern Asia,1975,Food production (Index Base: 2004-2006 = 100),29.5
Eastern Asia,1985,Food production (Index Base: 2004-2006 = 100),44
Eastern Asia,1995,Food production (Index Base: 2004-2006 = 100),69.8
Eastern Asia,2005,Food production (Index Base: 2004-2006 = 100),100.3
Eastern Asia,2010,Food production (Index Base: 2004-2006 = 100),118.7
Eastern Asia,2014,Food production (Index Base: 2004-2006 = 100),131.1
Eastern Asia,2015,Food production (Index Base: 2004-2006 = 100),134.5
Eastern Asia,2016,Food production (Index Base: 2004-2006 = 100),136.9
South-eastern Asia,1975,Agricultural production (Index Base: 2004-2006 = 100),32.9
South-eastern Asia,1985,Agricultural production (Index Base: 2004-2006 = 100),49.6
South-eastern Asia,1995,Agricultural production (Index Base: 2004-2006 = 100),70.1
South-eastern Asia,2005,Agricultural production (Index Base: 2004-2006 = 100),99
South-eastern Asia,2010,Agricultural production (Index Base: 2004-2006 = 100),120.1
South-eastern Asia,2014,Agricultural production (Index Base: 2004-2006 = 100),133.3
South-eastern Asia,2015,Agricultural production (Index Base: 2004-2006 = 100),133.9
South-eastern Asia,2016,Agricultural production (Index Base: 2004-2006 = 100),133.2
South-eastern Asia,1975,Food production (Index Base: 2004-2006 = 100),32.6
South-eastern Asia,1985,Food production (Index Base: 2004-2006 = 100),49.6
South-eastern Asia,1995,Food production (Index Base: 2004-2006 = 100),70.6
South-eastern Asia,2005,Food production (Index Base: 2004-2006 = 100),99.1
South-eastern Asia,2010,Food production (Index Base: 2004-2006 = 100),121
South-eastern Asia,2014,Food production (Index Base: 2004-2006 = 100),133.3
South-eastern Asia,2015,Food production (Index Base: 2004-2006 = 100),134
South-eastern Asia,2016,Food production (Index Base: 2004-2006 = 100),133.3
Southern Asia,1975,Agricultural production (Index Base: 2004-2006 = 100),41.8
Southern Asia,1985,Agricultural production (Index Base: 2004-2006 = 100),56.9
Southern Asia,1995,Agricultural production (Index Base: 2004-2006 = 100),78.7
Southern Asia,2005,Agricultural production (Index Base: 2004-2006 = 100),100.5
Southern Asia,2010,Agricultural production (Index Base: 2004-2006 = 100),120.5
Southern Asia,2014,Agricultural production (Index Base: 2004-2006 = 100),137.8
Southern Asia,2015,Agricultural production (Index Base: 2004-2006 = 100),136.7
Southern Asia,2016,Agricultural production (Index Base: 2004-2006 = 100),139.1
Southern Asia,1975,Food production (Index Base: 2004-2006 = 100),41.8
Southern Asia,1985,Food production (Index Base: 2004-2006 = 100),56.6
Southern Asia,1995,Food production (Index Base: 2004-2006 = 100),78.7
Southern Asia,2005,Food production (Index Base: 2004-2006 = 100),100.5
Southern Asia,2010,Food production (Index Base: 2004-2006 = 100),120.2
Southern Asia,2014,Food production (Index Base: 2004-2006 = 100),137.6
Southern Asia,2015,Food production (Index Base: 2004-2006 = 100),136.5
Southern Asia,2016,Food production (Index Base: 2004-2006 = 100),139
Western Asia,1975,Agricultural production (Index Base: 2004-2006 = 100),43.1
Western Asia,1985,Agricultural production (Index Base: 2004-2006 = 100),60.1
Western Asia,1995,Agricultural production (Index Base: 2004-2006 = 100),80.2
Western Asia,2005,Agricultural production (Index Base: 2004-2006 = 100),101.3
Western Asia,2010,Agricultural production (Index Base: 2004-2006 = 100),105.8
Western Asia,2014,Agricultural production (Index Base: 2004-2006 = 100),112
Western Asia,2015,Agricultural production (Index Base: 2004-2006 = 100),115.4
Western Asia,2016,Agricultural production (Index Base: 2004-2006 = 100),116.8
Western Asia,1975,Food production (Index Base: 2004-2006 = 100),42.4
Western Asia,1985,Food production (Index Base: 2004-2006 = 100),59.6
Western Asia,1995,Food production (Index Base: 2004-2006 = 100),79.5
Western Asia,2005,Food production (Index Base: 2004-2006 = 100),101.4
Western Asia,2010,Food production (Index Base: 2004-2006 = 100),107.2
Western Asia,2014,Food production (Index Base: 2004-2006 = 100),113.7
Western Asia,2015,Food production (Index Base: 2004-2006 = 100),117.2
Western Asia,2016,Food production (Index Base: 2004-2006 = 100),118.8
Europe,1975,Agricultural production (Index Base: 2004-2006 = 100),102.5
Europe,1985,Agricultural production (Index Base: 2004-2006 = 100),117.1
Europe,1995,Agricultural production (Index Base: 2004-2006 = 100),97.2
Europe,2005,Agricultural production (Index Base: 2004-2006 = 100),99.1
Europe,2010,Agricultural production (Index Base: 2004-2006 = 100),100.3
Europe,2014,Agricultural production (Index Base: 2004-2006 = 100),109.3
Europe,2015,Agricultural production (Index Base: 2004-2006 = 100),109
Europe,2016,Agricultural production (Index Base: 2004-2006 = 100),110.3
Europe,1975,Food production (Index Base: 2004-2006 = 100),100.9
Europe,1985,Food production (Index Base: 2004-2006 = 100),115.5
Europe,1995,Food production (Index Base: 2004-2006 = 100),97.2
Europe,2005,Food production (Index Base: 2004-2006 = 100),99.1
Europe,2010,Food production (Index Base: 2004-2006 = 100),100.5
Europe,2014,Food production (Index Base: 2004-2006 = 100),109.5
Europe,2015,Food production (Index Base: 2004-2006 = 100),109.1
Europe,2016,Food production (Index Base: 2004-2006 = 100),110.5
Eastern Europe,1975,Agricultural production (Index Base: 2004-2006 = 100),142.4
Eastern Europe,1985,Agricultural production (Index Base: 2004-2006 = 100),159
Eastern Europe,1995,Agricultural production (Index Base: 2004-2006 = 100),103.9
Eastern Europe,2005,Agricultural production (Index Base: 2004-2006 = 100),98.6
Eastern Europe,2010,Agricultural production (Index Base: 2004-2006 = 100),99.3
Eastern Europe,2014,Agricultural production (Index Base: 2004-2006 = 100),121.3
Eastern Europe,2015,Agricultural production (Index Base: 2004-2006 = 100),118.7
Eastern Europe,2016,Agricultural production (Index Base: 2004-2006 = 100),126.6
Eastern Europe,1975,Food production (Index Base: 2004-2006 = 100),137.5
Eastern Europe,1985,Food production (Index Base: 2004-2006 = 100),154.1
Eastern Europe,1995,Food production (Index Base: 2004-2006 = 100),103.7
Eastern Europe,2005,Food production (Index Base: 2004-2006 = 100),98.6
Eastern Europe,2010,Food production (Index Base: 2004-2006 = 100),99.3
Eastern Europe,2014,Food production (Index Base: 2004-2006 = 100),121.3
Eastern Europe,2015,Food production (Index Base: 2004-2006 = 100),118.7
Eastern Europe,2016,Food production (Index Base: 2004-2006 = 100),126.7
Northern Europe,1975,Agricultural production (Index Base: 2004-2006 = 100),76.8
Northern Europe,1985,Agricultural production (Index Base: 2004-2006 = 100),92.4
Northern Europe,1995,Agricultural production (Index Base: 2004-2006 = 100),101.8
Northern Europe,2005,Agricultural production (Index Base: 2004-2006 = 100),100.6
Northern Europe,2010,Agricultural production (Index Base: 2004-2006 = 100),101
Northern Europe,2014,Agricultural production (Index Base: 2004-2006 = 100),107.3
Northern Europe,2015,Agricultural production (Index Base: 2004-2006 = 100),109.5
Northern Europe,2016,Agricultural production (Index Base: 2004-2006 = 100),105.6
Northern Europe,1975,Food production (Index Base: 2004-2006 = 100),76.8
Northern Europe,1985,Food production (Index Base: 2004-2006 = 100),92.4
Northern Europe,1995,Food production (Index Base: 2004-2006 = 100),101.7
Northern Europe,2005,Food production (Index Base: 2004-2006 = 100),100.6
Northern Europe,2010,Food production (Index Base: 2004-2006 = 100),100.9
Northern Europe,2014,Food production (Index Base: 2004-2006 = 100),107.3
Northern Europe,2015,Food production (Index Base: 2004-2006 = 100),109.5
Northern Europe,2016,Food production (Index Base: 2004-2006 = 100),105.5
Southern Europe,1975,Agricultural production (Index Base: 2004-2006 = 100),77.5
Southern Europe,1985,Agricultural production (Index Base: 2004-2006 = 100),87.8
Southern Europe,1995,Agricultural production (Index Base: 2004-2006 = 100),86.5
Southern Europe,2005,Agricultural production (Index Base: 2004-2006 = 100),98.5
Southern Europe,2010,Agricultural production (Index Base: 2004-2006 = 100),99.7
Southern Europe,2014,Agricultural production (Index Base: 2004-2006 = 100),95.1
Southern Europe,2015,Agricultural production (Index Base: 2004-2006 = 100),98.4
Southern Europe,2016,Agricultural production (Index Base: 2004-2006 = 100),98.6
Southern Europe,1975,Food production (Index Base: 2004-2006 = 100),77.6
Southern Europe,1985,Food production (Index Base: 2004-2006 = 100),87.7
Southern Europe,1995,Food production (Index Base: 2004-2006 = 100),86.2
Southern Europe,2005,Food production (Index Base: 2004-2006 = 100),98.3
Southern Europe,2010,Food production (Index Base: 2004-2006 = 100),100.4
Southern Europe,2014,Food production (Index Base: 2004-2006 = 100),95.5
Southern Europe,2015,Food production (Index Base: 2004-2006 = 100),98.8
Southern Europe,2016,Food production (Index Base: 2004-2006 = 100),99
Western Europe,1975,Agricultural production (Index Base: 2004-2006 = 100),86.4
Western Europe,1985,Agricultural production (Index Base: 2004-2006 = 100),102
Western Europe,1995,Agricultural production (Index Base: 2004-2006 = 100),96.9
Western Europe,2005,Agricultural production (Index Base: 2004-2006 = 100),99.8
Western Europe,2010,Agricultural production (Index Base: 2004-2006 = 100),101.8
Western Europe,2014,Agricultural production (Index Base: 2004-2006 = 100),108.1
Western Europe,2015,Agricultural production (Index Base: 2004-2006 = 100),106.3
Western Europe,2016,Agricultural production (Index Base: 2004-2006 = 100),102.8
Western Europe,1975,Food production (Index Base: 2004-2006 = 100),86.5
Western Europe,1985,Food production (Index Base: 2004-2006 = 100),102.2
Western Europe,1995,Food production (Index Base: 2004-2006 = 100),97
Western Europe,2005,Food production (Index Base: 2004-2006 = 100),99.8
Western Europe,2010,Food production (Index Base: 2004-2006 = 100),101.9
Western Europe,2014,Food production (Index Base: 2004-2006 = 100),108.1
Western Europe,2015,Food production (Index Base: 2004-2006 = 100),106.4
Western Europe,2016,Food production (Index Base: 2004-2006 = 100),102.8
Oceania,1975,Agricultural production (Index Base: 2004-2006 = 100),57.9
Oceania,1985,Agricultural production (Index Base: 2004-2006 = 100),68.5
Oceania,1995,Agricultural production (Index Base: 2004-2006 = 100),82.2
Oceania,2005,Agricultural production (Index Base: 2004-2006 = 100),99.2
Oceania,2010,Agricultural production (Index Base: 2004-2006 = 100),98.3
Oceania,2014,Agricultural production (Index Base: 2004-2006 = 100),110.4
Oceania,2015,Agricultural production (Index Base: 2004-2006 = 100),111.3
Oceania,2016,Agricultural production (Index Base: 2004-2006 = 100),108.7
Oceania,1975,Food production (Index Base: 2004-2006 = 100),55.2
Oceania,1985,Food production (Index Base: 2004-2006 = 100),65
Oceania,1995,Food production (Index Base: 2004-2006 = 100),80
Oceania,2005,Food production (Index Base: 2004-2006 = 100),98.7
Oceania,2010,Food production (Index Base: 2004-2006 = 100),99.6
Oceania,2014,Food production (Index Base: 2004-2006 = 100),110.5
Oceania,2015,Food production (Index Base: 2004-2006 = 100),111.4
Oceania,2016,Food production (Index Base: 2004-2006 = 100),108.7
Australia and New Zealand,1975,Agricultural production (Index Base: 2004-2006 = 100),58
Australia and New Zealand,1985,Agricultural production (Index Base: 2004-2006 = 100),68.3
Australia and New Zealand,1995,Agricultural production (Index Base: 2004-2006 = 100),82.3
Australia and New Zealand,2005,Agricultural production (Index Base: 2004-2006 = 100),99.2
Australia and New Zealand,2010,Agricultural production (Index Base: 2004-2006 = 100),97.4
Australia and New Zealand,2014,Agricultural production (Index Base: 2004-2006 = 100),109.9
Australia and New Zealand,2015,Agricultural production (Index Base: 2004-2006 = 100),110.8
Australia and New Zealand,2016,Agricultural production (Index Base: 2004-2006 = 100),108
Australia and New Zealand,1975,Food production (Index Base: 2004-2006 = 100),55.2
Australia and New Zealand,1985,Food production (Index Base: 2004-2006 = 100),64.6
Australia and New Zealand,1995,Food production (Index Base: 2004-2006 = 100),79.9
Australia and New Zealand,2005,Food production (Index Base: 2004-2006 = 100),98.7
Australia and New Zealand,2010,Food production (Index Base: 2004-2006 = 100),98.8
Australia and New Zealand,2014,Food production (Index Base: 2004-2006 = 100),109.9
Australia and New Zealand,2015,Food production (Index Base: 2004-2006 = 100),110.9
Australia and New Zealand,2016,Food production (Index Base: 2004-2006 = 100),107.9
Melanesia,1975,Agricultural production (Index Base: 2004-2006 = 100),52.8
Melanesia,1985,Agricultural production (Index Base: 2004-2006 = 100),68.4
Melanesia,1995,Agricultural production (Index Base: 2004-2006 = 100),81.1
Melanesia,2005,Agricultural production (Index Base: 2004-2006 = 100),99.5
Melanesia,2010,Agricultural production (Index Base: 2004-2006 = 100),109.6
Melanesia,2014,Agricultural production (Index Base: 2004-2006 = 100),117.3
Melanesia,2015,Agricultural production (Index Base: 2004-2006 = 100),117.8
