,Year,Series,Value
Bangladesh,2005,Grants of patents (number),182
Bangladesh,2010,Grants of patents (number),92
Bangladesh,2014,Grants of patents (number),121
Bangladesh,2015,Grants of patents (number),101
Bangladesh,2016,Grants of patents (number),106
Bangladesh,2014,Patents in force (number),"1,077"
Barbados,2014,Resident patent filings (per million population),4
Barbados,2005,Grants of patents (number),7
Barbados,2014,Grants of patents (number),3
Barbados,2015,Grants of patents (number),10
Barbados,2016,Grants of patents (number),26
Barbados,2005,Patents in force (number),49
Barbados,2010,Patents in force (number),57
Belarus,1995,Resident patent filings (per million population),61
Belarus,2005,Resident patent filings (per million population),121
Belarus,2010,Resident patent filings (per million population),197
Belarus,2014,Resident patent filings (per million population),82
Belarus,2015,Resident patent filings (per million population),75
Belarus,2016,Resident patent filings (per million population),60
Belarus,1995,Grants of patents (number),633
Belarus,2005,Grants of patents (number),955
Belarus,2010,Grants of patents (number),"1,222"
Belarus,2014,Grants of patents (number),"1,938"
Belarus,2015,Grants of patents (number),902
Belarus,2016,Grants of patents (number),949
Belarus,2010,Patents in force (number),"4,444"
Belarus,2014,Patents in force (number),"5,176"
Belarus,2015,Patents in force (number),"2,676"
Belarus,2016,Patents in force (number),"2,503"
Belgium,1985,Resident patent filings (per million population),78
Belgium,1995,Resident patent filings (per million population),72
Belgium,2005,Resident patent filings (per million population),208
Belgium,2010,Resident patent filings (per million population),244
Belgium,2014,Resident patent filings (per million population),251
Belgium,2015,Resident patent filings (per million population),265
Belgium,2016,Resident patent filings (per million population),286
Belgium,1985,Grants of patents (number),"1,976"
Belgium,1995,Grants of patents (number),"1,216"
Belgium,2005,Grants of patents (number),708
Belgium,2010,Grants of patents (number),532
Belgium,2014,Grants of patents (number),373
Belgium,2015,Grants of patents (number),567
Belgium,2016,Grants of patents (number),"1,620"
Belgium,2010,Patents in force (number),"89,999"
Belgium,2014,Patents in force (number),"90,012"
Belgium,2015,Patents in force (number),"90,648"
Belgium,2016,Patents in force (number),"97,639"
Belize,2014,Grants of patents (number),28
Belize,2015,Grants of patents (number),8
Belize,2016,Grants of patents (number),4
Belize,2014,Patents in force (number),120
Belize,2015,Patents in force (number),128
Belize,2016,Patents in force (number),132
Bolivia (Plurin. State of),1985,Resident patent filings (per million population),1
Bolivia (Plurin. State of),1995,Resident patent filings (per million population),2
Bolivia (Plurin. State of),2014,Resident patent filings (per million population),1
Bolivia (Plurin. State of),2016,Resident patent filings (per million population),1
Bolivia (Plurin. State of),1985,Grants of patents (number),62
Bolivia (Plurin. State of),1995,Grants of patents (number),47
Bolivia (Plurin. State of),2014,Grants of patents (number),97
Bolivia (Plurin. State of),2015,Grants of patents (number),75
Bolivia (Plurin. State of),2016,Grants of patents (number),86
Bolivia (Plurin. State of),2014,Patents in force (number),601
Bosnia and Herzegovina,2005,Resident patent filings (per million population),17
Bosnia and Herzegovina,2010,Resident patent filings (per million population),15
Bosnia and Herzegovina,2014,Resident patent filings (per million population),11
Bosnia and Herzegovina,2016,Resident patent filings (per million population),17
Bosnia and Herzegovina,2005,Grants of patents (number),46
Bosnia and Herzegovina,2010,Grants of patents (number),173
Bosnia and Herzegovina,2014,Grants of patents (number),5
Bosnia and Herzegovina,2016,Grants of patents (number),12
Bosnia and Herzegovina,2005,Patents in force (number),120
Bosnia and Herzegovina,2010,Patents in force (number),716
Bosnia and Herzegovina,2014,Patents in force (number),503
Bosnia and Herzegovina,2016,Patents in force (number),375
Botswana,2014,Resident patent filings (per million population),2
Botswana,2016,Grants of patents (number),1
Botswana,2014,Patents in force (number),883
Brazil,1985,Resident patent filings (per million population),14
Brazil,1995,Resident patent filings (per million population),17
Brazil,2005,Resident patent filings (per million population),22
Brazil,2010,Resident patent filings (per million population),21
Brazil,2014,Resident patent filings (per million population),23
Brazil,2015,Resident patent filings (per million population),23
Brazil,2016,Resident patent filings (per million population),25
Brazil,1985,Grants of patents (number),"3,934"
Brazil,1995,Grants of patents (number),"2,659"
Brazil,2005,Grants of patents (number),"2,439"
Brazil,2010,Grants of patents (number),"3,251"
Brazil,2014,Grants of patents (number),"2,749"
Brazil,2015,Grants of patents (number),"3,411"
Brazil,2016,Grants of patents (number),"4,195"
Brazil,2005,Patents in force (number),"32,571"
Brazil,2010,Patents in force (number),"40,022"
Brazil,2014,Patents in force (number),"24,976"
Brazil,2015,Patents in force (number),"23,952"
Brazil,2016,Patents in force (number),"24,153"
Brunei Darussalam,2014,Resident patent filings (per million population),63
Brunei Darussalam,1995,Grants of patents (number),42
Brunei Darussalam,2005,Grants of patents (number),26
Brunei Darussalam,2010,Grants of patents (number),40
Brunei Darussalam,2014,Grants of patents (number),71
Bulgaria,1995,Resident patent filings (per million population),44
Bulgaria,2005,Resident patent filings (per million population),36
Bulgaria,2010,Resident patent filings (per million population),34
Bulgaria,2014,Resident patent filings (per million population),35
Bulgaria,2015,Resident patent filings (per million population),44
Bulgaria,2016,Resident patent filings (per million population),35
Bulgaria,1985,Grants of patents (number),130
Bulgaria,1995,Grants of patents (number),375
Bulgaria,2005,Grants of patents (number),313
Bulgaria,2010,Grants of patents (number),251
Bulgaria,2014,Grants of patents (number),72
Bulgaria,2015,Grants of patents (number),37
Bulgaria,2016,Grants of patents (number),42
Bulgaria,2005,Patents in force (number),"2,203"
Bulgaria,2010,Patents in force (number),"6,812"
Bulgaria,2014,Patents in force (number),"10,203"
Bulgaria,2015,Patents in force (number),"10,721"
Bulgaria,2016,Patents in force (number),"11,511"
Burundi,1995,Grants of patents (number),1
Cambodia,2015,Grants of patents (number),1
Canada,1985,Resident patent filings (per million population),81
Canada,1995,Resident patent filings (per million population),83
Canada,2005,Resident patent filings (per million population),160
Canada,2010,Resident patent filings (per million population),134
Canada,2014,Resident patent filings (per million population),118
Canada,2015,Resident patent filings (per million population),119
Canada,2016,Resident patent filings (per million population),112
Canada,1985,Grants of patents (number),"18,697"
Canada,1995,Grants of patents (number),"9,139"
Canada,2005,Grants of patents (number),"15,516"
Canada,2010,Grants of patents (number),"19,120"
Canada,2014,Grants of patents (number),"23,749"
Canada,2015,Grants of patents (number),"22,201"
Canada,2016,Grants of patents (number),"26,424"
Canada,2005,Patents in force (number),"125,110"
Canada,2010,Patents in force (number),"133,355"
Canada,2014,Patents in force (number),"161,442"
Canada,2015,Patents in force (number),"166,771"
Canada,2016,Patents in force (number),"175,236"
Chile,1985,Resident patent filings (per million population),10
Chile,1995,Resident patent filings (per million population),12
Chile,2005,Resident patent filings (per million population),22
Chile,2010,Resident patent filings (per million population),19
Chile,2014,Resident patent filings (per million population),26
Chile,2015,Resident patent filings (per million population),25
Chile,2016,Resident patent filings (per million population),22
Chile,1985,Grants of patents (number),448
Chile,1995,Grants of patents (number),133
Chile,2005,Grants of patents (number),311
Chile,2010,Grants of patents (number),"1,020"
Chile,2014,Grants of patents (number),"1,168"
Chile,2015,Grants of patents (number),"1,058"
Chile,2016,Grants of patents (number),"2,077"
Chile,2010,Patents in force (number),"8,121"
Chile,2014,Patents in force (number),"9,987"
Chile,2015,Patents in force (number),"11,163"
Chile,2016,Patents in force (number),"12,512"
China,1985,Resident patent filings (per million population),4
China,1995,Resident patent filings (per million population),8
China,2005,Resident patent filings (per million population),72
China,2010,Resident patent filings (per million population),219
China,2014,Resident patent filings (per million population),587
China,2015,Resident patent filings (per million population),706
China,2016,Resident patent filings (per million population),874
China,1985,Grants of patents (number),44
China,1995,Grants of patents (number),"3,393"
China,2005,Grants of patents (number),"53,305"
China,2010,Grants of patents (number),"135,110"
China,2014,Grants of patents (number),"233,228"
China,2015,Grants of patents (number),"359,316"
China,2016,Grants of patents (number),"404,208"
China,2005,Patents in force (number),"182,396"
China,2010,Patents in force (number),"564,760"
China,2014,Patents in force (number),"1,196,497"
China,2015,Patents in force (number),"1,472,374"
China,2016,Patents in force (number),"1,772,203"
"China, Hong Kong SAR",1985,Resident patent filings (per million population),3
"China, Hong Kong SAR",1995,Resident patent filings (per million population),4
"China, Hong Kong SAR",2005,Resident patent filings (per million population),23
"China, Hong Kong SAR",2010,Resident patent filings (per million population),19
"China, Hong Kong SAR",2014,Resident patent filings (per million population),27
"China, Hong Kong SAR",2015,Resident patent filings (per million population),33
"China, Hong Kong SAR",2016,Resident patent filings (per million population),32
"China, Hong Kong SAR",1985,Grants of patents (number),"1,030"
"China, Hong Kong SAR",1995,Grants of patents (number),"1,960"
"China, Hong Kong SAR",2005,Grants of patents (number),"6,518"
"China, Hong Kong SAR",2010,Grants of patents (number),"5,353"
"China, Hong Kong SAR",2014,Grants of patents (number),"5,932"
"China, Hong Kong SAR",2015,Grants of patents (number),"5,963"
"China, Hong Kong SAR",2016,Grants of patents (number),"5,698"
"China, Hong Kong SAR",2010,Patents in force (number),"33,225"
"China, Hong Kong SAR",2014,Patents in force (number),"40,865"
"China, Hong Kong SAR",2015,Patents in force (number),"42,306"
"China, Hong Kong SAR",2016,Patents in force (number),"43,359"
"China, Macao SAR",2005,Resident patent filings (per million population),6
"China, Macao SAR",2010,Resident patent filings (per million population),7
"China, Macao SAR",2014,Resident patent filings (per million population),3
"China, Macao SAR",2015,Resident patent filings (per million population),5
"China, Macao SAR",1995,Grants of patents (number),2
"China, Macao SAR",2005,Grants of patents (number),5
"China, Macao SAR",2010,Grants of patents (number),156
"China, Macao SAR",2014,Grants of patents (number),16
"China, Macao SAR",2015,Grants of patents (number),36
"China, Macao SAR",2016,Grants of patents (number),57
"China, Macao SAR",2005,Patents in force (number),12
"China, Macao SAR",2010,Patents in force (number),377
"China, Macao SAR",2014,Patents in force (number),451
"China, Macao SAR",2015,Patents in force (number),470
"China, Macao SAR",2016,Patents in force (number),467
Colombia,1985,Resident patent filings (per million population),2
Colombia,1995,Resident patent filings (per million population),4
Colombia,2005,Resident patent filings (per million population),2
Colombia,2010,Resident patent filings (per million population),3
Colombia,2014,Resident patent filings (per million population),5
Colombia,2015,Resident patent filings (per million population),7
Colombia,2016,Resident patent filings (per million population),11
Colombia,1985,Grants of patents (number),169
Colombia,1995,Grants of patents (number),365
Colombia,2005,Grants of patents (number),256
Colombia,2010,Grants of patents (number),639
Colombia,2014,Grants of patents (number),"1,212"
Colombia,2015,Grants of patents (number),"1,003"
Colombia,2016,Grants of patents (number),917
Colombia,2014,Patents in force (number),"6,710"
Colombia,2015,Patents in force (number),"7,858"
Colombia,2016,Patents in force (number),"6,623"
Congo,1995,Grants of patents (number),15
Costa Rica,2010,Resident patent filings (per million population),2
Costa Rica,2014,Resident patent filings (per million population),3
Costa Rica,2015,Resident patent filings (per million population),4
Costa Rica,2016,Resident patent filings (per million population),2
Costa Rica,2010,Grants of patents (number),45
Costa Rica,2014,Grants of patents (number),114
Costa Rica,2015,Grants of patents (number),130
Costa Rica,2016,Grants of patents (number),67
Costa Rica,2010,Patents in force (number),239
Costa Rica,2014,Patents in force (number),518
Costa Rica,2015,Patents in force (number),635
Costa Rica,2016,Patents in force (number),678
Croatia,1995,Resident patent filings (per million population),57
Croatia,2005,Resident patent filings (per million population),82
Croatia,2010,Resident patent filings (per million population),62
Croatia,2014,Resident patent filings (per million population),43
Croatia,2015,Resident patent filings (per million population),42
Croatia,2016,Resident patent filings (per million population),45
Croatia,1995,Grants of patents (number),25
Croatia,2005,Grants of patents (number),140
Croatia,2010,Grants of patents (number),82
Croatia,2014,Grants of patents (number),90
Croatia,2015,Grants of patents (number),45
Croatia,2016,Grants of patents (number),35
Croatia,2005,Patents in force (number),"1,094"
Croatia,2010,Patents in force (number),"2,134"
Croatia,2014,Patents in force (number),"4,838"
Croatia,2015,Patents in force (number),"5,621"
Croatia,2016,Patents in force (number),"6,606"
Cuba,1995,Resident patent filings (per million population),10
Cuba,2005,Resident patent filings (per million population),9
Cuba,2014,Resident patent filings (per million population),2
Cuba,2016,Resident patent filings (per million population),3
Cuba,1985,Grants of patents (number),18
Cuba,1995,Grants of patents (number),77
Cuba,2005,Grants of patents (number),64
Cuba,2014,Grants of patents (number),94
Cuba,2016,Grants of patents (number),93
Cuba,2005,Patents in force (number),653
Cuba,2014,Patents in force (number),927
Cuba,2016,Patents in force (number),857
Cyprus,2005,Resident patent filings (per million population),54
Cyprus,2010,Resident patent filings (per million population),35
Cyprus,2014,Resident patent filings (per million population),44
Cyprus,2015,Resident patent filings (per million population),37
Cyprus,2016,Resident patent filings (per million population),43
Cyprus,1985,Grants of patents (number),43
Cyprus,2005,Grants of patents (number),68
Cyprus,2010,Grants of patents (number),19
Cyprus,2005,Patents in force (number),"3,521"
Cyprus,2010,Patents in force (number),333
Cyprus,2014,Patents in force (number),149
Cyprus,2015,Patents in force (number),114
Cyprus,2016,Patents in force (number),79
Czechia,1995,Resident patent filings (per million population),61
Czechia,2005,Resident patent filings (per million population),65
Czechia,2010,Resident patent filings (per million population),99
Czechia,2014,Resident patent filings (per million population),102
Czechia,2015,Resident patent filings (per million population),104
Czechia,2016,Resident patent filings (per million population),93
Czechia,1995,Grants of patents (number),"1,299"
Czechia,2005,Grants of patents (number),"1,551"
Czechia,2010,Grants of patents (number),911
Czechia,2014,Grants of patents (number),688
Czechia,2015,Grants of patents (number),749
Czechia,2016,Grants of patents (number),781
Czechia,2005,Patents in force (number),"10,165"
Czechia,2010,Patents in force (number),"23,415"
Czechia,2014,Patents in force (number),"32,590"
Czechia,2015,Patents in force (number),"34,837"
Czechia,2016,Patents in force (number),"37,889"
Dem. People's Rep. Korea,2005,Resident patent filings (per million population),245
Dem. People's Rep. Korea,2010,Resident patent filings (per million population),326
Dem. People's Rep. Korea,2005,Grants of patents (number),"3,583"
Dem. People's Rep. Korea,2010,Grants of patents (number),"6,290"
Denmark,1985,Resident patent filings (per million population),167
Denmark,1995,Resident patent filings (per million population),236
Denmark,2005,Resident patent filings (per million population),523
Denmark,2010,Resident patent filings (per million population),625
Denmark,2014,Resident patent filings (per million population),595
Denmark,2015,Resident patent filings (per million population),596
Denmark,2016,Resident patent filings (per million population),597
Denmark,1985,Grants of patents (number),"1,054"
Denmark,1995,Grants of patents (number),"1,120"
Denmark,2005,Grants of patents (number),389
Denmark,2010,Grants of patents (number),155
Denmark,2014,Grants of patents (number),292
Denmark,2015,Grants of patents (number),430
Denmark,2016,Grants of patents (number),409
Denmark,2005,Patents in force (number),"56,978"
Denmark,2010,Patents in force (number),"47,732"
Denmark,2014,Patents in force (number),"51,345"
Denmark,2015,Patents in force (number),"52,321"
Denmark,2016,Patents in force (number),"55,715"
Dominican Republic,2014,Resident patent filings (per million population),1
Dominican Republic,2015,Resident patent filings (per million population),2
Dominican Republic,2016,Resident patent filings (per million population),2
Dominican Republic,2014,Grants of patents (number),62
Dominican Republic,2015,Grants of patents (number),24
Dominican Republic,2016,Grants of patents (number),21
Dominican Republic,2014,Patents in force (number),294
Dominican Republic,2015,Patents in force (number),311
Dominican Republic,2016,Patents in force (number),265
Ecuador,1995,Resident patent filings (per million population),1
Ecuador,2005,Resident patent filings (per million population),1
Ecuador,2014,Resident patent filings (per million population),2
Ecuador,2015,Resident patent filings (per million population),1
Ecuador,2016,Resident patent filings (per million population),3
Ecuador,1995,Grants of patents (number),90
Ecuador,2005,Grants of patents (number),38
Ecuador,2010,Grants of patents (number),28
Ecuador,2014,Grants of patents (number),20
Ecuador,2015,Grants of patents (number),14
Ecuador,2016,Grants of patents (number),10
Ecuador,2005,Patents in force (number),38
Ecuador,2010,Patents in force (number),199
Egypt,1985,Resident patent filings (per million population),3
Egypt,1995,Resident patent filings (per million population),6
Egypt,2005,Resident patent filings (per million population),6
Egypt,2010,Resident patent filings (per million population),7
Egypt,2014,Resident patent filings (per million population),8
Egypt,2015,Resident patent filings (per million population),8
Egypt,2016,Resident patent filings (per million population),10
Egypt,1985,Grants of patents (number),298
Egypt,1995,Grants of patents (number),346
Egypt,2005,Grants of patents (number),147
Egypt,2010,Grants of patents (number),321
Egypt,2014,Grants of patents (number),415
Egypt,2015,Grants of patents (number),472
Egypt,2016,Grants of patents (number),450
Egypt,2010,Patents in force (number),"3,316"
Egypt,2014,Patents in force (number),"4,012"
Egypt,2015,Patents in force (number),"3,703"
Egypt,2016,Patents in force (number),"3,189"
El Salvador,1985,Resident patent filings (per million population),3
El Salvador,1995,Resident patent filings (per million population),1
El Salvador,2015,Resident patent filings (per million population),1
El Salvador,2016,Resident patent filings (per million population),1
El Salvador,1985,Grants of patents (number),70
El Salvador,1995,Grants of patents (number),61
El Salvador,2014,Grants of patents (number),77
El Salvador,2015,Grants of patents (number),35
El Salvador,2016,Grants of patents (number),40
El Salvador,2014,Patents in force (number),"1,642"
Estonia,1995,Resident patent filings (per million population),11
Estonia,2005,Resident patent filings (per million population),19
Estonia,2010,Resident patent filings (per million population),83
Estonia,2014,Resident patent filings (per million population),61
Estonia,2015,Resident patent filings (per million population),47
Estonia,2016,Resident patent filings (per million population),55
Estonia,2005,Grants of patents (number),163
Estonia,2010,Grants of patents (number),120
Estonia,2014,Grants of patents (number),38
Estonia,2015,Grants of patents (number),24
Estonia,2016,Grants of patents (number),27
Estonia,2005,Patents in force (number),"1,395"
Estonia,2010,Patents in force (number),"5,317"
Estonia,2014,Patents in force (number),"7,904"
Estonia,2015,Patents in force (number),"8,356"
Estonia,2016,Patents in force (number),"8,924"
Eswatini,1985,Grants of patents (number),30
Eswatini,2014,Grants of patents (number),2
Eswatini,2015,Grants of patents (number),2
Ethiopia,2005,Grants of patents (number),9
Fiji,1985,Grants of patents (number),15
Finland,1985,Resident patent filings (per million population),352
Finland,1995,Resident patent filings (per million population),403
Finland,2005,Resident patent filings (per million population),637
Finland,2010,Resident patent filings (per million population),628
Finland,2014,Resident patent filings (per million population),662
Finland,2015,Resident patent filings (per million population),601
Finland,2016,Resident patent filings (per million population),560
Finland,1985,Grants of patents (number),"2,160"
Finland,1995,Grants of patents (number),"2,347"
Finland,2005,Grants of patents (number),"1,757"
Finland,2010,Grants of patents (number),923
Finland,2014,Grants of patents (number),787
Finland,2015,Grants of patents (number),931
Finland,2016,Grants of patents (number),815
Finland,2005,Patents in force (number),"39,450"
Finland,2010,Patents in force (number),"46,622"
Finland,2014,Patents in force (number),"47,344"
Finland,2015,Patents in force (number),"48,242"
Finland,2016,Patents in force (number),"48,588"
France,1985,Resident patent filings (per million population),212
France,1995,Resident patent filings (per million population),209
France,2005,Resident patent filings (per million population),354
France,2010,Resident patent filings (per million population),373
France,2014,Resident patent filings (per million population),379
France,2015,Resident patent filings (per million population),377
France,2016,Resident patent filings (per million population),369
France,1985,Grants of patents (number),"24,195"
France,1995,Grants of patents (number),"17,918"
France,2005,Grants of patents (number),"11,473"
France,2010,Grants of patents (number),"9,899"
France,2014,Grants of patents (number),"11,889"
France,2015,Grants of patents (number),"12,699"
France,2016,Grants of patents (number),"12,374"
France,2005,Patents in force (number),"343,568"
France,2010,Patents in force (number),"435,915"
France,2014,Patents in force (number),"510,490"
France,2015,Patents in force (number),"520,069"
France,2016,Patents in force (number),"535,554"
Gambia,2005,Grants of patents (number),2
Georgia,1995,Resident patent filings (per million population),61
Georgia,2005,Resident patent filings (per million population),54
Georgia,2010,Resident patent filings (per million population),47
Georgia,2014,Resident patent filings (per million population),30
Georgia,2015,Resident patent filings (per million population),27
Georgia,2016,Resident patent filings (per million population),26
Georgia,1995,Grants of patents (number),133
Georgia,2005,Grants of patents (number),320
Georgia,2010,Grants of patents (number),258
Georgia,2014,Grants of patents (number),209
Georgia,2015,Grants of patents (number),206
Georgia,2016,Grants of patents (number),177
Georgia,2005,Patents in force (number),"1,040"
Georgia,2010,Patents in force (number),"1,044"
Georgia,2014,Patents in force (number),"1,486"
Georgia,2015,Patents in force (number),"1,650"
Georgia,2016,Patents in force (number),"1,394"
Germany,1985,Resident patent filings (per million population),415
Germany,1995,Resident patent filings (per million population),467
Germany,2005,Resident patent filings (per million population),875
Germany,2010,Resident patent filings (per million population),910
Germany,2014,Resident patent filings (per million population),912
Germany,2015,Resident patent filings (per million population),884
Germany,2016,Resident patent filings (per million population),890
Germany,1985,Grants of patents (number),"19,500"
Germany,1995,Grants of patents (number),"16,000"
Germany,2005,Grants of patents (number),"17,063"
Germany,2010,Grants of patents (number),"13,678"
Germany,2014,Grants of patents (number),"15,030"
Germany,2015,Grants of patents (number),"14,795"
Germany,2016,Grants of patents (number),"15,652"
Germany,2005,Patents in force (number),"434,663"
Germany,2010,Patents in force (number),"514,046"
Germany,2014,Patents in force (number),"576,273"
Germany,2015,Patents in force (number),"602,013"
Germany,2016,Patents in force (number),"617,307"
Ghana,2016,Grants of patents (number),25
Ghana,2016,Patents in force (number),25
Greece,1985,Resident patent filings (per million population),113
Greece,1995,Resident patent filings (per million population),25
Greece,2005,Resident patent filings (per million population),48
Greece,2010,Resident patent filings (per million population),73
