,Year,Series,Value
North America,2000,Changes in stocks (petajoules),"-2,221"
North America,2005,Changes in stocks (petajoules),-153
North America,2010,Changes in stocks (petajoules),-612
North America,2014,Changes in stocks (petajoules),980
North America,2015,Changes in stocks (petajoules),"2,082"
North America,2016,Changes in stocks (petajoules),"-1,220"
North America,1990,Total supply (petajoules),"95,497"
North America,1995,Total supply (petajoules),"103,367"
North America,2000,Total supply (petajoules),"114,008"
North America,2005,Total supply (petajoules),"118,233"
North America,2010,Total supply (petajoules),"113,741"
North America,2014,Total supply (petajoules),"114,473"
North America,2015,Total supply (petajoules),"113,586"
North America,2016,Total supply (petajoules),"112,759"
North America,1990,Supply per capita (gigajoules),223
North America,1995,Supply per capita (gigajoules),226
North America,2000,Supply per capita (gigajoules),234
North America,2005,Supply per capita (gigajoules),230
North America,2010,Supply per capita (gigajoules),209
North America,2014,Supply per capita (gigajoules),202
North America,2015,Supply per capita (gigajoules),199
North America,2016,Supply per capita (gigajoules),195
South America,1990,Primary energy production (petajoules),"16,260"
South America,1995,Primary energy production (petajoules),"20,322"
South America,2000,Primary energy production (petajoules),"24,066"
South America,2005,Primary energy production (petajoules),"26,610"
South America,2010,Primary energy production (petajoules),"29,395"
South America,2014,Primary energy production (petajoules),"31,197"
South America,2015,Primary energy production (petajoules),"31,933"
South America,2016,Primary energy production (petajoules),"31,617"
South America,1990,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,752"
South America,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,789"
South America,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,316"
South America,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-8,057"
South America,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,245"
South America,2014,Net imports [Imports - Exports - Bunkers] (petajoules),"-6,750"
South America,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,668"
South America,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,792"
South America,1990,Changes in stocks (petajoules),86
South America,1995,Changes in stocks (petajoules),-6
South America,2000,Changes in stocks (petajoules),-13
South America,2005,Changes in stocks (petajoules),-323
South America,2010,Changes in stocks (petajoules),-65
South America,2014,Changes in stocks (petajoules),165
South America,2015,Changes in stocks (petajoules),-80
South America,2016,Changes in stocks (petajoules),-193
South America,1990,Total supply (petajoules),"12,421"
South America,1995,Total supply (petajoules),"14,539"
South America,2000,Total supply (petajoules),"16,762"
South America,2005,Total supply (petajoules),"18,877"
South America,2010,Total supply (petajoules),"22,215"
South America,2014,Total supply (petajoules),"24,281"
South America,2015,Total supply (petajoules),"24,344"
South America,2016,Total supply (petajoules),"24,018"
South America,1990,Supply per capita (gigajoules),42
South America,1995,Supply per capita (gigajoules),45
South America,2000,Supply per capita (gigajoules),48
South America,2005,Supply per capita (gigajoules),51
South America,2010,Supply per capita (gigajoules),56
South America,2014,Supply per capita (gigajoules),59
South America,2015,Supply per capita (gigajoules),58
South America,2016,Supply per capita (gigajoules),57
Asia,1990,Primary energy production (petajoules),"106,957"
Asia,1995,Primary energy production (petajoules),"132,962"
Asia,2000,Primary energy production (petajoules),"149,279"
Asia,2005,Primary energy production (petajoules),"192,228"
Asia,2010,Primary energy production (petajoules),"236,262"
Asia,2014,Primary energy production (petajoules),"259,448"
Asia,2015,Primary energy production (petajoules),"261,719"
Asia,2016,Primary energy production (petajoules),"263,754"
Asia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),"-11,594"
Asia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-8,916"
Asia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-9,719"
Asia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-9,634"
Asia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),192
Asia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),"7,015"
Asia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"7,471"
Asia,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"3,696"
Asia,1990,Changes in stocks (petajoules),"1,714"
Asia,1995,Changes in stocks (petajoules),603
Asia,2000,Changes in stocks (petajoules),-736
Asia,2005,Changes in stocks (petajoules),-385
Asia,2010,Changes in stocks (petajoules),"1,643"
Asia,2014,Changes in stocks (petajoules),"1,482"
Asia,2015,Changes in stocks (petajoules),163
Asia,2016,Changes in stocks (petajoules),"-2,010"
Asia,1990,Total supply (petajoules),"93,651"
Asia,1995,Total supply (petajoules),"123,443"
Asia,2000,Total supply (petajoules),"140,296"
Asia,2005,Total supply (petajoules),"182,979"
Asia,2010,Total supply (petajoules),"234,810"
Asia,2014,Total supply (petajoules),"264,981"
Asia,2015,Total supply (petajoules),"269,027"
Asia,2016,Total supply (petajoules),"269,460"
Asia,1990,Supply per capita (gigajoules),30
Asia,1995,Supply per capita (gigajoules),36
Asia,2000,Supply per capita (gigajoules),38
Asia,2005,Supply per capita (gigajoules),46
Asia,2010,Supply per capita (gigajoules),56
Asia,2014,Supply per capita (gigajoules),61
Asia,2015,Supply per capita (gigajoules),61
Asia,2016,Supply per capita (gigajoules),60
Europe,1990,Primary energy production (petajoules),"112,829"
Europe,1995,Primary energy production (petajoules),"93,292"
Europe,2000,Primary energy production (petajoules),"94,693"
Europe,2005,Primary energy production (petajoules),"102,594"
Europe,2010,Primary energy production (petajoules),"102,548"
Europe,2014,Primary energy production (petajoules),"101,103"
Europe,2015,Primary energy production (petajoules),"101,163"
Europe,2016,Primary energy production (petajoules),"102,064"
Europe,1990,Net imports [Imports - Exports - Bunkers] (petajoules),"14,000"
Europe,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"13,520"
Europe,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"12,290"
Europe,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"10,806"
Europe,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"8,049"
Europe,2014,Net imports [Imports - Exports - Bunkers] (petajoules),"4,653"
Europe,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"3,791"
Europe,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"2,855"
Europe,1990,Changes in stocks (petajoules),366
Europe,1995,Changes in stocks (petajoules),94
Europe,2000,Changes in stocks (petajoules),267
Europe,2005,Changes in stocks (petajoules),581
Europe,2010,Changes in stocks (petajoules),"-1,128"
Europe,2014,Changes in stocks (petajoules),481
Europe,2015,Changes in stocks (petajoules),221
Europe,2016,Changes in stocks (petajoules),-879
Europe,1990,Total supply (petajoules),"126,463"
Europe,1995,Total supply (petajoules),"106,718"
Europe,2000,Total supply (petajoules),"106,716"
Europe,2005,Total supply (petajoules),"112,819"
Europe,2010,Total supply (petajoules),"111,724"
Europe,2014,Total supply (petajoules),"105,274"
Europe,2015,Total supply (petajoules),"104,734"
Europe,2016,Total supply (petajoules),"105,798"
Europe,1990,Supply per capita (gigajoules),116
Europe,1995,Supply per capita (gigajoules),147
Europe,2000,Supply per capita (gigajoules),147
Europe,2005,Supply per capita (gigajoules),154
Europe,2010,Supply per capita (gigajoules),152
Europe,2014,Supply per capita (gigajoules),142
Europe,2015,Supply per capita (gigajoules),141
Europe,2016,Supply per capita (gigajoules),143
Oceania,1990,Primary energy production (petajoules),"7,337"
Oceania,1995,Primary energy production (petajoules),"8,612"
Oceania,2000,Primary energy production (petajoules),"10,598"
Oceania,2005,Primary energy production (petajoules),"12,213"
Oceania,2010,Primary energy production (petajoules),"14,484"
Oceania,2014,Primary energy production (petajoules),"16,233"
Oceania,2015,Primary energy production (petajoules),"17,142"
Oceania,2016,Primary energy production (petajoules),"17,470"
Oceania,1990,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,752"
Oceania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,785"
Oceania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,363"
Oceania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-6,518"
Oceania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-7,710"
Oceania,2014,Net imports [Imports - Exports - Bunkers] (petajoules),"-9,730"
Oceania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,554"
Oceania,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-10,900"
Oceania,1990,Changes in stocks (petajoules),203
Oceania,1995,Changes in stocks (petajoules),103
Oceania,2000,Changes in stocks (petajoules),-233
Oceania,2005,Changes in stocks (petajoules),-37
Oceania,2010,Changes in stocks (petajoules),280
Oceania,2014,Changes in stocks (petajoules),47
Oceania,2015,Changes in stocks (petajoules),67
Oceania,2016,Changes in stocks (petajoules),-153
Oceania,1990,Total supply (petajoules),"4,381"
Oceania,1995,Total supply (petajoules),"4,723"
Oceania,2000,Total supply (petajoules),"5,468"
Oceania,2005,Total supply (petajoules),"5,730"
Oceania,2010,Total supply (petajoules),"6,494"
Oceania,2014,Total supply (petajoules),"6,456"
Oceania,2015,Total supply (petajoules),"6,520"
Oceania,2016,Total supply (petajoules),"6,722"
Oceania,1990,Supply per capita (gigajoules),161
Oceania,1995,Supply per capita (gigajoules),163
Oceania,2000,Supply per capita (gigajoules),176
Oceania,2005,Supply per capita (gigajoules),171
Oceania,2010,Supply per capita (gigajoules),177
Oceania,2014,Supply per capita (gigajoules),166
Oceania,2015,Supply per capita (gigajoules),165
Oceania,2016,Supply per capita (gigajoules),168
Afghanistan,1990,Primary energy production (petajoules),19
Afghanistan,1995,Primary energy production (petajoules),16
Afghanistan,2000,Primary energy production (petajoules),18
Afghanistan,2005,Primary energy production (petajoules),23
Afghanistan,2010,Primary energy production (petajoules),41
Afghanistan,2014,Primary energy production (petajoules),63
Afghanistan,2015,Primary energy production (petajoules),60
Afghanistan,2016,Primary energy production (petajoules),70
Afghanistan,1990,Net imports [Imports - Exports - Bunkers] (petajoules),28
Afghanistan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),13
Afghanistan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),8
Afghanistan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),14
Afghanistan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),96
Afghanistan,2014,Net imports [Imports - Exports - Bunkers] (petajoules),72
Afghanistan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),86
Afghanistan,2016,Net imports [Imports - Exports - Bunkers] (petajoules),73
Afghanistan,1990,Changes in stocks (petajoules),0
Afghanistan,1995,Changes in stocks (petajoules),0
Afghanistan,2000,Changes in stocks (petajoules),0
Afghanistan,1990,Total supply (petajoules),46
Afghanistan,1995,Total supply (petajoules),29
Afghanistan,2000,Total supply (petajoules),25
Afghanistan,2005,Total supply (petajoules),36
Afghanistan,2010,Total supply (petajoules),137
Afghanistan,2014,Total supply (petajoules),135
Afghanistan,2015,Total supply (petajoules),146
Afghanistan,2016,Total supply (petajoules),143
Afghanistan,1990,Supply per capita (gigajoules),4
Afghanistan,1995,Supply per capita (gigajoules),1
Afghanistan,2000,Supply per capita (gigajoules),1
Afghanistan,2005,Supply per capita (gigajoules),1
Afghanistan,2010,Supply per capita (gigajoules),5
Afghanistan,2014,Supply per capita (gigajoules),4
Afghanistan,2015,Supply per capita (gigajoules),4
Afghanistan,2016,Supply per capita (gigajoules),4
Albania,1990,Primary energy production (petajoules),99
Albania,1995,Primary energy production (petajoules),43
Albania,2000,Primary energy production (petajoules),34
Albania,2005,Primary energy production (petajoules),48
Albania,2010,Primary energy production (petajoules),69
Albania,2014,Primary energy production (petajoules),85
Albania,2015,Primary energy production (petajoules),88
Albania,2016,Primary energy production (petajoules),82
Albania,1990,Net imports [Imports - Exports - Bunkers] (petajoules),15
Albania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),4
Albania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),31
Albania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),43
Albania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),22
Albania,2014,Net imports [Imports - Exports - Bunkers] (petajoules),34
Albania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),8
Albania,2016,Net imports [Imports - Exports - Bunkers] (petajoules),16
Albania,1990,Changes in stocks (petajoules),23
Albania,1995,Changes in stocks (petajoules),0
Albania,2005,Changes in stocks (petajoules),0
Albania,2010,Changes in stocks (petajoules),0
Albania,2014,Changes in stocks (petajoules),13
Albania,2015,Changes in stocks (petajoules),6
Albania,2016,Changes in stocks (petajoules),5
Albania,1990,Total supply (petajoules),92
Albania,1995,Total supply (petajoules),47
Albania,2000,Total supply (petajoules),65
Albania,2005,Total supply (petajoules),91
Albania,2010,Total supply (petajoules),91
Albania,2014,Total supply (petajoules),104
Albania,2015,Total supply (petajoules),91
Albania,2016,Total supply (petajoules),92
Albania,1990,Supply per capita (gigajoules),28
Albania,1995,Supply per capita (gigajoules),15
Albania,2000,Supply per capita (gigajoules),21
Albania,2005,Supply per capita (gigajoules),29
Albania,2010,Supply per capita (gigajoules),31
Albania,2014,Supply per capita (gigajoules),36
Albania,2015,Supply per capita (gigajoules),31
Albania,2016,Supply per capita (gigajoules),31
Algeria,1990,Primary energy production (petajoules),"4,380"
Algeria,1995,Primary energy production (petajoules),"4,748"
Algeria,2000,Primary energy production (petajoules),"6,556"
Algeria,2005,Primary energy production (petajoules),"7,534"
Algeria,2010,Primary energy production (petajoules),"6,200"
Algeria,2014,Primary energy production (petajoules),"5,900"
Algeria,2015,Primary energy production (petajoules),"5,883"
Algeria,2016,Primary energy production (petajoules),"6,283"
Algeria,1990,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,263"
Algeria,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,485"
Algeria,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,414"
Algeria,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-5,952"
Algeria,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,551"
Algeria,2014,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,732"
Algeria,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,694"
Algeria,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-4,074"
Algeria,1990,Changes in stocks (petajoules),41
Algeria,1995,Changes in stocks (petajoules),-8
Algeria,2000,Changes in stocks (petajoules),-27
Algeria,2005,Changes in stocks (petajoules),0
Algeria,2010,Changes in stocks (petajoules),9
Algeria,2014,Changes in stocks (petajoules),44
Algeria,2015,Changes in stocks (petajoules),-35
Algeria,2016,Changes in stocks (petajoules),-3
Algeria,1990,Total supply (petajoules),"1,075"
Algeria,1995,Total supply (petajoules),"1,270"
Algeria,2000,Total supply (petajoules),"1,170"
Algeria,2005,Total supply (petajoules),"1,583"
Algeria,2010,Total supply (petajoules),"1,641"
Algeria,2014,Total supply (petajoules),"2,123"
Algeria,2015,Total supply (petajoules),"2,222"
Algeria,2016,Total supply (petajoules),"2,211"
Algeria,1990,Supply per capita (gigajoules),43
Algeria,1995,Supply per capita (gigajoules),45
Algeria,2000,Supply per capita (gigajoules),38
Algeria,2005,Supply per capita (gigajoules),48
Algeria,2010,Supply per capita (gigajoules),45
Algeria,2014,Supply per capita (gigajoules),54
Algeria,2015,Supply per capita (gigajoules),56
Algeria,2016,Supply per capita (gigajoules),54
Andorra,1990,Primary energy production (petajoules),0
Andorra,1995,Primary energy production (petajoules),0
Andorra,2000,Primary energy production (petajoules),0
Andorra,2005,Primary energy production (petajoules),0
Andorra,2010,Primary energy production (petajoules),1
Andorra,2014,Primary energy production (petajoules),1
Andorra,2015,Primary energy production (petajoules),1
Andorra,2016,Primary energy production (petajoules),1
Andorra,1990,Net imports [Imports - Exports - Bunkers] (petajoules),6
Andorra,1995,Net imports [Imports - Exports - Bunkers] (petajoules),7
Andorra,2000,Net imports [Imports - Exports - Bunkers] (petajoules),9
Andorra,2005,Net imports [Imports - Exports - Bunkers] (petajoules),10
Andorra,2010,Net imports [Imports - Exports - Bunkers] (petajoules),9
Andorra,2014,Net imports [Imports - Exports - Bunkers] (petajoules),8
Andorra,2015,Net imports [Imports - Exports - Bunkers] (petajoules),8
Andorra,2016,Net imports [Imports - Exports - Bunkers] (petajoules),8
Andorra,1990,Total supply (petajoules),7
Andorra,1995,Total supply (petajoules),7
Andorra,2000,Total supply (petajoules),9
Andorra,2005,Total supply (petajoules),10
Andorra,2010,Total supply (petajoules),10
Andorra,2014,Total supply (petajoules),9
Andorra,2015,Total supply (petajoules),9
Andorra,2016,Total supply (petajoules),9
Andorra,1990,Supply per capita (gigajoules),130
Andorra,1995,Supply per capita (gigajoules),111
Andorra,2000,Supply per capita (gigajoules),138
Andorra,2005,Supply per capita (gigajoules),130
Andorra,2010,Supply per capita (gigajoules),114
Andorra,2014,Supply per capita (gigajoules),111
Andorra,2015,Supply per capita (gigajoules),113
Andorra,2016,Supply per capita (gigajoules),116
Angola,1990,Primary energy production (petajoules),"1,198"
Angola,1995,Primary energy production (petajoules),"1,585"
Angola,2000,Primary energy production (petajoules),"1,803"
Angola,2005,Primary energy production (petajoules),"2,934"
Angola,2010,Primary energy production (petajoules),"4,085"
Angola,2014,Primary energy production (petajoules),"3,942"
Angola,2015,Primary energy production (petajoules),"4,172"
Angola,2016,Primary energy production (petajoules),"4,101"
Angola,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-960
Angola,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,224"
Angola,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,475"
Angola,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"-2,565"
Angola,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,547"
Angola,2014,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,244"
Angola,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,536"
Angola,2016,Net imports [Imports - Exports - Bunkers] (petajoules),"-3,442"
Angola,1995,Changes in stocks (petajoules),17
Angola,2000,Changes in stocks (petajoules),21
Angola,2005,Changes in stocks (petajoules),5
Angola,2010,Changes in stocks (petajoules),1
Angola,2014,Changes in stocks (petajoules),-77
Angola,2015,Changes in stocks (petajoules),1
Angola,2016,Changes in stocks (petajoules),4
Angola,1990,Total supply (petajoules),238
Angola,1995,Total supply (petajoules),343
Angola,2000,Total supply (petajoules),308
Angola,2005,Total supply (petajoules),363
Angola,2010,Total supply (petajoules),537
Angola,2014,Total supply (petajoules),774
Angola,2015,Total supply (petajoules),635
Angola,2016,Total supply (petajoules),655
Angola,1990,Supply per capita (gigajoules),23
Angola,1995,Supply per capita (gigajoules),28
Angola,2000,Supply per capita (gigajoules),22
Angola,2005,Supply per capita (gigajoules),22
Angola,2010,Supply per capita (gigajoules),23
Angola,2014,Supply per capita (gigajoules),29
Angola,2015,Supply per capita (gigajoules),23
Angola,2016,Supply per capita (gigajoules),23
Anguilla,1990,Primary energy production (petajoules),0
Anguilla,1995,Primary energy production (petajoules),0
Anguilla,2000,Primary energy production (petajoules),0
Anguilla,2005,Primary energy production (petajoules),0
Anguilla,2010,Primary energy production (petajoules),0
Anguilla,2014,Primary energy production (petajoules),0
Anguilla,2015,Primary energy production (petajoules),0
Anguilla,2016,Primary energy production (petajoules),0
Anguilla,1990,Net imports [Imports - Exports - Bunkers] (petajoules),1
Anguilla,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
Anguilla,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1
Anguilla,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
Anguilla,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
Anguilla,2014,Net imports [Imports - Exports - Bunkers] (petajoules),2
Anguilla,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
Anguilla,2016,Net imports [Imports - Exports - Bunkers] (petajoules),2
Anguilla,1990,Total supply (petajoules),1
Anguilla,1995,Total supply (petajoules),1
Anguilla,2000,Total supply (petajoules),1
Anguilla,2005,Total supply (petajoules),2
Anguilla,2010,Total supply (petajoules),2
Anguilla,2014,Total supply (petajoules),2
Anguilla,2015,Total supply (petajoules),2
Anguilla,2016,Total supply (petajoules),2
Anguilla,1990,Supply per capita (gigajoules),87
Anguilla,1995,Supply per capita (gigajoules),94
Anguilla,2000,Supply per capita (gigajoules),117
Anguilla,2005,Supply per capita (gigajoules),132
Anguilla,2010,Supply per capita (gigajoules),155
Anguilla,2014,Supply per capita (gigajoules),136
Anguilla,2015,Supply per capita (gigajoules),151
Anguilla,2016,Supply per capita (gigajoules),149
Antigua and Barbuda,2010,Primary energy production (petajoules),0
Antigua and Barbuda,1990,Net imports [Imports - Exports - Bunkers] (petajoules),5
Antigua and Barbuda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),4
Antigua and Barbuda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),5
Antigua and Barbuda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7
Antigua and Barbuda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),8
Antigua and Barbuda,2014,Net imports [Imports - Exports - Bunkers] (petajoules),8
Antigua and Barbuda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),8
Antigua and Barbuda,2016,Net imports [Imports - Exports - Bunkers] (petajoules),9
Antigua and Barbuda,1990,Total supply (petajoules),4
Antigua and Barbuda,1995,Total supply (petajoules),4
Antigua and Barbuda,2000,Total supply (petajoules),5
Antigua and Barbuda,2005,Total supply (petajoules),6
Antigua and Barbuda,2010,Total supply (petajoules),8
Antigua and Barbuda,2014,Total supply (petajoules),8
Antigua and Barbuda,2015,Total supply (petajoules),8
Antigua and Barbuda,2016,Total supply (petajoules),8
Antigua and Barbuda,1990,Supply per capita (gigajoules),68
Antigua and Barbuda,1995,Supply per capita (gigajoules),60
Antigua and Barbuda,2000,Supply per capita (gigajoules),65
Antigua and Barbuda,2005,Supply per capita (gigajoules),75
Antigua and Barbuda,2010,Supply per capita (gigajoules),79
Antigua and Barbuda,2014,Supply per capita (gigajoules),77
Antigua and Barbuda,2015,Supply per capita (gigajoules),78
