,Year,Series,Value
Andorra,2016,Tourist/visitor arrivals (thousands),"2,819"
Andorra,2017,Tourist/visitor arrivals (thousands),"3,003"
Angola,1995,Tourist/visitor arrivals (thousands),9
Angola,2005,Tourist/visitor arrivals (thousands),210
Angola,2010,Tourist/visitor arrivals (thousands),425
Angola,2015,Tourist/visitor arrivals (thousands),592
Angola,2016,Tourist/visitor arrivals (thousands),397
Angola,2017,Tourist/visitor arrivals (thousands),261
Angola,1995,Tourism expenditure (millions of US dollars),27
Angola,2005,Tourism expenditure (millions of US dollars),103
Angola,2010,Tourism expenditure (millions of US dollars),726
Angola,2015,Tourism expenditure (millions of US dollars),"1,171"
Angola,2016,Tourism expenditure (millions of US dollars),628
Angola,2017,Tourism expenditure (millions of US dollars),884
Anguilla,1995,Tourist/visitor arrivals (thousands),39
Anguilla,2005,Tourist/visitor arrivals (thousands),62
Anguilla,2010,Tourist/visitor arrivals (thousands),62
Anguilla,2015,Tourist/visitor arrivals (thousands),73
Anguilla,2016,Tourist/visitor arrivals (thousands),79
Anguilla,2017,Tourist/visitor arrivals (thousands),68
Anguilla,1995,Tourism expenditure (millions of US dollars),50
Anguilla,2005,Tourism expenditure (millions of US dollars),86
Anguilla,2010,Tourism expenditure (millions of US dollars),99
Anguilla,2015,Tourism expenditure (millions of US dollars),142
Anguilla,2016,Tourism expenditure (millions of US dollars),143
Anguilla,2017,Tourism expenditure (millions of US dollars),149
Antigua and Barbuda,1995,Tourist/visitor arrivals (thousands),220
Antigua and Barbuda,2005,Tourist/visitor arrivals (thousands),245
Antigua and Barbuda,2010,Tourist/visitor arrivals (thousands),230
Antigua and Barbuda,2015,Tourist/visitor arrivals (thousands),250
Antigua and Barbuda,2016,Tourist/visitor arrivals (thousands),265
Antigua and Barbuda,2017,Tourist/visitor arrivals (thousands),247
Antigua and Barbuda,1995,Tourism expenditure (millions of US dollars),247
Antigua and Barbuda,2005,Tourism expenditure (millions of US dollars),309
Antigua and Barbuda,2010,Tourism expenditure (millions of US dollars),298
Antigua and Barbuda,2015,Tourism expenditure (millions of US dollars),805
Antigua and Barbuda,2016,Tourism expenditure (millions of US dollars),804
Antigua and Barbuda,2017,Tourism expenditure (millions of US dollars),774
Argentina,1995,Tourist/visitor arrivals (thousands),"2,289"
Argentina,2005,Tourist/visitor arrivals (thousands),"3,823"
Argentina,2010,Tourist/visitor arrivals (thousands),"5,325"
Argentina,2015,Tourist/visitor arrivals (thousands),"5,736"
Argentina,2016,Tourist/visitor arrivals (thousands),"6,655"
Argentina,2017,Tourist/visitor arrivals (thousands),"6,720"
Argentina,1995,Tourism expenditure (millions of US dollars),"2,550"
Argentina,2005,Tourism expenditure (millions of US dollars),"3,209"
Argentina,2010,Tourism expenditure (millions of US dollars),"5,605"
Argentina,2015,Tourism expenditure (millions of US dollars),"5,441"
Argentina,2016,Tourism expenditure (millions of US dollars),"5,186"
Argentina,2017,Tourism expenditure (millions of US dollars),"5,514"
Armenia,1995,Tourist/visitor arrivals (thousands),12
Armenia,2005,Tourist/visitor arrivals (thousands),319
Armenia,2010,Tourist/visitor arrivals (thousands),684
Armenia,2015,Tourist/visitor arrivals (thousands),"1,192"
Armenia,2016,Tourist/visitor arrivals (thousands),"1,260"
Armenia,2017,Tourist/visitor arrivals (thousands),"1,495"
Armenia,1995,Tourism expenditure (millions of US dollars),14
Armenia,2005,Tourism expenditure (millions of US dollars),243
Armenia,2010,Tourism expenditure (millions of US dollars),694
Armenia,2015,Tourism expenditure (millions of US dollars),956
Armenia,2016,Tourism expenditure (millions of US dollars),988
Armenia,2017,Tourism expenditure (millions of US dollars),"1,140"
Aruba,1995,Tourist/visitor arrivals (thousands),619
Aruba,2005,Tourist/visitor arrivals (thousands),733
Aruba,2010,Tourist/visitor arrivals (thousands),824
Aruba,2015,Tourist/visitor arrivals (thousands),"1,225"
Aruba,2016,Tourist/visitor arrivals (thousands),"1,102"
Aruba,2017,Tourist/visitor arrivals (thousands),"1,071"
Aruba,1995,Tourism expenditure (millions of US dollars),554
Aruba,2005,Tourism expenditure (millions of US dollars),"1,097"
Aruba,2010,Tourism expenditure (millions of US dollars),"1,254"
Aruba,2015,Tourism expenditure (millions of US dollars),"1,664"
Aruba,2016,Tourism expenditure (millions of US dollars),"1,632"
Aruba,2017,Tourism expenditure (millions of US dollars),"1,733"
Australia,1995,Tourist/visitor arrivals (thousands),"3,726"
Australia,2005,Tourist/visitor arrivals (thousands),"5,499"
Australia,2010,Tourist/visitor arrivals (thousands),"5,790"
Australia,2015,Tourist/visitor arrivals (thousands),"7,450"
Australia,2016,Tourist/visitor arrivals (thousands),"8,269"
Australia,2017,Tourist/visitor arrivals (thousands),"8,815"
Australia,1995,Tourism expenditure (millions of US dollars),"10,370"
Australia,2005,Tourism expenditure (millions of US dollars),"19,719"
Australia,2010,Tourism expenditure (millions of US dollars),"31,064"
Australia,2015,Tourism expenditure (millions of US dollars),"30,872"
Australia,2016,Tourism expenditure (millions of US dollars),"36,786"
Australia,2017,Tourism expenditure (millions of US dollars),"43,982"
Austria,1995,Tourist/visitor arrivals (thousands),"17,173"
Austria,2005,Tourist/visitor arrivals (thousands),"19,952"
Austria,2010,Tourist/visitor arrivals (thousands),"22,004"
Austria,2015,Tourist/visitor arrivals (thousands),"26,728"
Austria,2016,Tourist/visitor arrivals (thousands),"28,121"
Austria,2017,Tourist/visitor arrivals (thousands),"29,460"
Austria,1995,Tourism expenditure (millions of US dollars),"13,435"
Austria,2005,Tourism expenditure (millions of US dollars),"16,243"
Austria,2010,Tourism expenditure (millions of US dollars),"18,758"
Austria,2015,Tourism expenditure (millions of US dollars),"20,416"
Austria,2016,Tourism expenditure (millions of US dollars),"20,971"
Austria,2017,Tourism expenditure (millions of US dollars),"22,408"
Azerbaijan,2005,Tourist/visitor arrivals (thousands),693
Azerbaijan,2010,Tourist/visitor arrivals (thousands),"1,280"
Azerbaijan,2015,Tourist/visitor arrivals (thousands),"1,922"
Azerbaijan,2016,Tourist/visitor arrivals (thousands),"2,044"
Azerbaijan,2017,Tourist/visitor arrivals (thousands),"2,454"
Azerbaijan,1995,Tourism expenditure (millions of US dollars),87
Azerbaijan,2005,Tourism expenditure (millions of US dollars),100
Azerbaijan,2010,Tourism expenditure (millions of US dollars),792
Azerbaijan,2015,Tourism expenditure (millions of US dollars),"2,535"
Azerbaijan,2016,Tourism expenditure (millions of US dollars),"2,855"
Azerbaijan,2017,Tourism expenditure (millions of US dollars),"3,214"
Bahamas,1995,Tourist/visitor arrivals (thousands),"1,598"
Bahamas,2005,Tourist/visitor arrivals (thousands),"1,608"
Bahamas,2010,Tourist/visitor arrivals (thousands),"1,370"
Bahamas,2015,Tourist/visitor arrivals (thousands),"1,484"
Bahamas,2016,Tourist/visitor arrivals (thousands),"1,499"
Bahamas,2017,Tourist/visitor arrivals (thousands),"1,439"
Bahamas,1995,Tourism expenditure (millions of US dollars),"1,356"
Bahamas,2005,Tourism expenditure (millions of US dollars),"2,081"
Bahamas,2010,Tourism expenditure (millions of US dollars),"2,159"
Bahamas,2015,Tourism expenditure (millions of US dollars),"2,554"
Bahamas,2016,Tourism expenditure (millions of US dollars),"2,608"
Bahamas,2017,Tourism expenditure (millions of US dollars),"2,598"
Bahrain,1995,Tourist/visitor arrivals (thousands),"2,311"
Bahrain,2005,Tourist/visitor arrivals (thousands),"6,313"
Bahrain,2010,Tourist/visitor arrivals (thousands),"11,952"
Bahrain,2015,Tourist/visitor arrivals (thousands),"9,670"
Bahrain,2016,Tourist/visitor arrivals (thousands),"10,158"
Bahrain,2017,Tourist/visitor arrivals (thousands),"11,370"
Bahrain,1995,Tourism expenditure (millions of US dollars),593
Bahrain,2005,Tourism expenditure (millions of US dollars),"1,603"
Bahrain,2010,Tourism expenditure (millions of US dollars),"2,163"
Bahrain,2015,Tourism expenditure (millions of US dollars),"2,372"
Bahrain,2016,Tourism expenditure (millions of US dollars),"4,021"
Bahrain,2017,Tourism expenditure (millions of US dollars),"3,836"
Bangladesh,1995,Tourist/visitor arrivals (thousands),156
Bangladesh,2005,Tourist/visitor arrivals (thousands),208
Bangladesh,2010,Tourist/visitor arrivals (thousands),303
Bangladesh,2005,Tourism expenditure (millions of US dollars),82
Bangladesh,2010,Tourism expenditure (millions of US dollars),103
Bangladesh,2015,Tourism expenditure (millions of US dollars),150
Bangladesh,2016,Tourism expenditure (millions of US dollars),214
Bangladesh,2017,Tourism expenditure (millions of US dollars),344
Barbados,1995,Tourist/visitor arrivals (thousands),442
Barbados,2005,Tourist/visitor arrivals (thousands),548
Barbados,2010,Tourist/visitor arrivals (thousands),532
Barbados,2015,Tourist/visitor arrivals (thousands),592
Barbados,2016,Tourist/visitor arrivals (thousands),632
Barbados,2017,Tourist/visitor arrivals (thousands),664
Barbados,1995,Tourism expenditure (millions of US dollars),630
Barbados,2005,Tourism expenditure (millions of US dollars),"1,081"
Barbados,2010,Tourism expenditure (millions of US dollars),"1,074"
Belarus,1995,Tourist/visitor arrivals (thousands),161
Belarus,2005,Tourist/visitor arrivals (thousands),91
Belarus,2010,Tourist/visitor arrivals (thousands),119
Belarus,2015,Tourist/visitor arrivals (thousands),"4,386"
Belarus,2016,Tourist/visitor arrivals (thousands),"10,935"
Belarus,2017,Tourist/visitor arrivals (thousands),"11,060"
Belarus,1995,Tourism expenditure (millions of US dollars),28
Belarus,2005,Tourism expenditure (millions of US dollars),346
Belarus,2010,Tourism expenditure (millions of US dollars),665
Belarus,2015,Tourism expenditure (millions of US dollars),"1,013"
Belarus,2016,Tourism expenditure (millions of US dollars),"1,019"
Belarus,2017,Tourism expenditure (millions of US dollars),"1,134"
Belgium,1995,Tourist/visitor arrivals (thousands),"5,560"
Belgium,2005,Tourist/visitor arrivals (thousands),"6,747"
Belgium,2010,Tourist/visitor arrivals (thousands),"7,186"
Belgium,2015,Tourist/visitor arrivals (thousands),"8,355"
Belgium,2016,Tourist/visitor arrivals (thousands),"7,481"
Belgium,2017,Tourist/visitor arrivals (thousands),"8,385"
Belgium,2005,Tourism expenditure (millions of US dollars),"10,881"
Belgium,2015,Tourism expenditure (millions of US dollars),"13,073"
Belgium,2016,Tourism expenditure (millions of US dollars),"12,697"
Belgium,2017,Tourism expenditure (millions of US dollars),"13,750"
Belize,1995,Tourist/visitor arrivals (thousands),131
Belize,2005,Tourist/visitor arrivals (thousands),237
Belize,2010,Tourist/visitor arrivals (thousands),242
Belize,2015,Tourist/visitor arrivals (thousands),341
Belize,2016,Tourist/visitor arrivals (thousands),386
Belize,2017,Tourist/visitor arrivals (thousands),427
Belize,1995,Tourism expenditure (millions of US dollars),78
Belize,2005,Tourism expenditure (millions of US dollars),214
Belize,2010,Tourism expenditure (millions of US dollars),264
Belize,2015,Tourism expenditure (millions of US dollars),372
Belize,2016,Tourism expenditure (millions of US dollars),391
Belize,2017,Tourism expenditure (millions of US dollars),427
Benin,1995,Tourist/visitor arrivals (thousands),138
Benin,2005,Tourist/visitor arrivals (thousands),176
Benin,2010,Tourist/visitor arrivals (thousands),199
Benin,2015,Tourist/visitor arrivals (thousands),255
Benin,2016,Tourist/visitor arrivals (thousands),267
Benin,2017,Tourist/visitor arrivals (thousands),281
Benin,2005,Tourism expenditure (millions of US dollars),108
Benin,2010,Tourism expenditure (millions of US dollars),149
Benin,2015,Tourism expenditure (millions of US dollars),148
Benin,2016,Tourism expenditure (millions of US dollars),129
Bermuda,1995,Tourist/visitor arrivals (thousands),387
Bermuda,2005,Tourist/visitor arrivals (thousands),270
Bermuda,2010,Tourist/visitor arrivals (thousands),232
Bermuda,2015,Tourist/visitor arrivals (thousands),220
Bermuda,2016,Tourist/visitor arrivals (thousands),244
Bermuda,2017,Tourist/visitor arrivals (thousands),270
Bermuda,2015,Tourism expenditure (millions of US dollars),370
Bermuda,2016,Tourism expenditure (millions of US dollars),441
Bermuda,2017,Tourism expenditure (millions of US dollars),513
Bhutan,1995,Tourist/visitor arrivals (thousands),5
Bhutan,2005,Tourist/visitor arrivals (thousands),14
Bhutan,2010,Tourist/visitor arrivals (thousands),41
Bhutan,2015,Tourist/visitor arrivals (thousands),155
Bhutan,2016,Tourist/visitor arrivals (thousands),210
Bhutan,2017,Tourist/visitor arrivals (thousands),255
Bhutan,1995,Tourism expenditure (millions of US dollars),5
Bhutan,2005,Tourism expenditure (millions of US dollars),19
Bhutan,2010,Tourism expenditure (millions of US dollars),64
Bhutan,2015,Tourism expenditure (millions of US dollars),120
Bhutan,2016,Tourism expenditure (millions of US dollars),139
Bhutan,2017,Tourism expenditure (millions of US dollars),105
Bolivia (Plurin. State of),1995,Tourist/visitor arrivals (thousands),284
Bolivia (Plurin. State of),2005,Tourist/visitor arrivals (thousands),524
Bolivia (Plurin. State of),2010,Tourist/visitor arrivals (thousands),679
Bolivia (Plurin. State of),2015,Tourist/visitor arrivals (thousands),882
Bolivia (Plurin. State of),2016,Tourist/visitor arrivals (thousands),959
Bolivia (Plurin. State of),2017,Tourist/visitor arrivals (thousands),"1,134"
Bolivia (Plurin. State of),1995,Tourism expenditure (millions of US dollars),92
Bolivia (Plurin. State of),2005,Tourism expenditure (millions of US dollars),345
Bolivia (Plurin. State of),2010,Tourism expenditure (millions of US dollars),339
Bolivia (Plurin. State of),2015,Tourism expenditure (millions of US dollars),810
Bolivia (Plurin. State of),2016,Tourism expenditure (millions of US dollars),827
Bolivia (Plurin. State of),2017,Tourism expenditure (millions of US dollars),919
Bonaire,1995,Tourist/visitor arrivals (thousands),59
Bonaire,2005,Tourist/visitor arrivals (thousands),63
Bonaire,2010,Tourist/visitor arrivals (thousands),71
Bonaire,1995,Tourism expenditure (millions of US dollars),37
Bonaire,2005,Tourism expenditure (millions of US dollars),87
Sint Eustatius,1995,Tourist/visitor arrivals (thousands),9
Sint Eustatius,2005,Tourist/visitor arrivals (thousands),10
Sint Eustatius,2010,Tourist/visitor arrivals (thousands),11
Saba,1995,Tourist/visitor arrivals (thousands),10
Saba,2005,Tourist/visitor arrivals (thousands),12
Saba,2010,Tourist/visitor arrivals (thousands),12
Bosnia and Herzegovina,2005,Tourist/visitor arrivals (thousands),217
Bosnia and Herzegovina,2010,Tourist/visitor arrivals (thousands),365
Bosnia and Herzegovina,2015,Tourist/visitor arrivals (thousands),678
Bosnia and Herzegovina,2016,Tourist/visitor arrivals (thousands),778
Bosnia and Herzegovina,2017,Tourist/visitor arrivals (thousands),923
Bosnia and Herzegovina,2005,Tourism expenditure (millions of US dollars),557
Bosnia and Herzegovina,2010,Tourism expenditure (millions of US dollars),662
Bosnia and Herzegovina,2015,Tourism expenditure (millions of US dollars),702
Bosnia and Herzegovina,2016,Tourism expenditure (millions of US dollars),773
Bosnia and Herzegovina,2017,Tourism expenditure (millions of US dollars),894
Botswana,1995,Tourist/visitor arrivals (thousands),521
Botswana,2005,Tourist/visitor arrivals (thousands),"1,474"
Botswana,2010,Tourist/visitor arrivals (thousands),"1,973"
Botswana,2015,Tourist/visitor arrivals (thousands),"1,528"
Botswana,2016,Tourist/visitor arrivals (thousands),"1,574"
Botswana,1995,Tourism expenditure (millions of US dollars),176
Botswana,2005,Tourism expenditure (millions of US dollars),563
Botswana,2010,Tourism expenditure (millions of US dollars),512
Botswana,2015,Tourism expenditure (millions of US dollars),631
Botswana,2016,Tourism expenditure (millions of US dollars),580
Botswana,2017,Tourism expenditure (millions of US dollars),705
Brazil,1995,Tourist/visitor arrivals (thousands),"1,991"
Brazil,2005,Tourist/visitor arrivals (thousands),"5,358"
Brazil,2010,Tourist/visitor arrivals (thousands),"5,161"
Brazil,2015,Tourist/visitor arrivals (thousands),"6,306"
Brazil,2016,Tourist/visitor arrivals (thousands),"6,547"
Brazil,2017,Tourist/visitor arrivals (thousands),"6,589"
Brazil,1995,Tourism expenditure (millions of US dollars),"1,085"
Brazil,2005,Tourism expenditure (millions of US dollars),"4,168"
Brazil,2010,Tourism expenditure (millions of US dollars),"5,522"
Brazil,2015,Tourism expenditure (millions of US dollars),"6,254"
Brazil,2016,Tourism expenditure (millions of US dollars),"6,613"
Brazil,2017,Tourism expenditure (millions of US dollars),"6,175"
British Virgin Islands,1995,Tourist/visitor arrivals (thousands),219
British Virgin Islands,2005,Tourist/visitor arrivals (thousands),337
British Virgin Islands,2010,Tourist/visitor arrivals (thousands),330
British Virgin Islands,2015,Tourist/visitor arrivals (thousands),393
British Virgin Islands,2016,Tourist/visitor arrivals (thousands),408
British Virgin Islands,2017,Tourist/visitor arrivals (thousands),335
British Virgin Islands,1995,Tourism expenditure (millions of US dollars),211
British Virgin Islands,2005,Tourism expenditure (millions of US dollars),412
British Virgin Islands,2010,Tourism expenditure (millions of US dollars),389
British Virgin Islands,2015,Tourism expenditure (millions of US dollars),484
Brunei Darussalam,2005,Tourist/visitor arrivals (thousands),126
Brunei Darussalam,2010,Tourist/visitor arrivals (thousands),214
Brunei Darussalam,2015,Tourist/visitor arrivals (thousands),218
Brunei Darussalam,2016,Tourist/visitor arrivals (thousands),219
Brunei Darussalam,2017,Tourist/visitor arrivals (thousands),259
Brunei Darussalam,2005,Tourism expenditure (millions of US dollars),191
Brunei Darussalam,2015,Tourism expenditure (millions of US dollars),147
Brunei Darussalam,2016,Tourism expenditure (millions of US dollars),144
Brunei Darussalam,2017,Tourism expenditure (millions of US dollars),177
Bulgaria,1995,Tourist/visitor arrivals (thousands),"3,466"
Bulgaria,2005,Tourist/visitor arrivals (thousands),"4,837"
Bulgaria,2010,Tourist/visitor arrivals (thousands),"6,047"
Bulgaria,2015,Tourist/visitor arrivals (thousands),"7,099"
Bulgaria,2016,Tourist/visitor arrivals (thousands),"8,252"
Bulgaria,2017,Tourist/visitor arrivals (thousands),"8,883"
Bulgaria,1995,Tourism expenditure (millions of US dollars),662
Bulgaria,2005,Tourism expenditure (millions of US dollars),"3,063"
Bulgaria,2010,Tourism expenditure (millions of US dollars),"3,807"
Bulgaria,2015,Tourism expenditure (millions of US dollars),"3,583"
Bulgaria,2016,Tourism expenditure (millions of US dollars),"4,164"
Bulgaria,2017,Tourism expenditure (millions of US dollars),"4,678"
Burkina Faso,1995,Tourist/visitor arrivals (thousands),124
Burkina Faso,2005,Tourist/visitor arrivals (thousands),245
Burkina Faso,2010,Tourist/visitor arrivals (thousands),274
Burkina Faso,2015,Tourist/visitor arrivals (thousands),163
Burkina Faso,2016,Tourist/visitor arrivals (thousands),152
Burkina Faso,2017,Tourist/visitor arrivals (thousands),143
Burkina Faso,2005,Tourism expenditure (millions of US dollars),46
Burkina Faso,2010,Tourism expenditure (millions of US dollars),105
Burkina Faso,2015,Tourism expenditure (millions of US dollars),152
Burkina Faso,2016,Tourism expenditure (millions of US dollars),172
Burundi,1995,Tourist/visitor arrivals (thousands),34
Burundi,2005,Tourist/visitor arrivals (thousands),148
Burundi,2010,Tourist/visitor arrivals (thousands),142
Burundi,2015,Tourist/visitor arrivals (thousands),131
Burundi,2016,Tourist/visitor arrivals (thousands),187
Burundi,2017,Tourist/visitor arrivals (thousands),299
Burundi,1995,Tourism expenditure (millions of US dollars),2
Burundi,2005,Tourism expenditure (millions of US dollars),2
Burundi,2010,Tourism expenditure (millions of US dollars),2
Burundi,2015,Tourism expenditure (millions of US dollars),2
Burundi,2016,Tourism expenditure (millions of US dollars),2
Burundi,2017,Tourism expenditure (millions of US dollars),3
Cabo Verde,1995,Tourist/visitor arrivals (thousands),28
Cabo Verde,2005,Tourist/visitor arrivals (thousands),198
Cabo Verde,2010,Tourist/visitor arrivals (thousands),336
Cabo Verde,2015,Tourist/visitor arrivals (thousands),520
Cabo Verde,2016,Tourist/visitor arrivals (thousands),598
Cabo Verde,2017,Tourist/visitor arrivals (thousands),668
Cabo Verde,1995,Tourism expenditure (millions of US dollars),29
Cabo Verde,2005,Tourism expenditure (millions of US dollars),177
Cabo Verde,2010,Tourism expenditure (millions of US dollars),387
Cabo Verde,2015,Tourism expenditure (millions of US dollars),380
Cabo Verde,2016,Tourism expenditure (millions of US dollars),401
Cabo Verde,2017,Tourism expenditure (millions of US dollars),462
Cambodia,1995,Tourist/visitor arrivals (thousands),220
Cambodia,2005,Tourist/visitor arrivals (thousands),"1,422"
Cambodia,2010,Tourist/visitor arrivals (thousands),"2,508"
Cambodia,2015,Tourist/visitor arrivals (thousands),"4,775"
Cambodia,2016,Tourist/visitor arrivals (thousands),"5,012"
Cambodia,2017,Tourist/visitor arrivals (thousands),"5,602"
Cambodia,1995,Tourism expenditure (millions of US dollars),71
Cambodia,2005,Tourism expenditure (millions of US dollars),929
Cambodia,2010,Tourism expenditure (millions of US dollars),"1,671"
Cambodia,2015,Tourism expenditure (millions of US dollars),"3,418"
Cambodia,2016,Tourism expenditure (millions of US dollars),"3,523"
Cambodia,2017,Tourism expenditure (millions of US dollars),"4,023"
Cameroon,2010,Tourist/visitor arrivals (thousands),573
Cameroon,2015,Tourist/visitor arrivals (thousands),897
Cameroon,2016,Tourist/visitor arrivals (thousands),994
Cameroon,1995,Tourism expenditure (millions of US dollars),75
Cameroon,2005,Tourism expenditure (millions of US dollars),229
Cameroon,2010,Tourism expenditure (millions of US dollars),171
Cameroon,2015,Tourism expenditure (millions of US dollars),476
Cameroon,2016,Tourism expenditure (millions of US dollars),508
Cameroon,2017,Tourism expenditure (millions of US dollars),543
Canada,1995,Tourist/visitor arrivals (thousands),"16,932"
Canada,2005,Tourist/visitor arrivals (thousands),"18,771"
Canada,2010,Tourist/visitor arrivals (thousands),"16,219"
Canada,2015,Tourist/visitor arrivals (thousands),"17,971"
Canada,2016,Tourist/visitor arrivals (thousands),"19,971"
Canada,2017,Tourist/visitor arrivals (thousands),"20,798"
Canada,1995,Tourism expenditure (millions of US dollars),"9,176"
Canada,2005,Tourism expenditure (millions of US dollars),"15,887"
Canada,2010,Tourism expenditure (millions of US dollars),"18,438"
Canada,2015,Tourism expenditure (millions of US dollars),"19,256"
Cayman Islands,1995,Tourist/visitor arrivals (thousands),361
Cayman Islands,2005,Tourist/visitor arrivals (thousands),168
Cayman Islands,2010,Tourist/visitor arrivals (thousands),288
Cayman Islands,2015,Tourist/visitor arrivals (thousands),385
Cayman Islands,2016,Tourist/visitor arrivals (thousands),385
Cayman Islands,2017,Tourist/visitor arrivals (thousands),418
Cayman Islands,1995,Tourism expenditure (millions of US dollars),394
Cayman Islands,2005,Tourism expenditure (millions of US dollars),356
Cayman Islands,2010,Tourism expenditure (millions of US dollars),465
Cayman Islands,2015,Tourism expenditure (millions of US dollars),655
Cayman Islands,2016,Tourism expenditure (millions of US dollars),657
Central African Republic,1995,Tourist/visitor arrivals (thousands),26
Central African Republic,2005,Tourist/visitor arrivals (thousands),12
Central African Republic,2010,Tourist/visitor arrivals (thousands),54
Central African Republic,2015,Tourist/visitor arrivals (thousands),121
Central African Republic,1995,Tourism expenditure (millions of US dollars),4
Central African Republic,2005,Tourism expenditure (millions of US dollars),7
Central African Republic,2010,Tourism expenditure (millions of US dollars),14
Chad,2010,Tourist/visitor arrivals (thousands),71
Chad,2015,Tourist/visitor arrivals (thousands),120
Chad,2016,Tourist/visitor arrivals (thousands),98
Chad,2017,Tourist/visitor arrivals (thousands),87
Chad,1995,Tourism expenditure (millions of US dollars),43
Chile,1995,Tourist/visitor arrivals (thousands),"1,540"
Chile,2005,Tourist/visitor arrivals (thousands),"2,027"
Chile,2010,Tourist/visitor arrivals (thousands),"2,801"
Chile,2015,Tourist/visitor arrivals (thousands),"4,478"
Chile,2016,Tourist/visitor arrivals (thousands),"5,641"
Chile,2017,Tourist/visitor arrivals (thousands),"6,450"
Chile,1995,Tourism expenditure (millions of US dollars),"1,186"
Chile,2005,Tourism expenditure (millions of US dollars),"1,608"
Chile,2010,Tourism expenditure (millions of US dollars),"2,362"
Chile,2015,Tourism expenditure (millions of US dollars),"3,412"
Chile,2016,Tourism expenditure (millions of US dollars),"3,723"
Chile,2017,Tourism expenditure (millions of US dollars),"4,604"
China,1995,Tourist/visitor arrivals (thousands),"20,034"
China,2005,Tourist/visitor arrivals (thousands),"46,809"
China,2010,Tourist/visitor arrivals (thousands),"55,664"
China,2015,Tourist/visitor arrivals (thousands),"56,886"
China,2016,Tourist/visitor arrivals (thousands),"59,270"
China,2017,Tourist/visitor arrivals (thousands),"60,740"
China,1995,Tourism expenditure (millions of US dollars),"8,730"
China,2005,Tourism expenditure (millions of US dollars),"29,296"
China,2010,Tourism expenditure (millions of US dollars),"45,814"
China,2015,Tourism expenditure (millions of US dollars),"44,969"
China,2016,Tourism expenditure (millions of US dollars),"44,432"
China,2017,Tourism expenditure (millions of US dollars),"32,617"
"China, Hong Kong SAR",2005,Tourist/visitor arrivals (thousands),"14,773"
"China, Hong Kong SAR",2010,Tourist/visitor arrivals (thousands),"20,085"
"China, Hong Kong SAR",2015,Tourist/visitor arrivals (thousands),"26,686"
"China, Hong Kong SAR",2016,Tourist/visitor arrivals (thousands),"26,553"
"China, Hong Kong SAR",2017,Tourist/visitor arrivals (thousands),"27,884"
"China, Hong Kong SAR",2005,Tourism expenditure (millions of US dollars),"13,588"
"China, Hong Kong SAR",2010,Tourism expenditure (millions of US dollars),"27,208"
"China, Hong Kong SAR",2015,Tourism expenditure (millions of US dollars),"42,229"
"China, Hong Kong SAR",2016,Tourism expenditure (millions of US dollars),"37,654"
"China, Hong Kong SAR",2017,Tourism expenditure (millions of US dollars),"38,039"
"China, Macao SAR",1995,Tourist/visitor arrivals (thousands),"4,202"
"China, Macao SAR",2005,Tourist/visitor arrivals (thousands),"9,014"
"China, Macao SAR",2010,Tourist/visitor arrivals (thousands),"11,926"
"China, Macao SAR",2015,Tourist/visitor arrivals (thousands),"14,308"
"China, Macao SAR",2016,Tourist/visitor arrivals (thousands),"15,704"
"China, Macao SAR",2017,Tourist/visitor arrivals (thousands),"17,255"
