,Year,Series,Value
Eastern Africa,2018,"Seats held by women in national parliament, as of February (%)",29.9949
Eastern Africa,2019,"Seats held by women in national parliament, as of February (%)",30.2232
Middle Africa,2000,"Seats held by women in national parliament, as of February (%)",8.61
Middle Africa,2005,"Seats held by women in national parliament, as of February (%)",11.2483
Middle Africa,2010,"Seats held by women in national parliament, as of February (%)",13.4652
Middle Africa,2015,"Seats held by women in national parliament, as of February (%)",18.1087
Middle Africa,2016,"Seats held by women in national parliament, as of February (%)",18.1087
Middle Africa,2017,"Seats held by women in national parliament, as of February (%)",17.4447
Middle Africa,2018,"Seats held by women in national parliament, as of February (%)",16.4334
Middle Africa,2019,"Seats held by women in national parliament, as of February (%)",17.0239
Southern Africa,2000,"Seats held by women in national parliament, as of February (%)",22.4736
Southern Africa,2005,"Seats held by women in national parliament, as of February (%)",24.5833
Southern Africa,2010,"Seats held by women in national parliament, as of February (%)",33.3799
Southern Africa,2015,"Seats held by women in national parliament, as of February (%)",33.3777
Southern Africa,2016,"Seats held by women in national parliament, as of February (%)",33.3777
Southern Africa,2017,"Seats held by women in national parliament, as of February (%)",33.4225
Southern Africa,2018,"Seats held by women in national parliament, as of February (%)",33.6898
Southern Africa,2019,"Seats held by women in national parliament, as of February (%)",34.0454
Western Africa,2000,"Seats held by women in national parliament, as of February (%)",8.1695
Western Africa,2005,"Seats held by women in national parliament, as of February (%)",10.2011
Western Africa,2010,"Seats held by women in national parliament, as of February (%)",11.5598
Western Africa,2015,"Seats held by women in national parliament, as of February (%)",14.4514
Western Africa,2016,"Seats held by women in national parliament, as of February (%)",13.9535
Western Africa,2017,"Seats held by women in national parliament, as of February (%)",14.8782
Western Africa,2018,"Seats held by women in national parliament, as of February (%)",14.8368
Western Africa,2019,"Seats held by women in national parliament, as of February (%)",14.8055
Americas,2000,"Seats held by women in national parliament, as of February (%)",15.3545
Americas,2005,"Seats held by women in national parliament, as of February (%)",18.7783
Americas,2010,"Seats held by women in national parliament, as of February (%)",22.1413
Americas,2015,"Seats held by women in national parliament, as of February (%)",26.5413
Americas,2016,"Seats held by women in national parliament, as of February (%)",27.2837
Americas,2017,"Seats held by women in national parliament, as of February (%)",28.3041
Americas,2018,"Seats held by women in national parliament, as of February (%)",28.4666
Americas,2019,"Seats held by women in national parliament, as of February (%)",30.5896
Northern America,2000,"Seats held by women in national parliament, as of February (%)",16.3043
Northern America,2005,"Seats held by women in national parliament, as of February (%)",17.4966
Northern America,2010,"Seats held by women in national parliament, as of February (%)",18.9771
Northern America,2015,"Seats held by women in national parliament, as of February (%)",21.7568
Northern America,2016,"Seats held by women in national parliament, as of February (%)",22.2798
Northern America,2017,"Seats held by women in national parliament, as of February (%)",22.2078
Northern America,2018,"Seats held by women in national parliament, as of February (%)",22.7865
Northern America,2019,"Seats held by women in national parliament, as of February (%)",25.0326
Latin America & the Caribbean,2000,"Seats held by women in national parliament, as of February (%)",15.1846
Latin America & the Caribbean,2005,"Seats held by women in national parliament, as of February (%)",19.0095
Latin America & the Caribbean,2010,"Seats held by women in national parliament, as of February (%)",22.7013
Latin America & the Caribbean,2015,"Seats held by women in national parliament, as of February (%)",27.3829
Latin America & the Caribbean,2016,"Seats held by women in national parliament, as of February (%)",28.1991
Latin America & the Caribbean,2017,"Seats held by women in national parliament, as of February (%)",29.4076
Latin America & the Caribbean,2018,"Seats held by women in national parliament, as of February (%)",29.5213
Latin America & the Caribbean,2019,"Seats held by women in national parliament, as of February (%)",31.5839
Caribbean,2000,"Seats held by women in national parliament, as of February (%)",20.5909
Caribbean,2005,"Seats held by women in national parliament, as of February (%)",25.9752
Caribbean,2010,"Seats held by women in national parliament, as of February (%)",29.4068
Caribbean,2015,"Seats held by women in national parliament, as of February (%)",33.1081
Caribbean,2016,"Seats held by women in national parliament, as of February (%)",33.0229
Caribbean,2017,"Seats held by women in national parliament, as of February (%)",33.8005
Caribbean,2018,"Seats held by women in national parliament, as of February (%)",33.7449
Caribbean,2019,"Seats held by women in national parliament, as of February (%)",36.0927
Central America,2000,"Seats held by women in national parliament, as of February (%)",14.3123
Central America,2005,"Seats held by women in national parliament, as of February (%)",17.3913
Central America,2010,"Seats held by women in national parliament, as of February (%)",21.5686
Central America,2015,"Seats held by women in national parliament, as of February (%)",30.1444
Central America,2016,"Seats held by women in national parliament, as of February (%)",32.5
Central America,2017,"Seats held by women in national parliament, as of February (%)",33.066
Central America,2018,"Seats held by women in national parliament, as of February (%)",32.5312
Central America,2019,"Seats held by women in national parliament, as of February (%)",36.2745
South America,2000,"Seats held by women in national parliament, as of February (%)",12.5325
South America,2005,"Seats held by women in national parliament, as of February (%)",15.7725
South America,2010,"Seats held by women in national parliament, as of February (%)",19.1983
South America,2015,"Seats held by women in national parliament, as of February (%)",22.2454
South America,2016,"Seats held by women in national parliament, as of February (%)",22.7202
South America,2017,"Seats held by women in national parliament, as of February (%)",24.4919
South America,2018,"Seats held by women in national parliament, as of February (%)",24.7916
South America,2019,"Seats held by women in national parliament, as of February (%)",26.1114
Asia,2000,"Seats held by women in national parliament, as of February (%)",12.0766
Asia,2005,"Seats held by women in national parliament, as of February (%)",13.3688
Asia,2010,"Seats held by women in national parliament, as of February (%)",16.8335
Asia,2015,"Seats held by women in national parliament, as of February (%)",17.8047
Asia,2016,"Seats held by women in national parliament, as of February (%)",17.9493
Asia,2017,"Seats held by women in national parliament, as of February (%)",18.4092
Asia,2018,"Seats held by women in national parliament, as of February (%)",17.9048
Asia,2019,"Seats held by women in national parliament, as of February (%)",18.7629
Central Asia,2000,"Seats held by women in national parliament, as of February (%)",7.0064
Central Asia,2005,"Seats held by women in national parliament, as of February (%)",13.4375
Central Asia,2010,"Seats held by women in national parliament, as of February (%)",20
Central Asia,2015,"Seats held by women in national parliament, as of February (%)",21.7857
Central Asia,2016,"Seats held by women in national parliament, as of February (%)",21.0993
Central Asia,2017,"Seats held by women in national parliament, as of February (%)",21.2766
Central Asia,2018,"Seats held by women in national parliament, as of February (%)",21.2766
Central Asia,2019,"Seats held by women in national parliament, as of February (%)",21.0993
Eastern Asia,2000,"Seats held by women in national parliament, as of February (%)",18.2339
Eastern Asia,2005,"Seats held by women in national parliament, as of February (%)",18.1215
Eastern Asia,2010,"Seats held by women in national parliament, as of February (%)",18.6575
Eastern Asia,2015,"Seats held by women in national parliament, as of February (%)",20.3782
Eastern Asia,2016,"Seats held by women in national parliament, as of February (%)",20.3691
Eastern Asia,2017,"Seats held by women in national parliament, as of February (%)",20.4814
Eastern Asia,2018,"Seats held by women in national parliament, as of February (%)",20.9344
Eastern Asia,2019,"Seats held by women in national parliament, as of February (%)",21.4492
South-eastern Asia,2000,"Seats held by women in national parliament, as of February (%)",12.3367
South-eastern Asia,2005,"Seats held by women in national parliament, as of February (%)",15.534
South-eastern Asia,2010,"Seats held by women in national parliament, as of February (%)",19.2786
South-eastern Asia,2015,"Seats held by women in national parliament, as of February (%)",17.8393
South-eastern Asia,2016,"Seats held by women in national parliament, as of February (%)",18.3039
South-eastern Asia,2017,"Seats held by women in national parliament, as of February (%)",19.3453
South-eastern Asia,2018,"Seats held by women in national parliament, as of February (%)",19.1474
South-eastern Asia,2019,"Seats held by women in national parliament, as of February (%)",19.6093
Southern Asia,2000,"Seats held by women in national parliament, as of February (%)",6.84
Southern Asia,2005,"Seats held by women in national parliament, as of February (%)",8.7895
Southern Asia,2010,"Seats held by women in national parliament, as of February (%)",18.2019
Southern Asia,2015,"Seats held by women in national parliament, as of February (%)",17.6449
Southern Asia,2016,"Seats held by women in national parliament, as of February (%)",17.6686
Southern Asia,2017,"Seats held by women in national parliament, as of February (%)",17.9647
Southern Asia,2018,"Seats held by women in national parliament, as of February (%)",13.918
Southern Asia,2019,"Seats held by women in national parliament, as of February (%)",15.7919
Western Asia,2000,"Seats held by women in national parliament, as of February (%)",5.1909
Western Asia,2005,"Seats held by women in national parliament, as of February (%)",5.7374
Western Asia,2010,"Seats held by women in national parliament, as of February (%)",9.2907
Western Asia,2015,"Seats held by women in national parliament, as of February (%)",12.8196
Western Asia,2016,"Seats held by women in national parliament, as of February (%)",13.2075
Western Asia,2017,"Seats held by women in national parliament, as of February (%)",13.8022
Western Asia,2018,"Seats held by women in national parliament, as of February (%)",14.2532
Western Asia,2019,"Seats held by women in national parliament, as of February (%)",15.3367
Europe,2000,"Seats held by women in national parliament, as of February (%)",16.7859
Europe,2005,"Seats held by women in national parliament, as of February (%)",20.4998
Europe,2010,"Seats held by women in national parliament, as of February (%)",23.2497
Europe,2015,"Seats held by women in national parliament, as of February (%)",26.7163
Europe,2016,"Seats held by women in national parliament, as of February (%)",27.1527
Europe,2017,"Seats held by women in national parliament, as of February (%)",28.0193
Europe,2018,"Seats held by women in national parliament, as of February (%)",28.8742
Europe,2019,"Seats held by women in national parliament, as of February (%)",29.7997
Eastern Europe,2000,"Seats held by women in national parliament, as of February (%)",9.5453
Eastern Europe,2005,"Seats held by women in national parliament, as of February (%)",14.0571
Eastern Europe,2010,"Seats held by women in national parliament, as of February (%)",15.2378
Eastern Europe,2015,"Seats held by women in national parliament, as of February (%)",16.9473
Eastern Europe,2016,"Seats held by women in national parliament, as of February (%)",17.6428
Eastern Europe,2017,"Seats held by women in national parliament, as of February (%)",19.4215
Eastern Europe,2018,"Seats held by women in national parliament, as of February (%)",19.985
Eastern Europe,2019,"Seats held by women in national parliament, as of February (%)",20.4733
Northern Europe,2000,"Seats held by women in national parliament, as of February (%)",26.9939
Northern Europe,2005,"Seats held by women in national parliament, as of February (%)",28.0264
Northern Europe,2010,"Seats held by women in national parliament, as of February (%)",29.5788
Northern Europe,2015,"Seats held by women in national parliament, as of February (%)",30.406
Northern Europe,2016,"Seats held by women in national parliament, as of February (%)",32.4835
Northern Europe,2017,"Seats held by women in national parliament, as of February (%)",33.3175
Northern Europe,2018,"Seats held by women in national parliament, as of February (%)",33.7915
Northern Europe,2019,"Seats held by women in national parliament, as of February (%)",35.1185
Southern Europe,2000,"Seats held by women in national parliament, as of February (%)",11.0159
Southern Europe,2005,"Seats held by women in national parliament, as of February (%)",17.0763
Southern Europe,2010,"Seats held by women in national parliament, as of February (%)",23.0043
Southern Europe,2015,"Seats held by women in national parliament, as of February (%)",29.9804
Southern Europe,2016,"Seats held by women in national parliament, as of February (%)",28.998
Southern Europe,2017,"Seats held by women in national parliament, as of February (%)",29.4025
Southern Europe,2018,"Seats held by women in national parliament, as of February (%)",29.8937
Southern Europe,2019,"Seats held by women in national parliament, as of February (%)",31.5457
Western Europe,2000,"Seats held by women in national parliament, as of February (%)",23.0315
Western Europe,2005,"Seats held by women in national parliament, as of February (%)",25.8261
Western Europe,2010,"Seats held by women in national parliament, as of February (%)",28.4422
Western Europe,2015,"Seats held by women in national parliament, as of February (%)",32
Western Europe,2016,"Seats held by women in national parliament, as of February (%)",32.15
Western Europe,2017,"Seats held by women in national parliament, as of February (%)",32.1161
Western Europe,2018,"Seats held by women in national parliament, as of February (%)",34.0231
Western Europe,2019,"Seats held by women in national parliament, as of February (%)",34.2156
Oceania,2000,"Seats held by women in national parliament, as of February (%)",11.3009
Oceania,2005,"Seats held by women in national parliament, as of February (%)",11.1834
Oceania,2010,"Seats held by women in national parliament, as of February (%)",13.1728
Oceania,2015,"Seats held by women in national parliament, as of February (%)",13.1649
Oceania,2016,"Seats held by women in national parliament, as of February (%)",13.4309
Oceania,2017,"Seats held by women in national parliament, as of February (%)",15.0266
Oceania,2018,"Seats held by women in national parliament, as of February (%)",15.508
Oceania,2019,"Seats held by women in national parliament, as of February (%)",16.3102
Australia and New Zealand,2000,"Seats held by women in national parliament, as of February (%)",25.4682
Australia and New Zealand,2005,"Seats held by women in national parliament, as of February (%)",26.2963
Australia and New Zealand,2010,"Seats held by women in national parliament, as of February (%)",30.1471
Australia and New Zealand,2015,"Seats held by women in national parliament, as of February (%)",28.7823
Australia and New Zealand,2016,"Seats held by women in national parliament, as of February (%)",28.7823
Australia and New Zealand,2017,"Seats held by women in national parliament, as of February (%)",31.1111
Australia and New Zealand,2018,"Seats held by women in national parliament, as of February (%)",32.963
Australia and New Zealand,2019,"Seats held by women in national parliament, as of February (%)",34.4444
Melanesia,2000,"Seats held by women in national parliament, as of February (%)",3.9146
Melanesia,2005,"Seats held by women in national parliament, as of February (%)",3.1915
Melanesia,2010,"Seats held by women in national parliament, as of February (%)",1.4218
Melanesia,2015,"Seats held by women in national parliament, as of February (%)",4.1825
Melanesia,2016,"Seats held by women in national parliament, as of February (%)",4.5627
Melanesia,2017,"Seats held by women in national parliament, as of February (%)",4.5627
Melanesia,2018,"Seats held by women in national parliament, as of February (%)",3.4884
Melanesia,2019,"Seats held by women in national parliament, as of February (%)",4.2636
Micronesia,2000,"Seats held by women in national parliament, as of February (%)",2.459
Micronesia,2005,"Seats held by women in national parliament, as of February (%)",2.439
Micronesia,2010,"Seats held by women in national parliament, as of February (%)",2.3622
Micronesia,2015,"Seats held by women in national parliament, as of February (%)",4.6875
Micronesia,2016,"Seats held by women in national parliament, as of February (%)",5.4688
Micronesia,2017,"Seats held by women in national parliament, as of February (%)",7.8125
Micronesia,2018,"Seats held by women in national parliament, as of February (%)",7.8125
Micronesia,2019,"Seats held by women in national parliament, as of February (%)",7.8125
Polynesia,2000,"Seats held by women in national parliament, as of February (%)",4.3956
Polynesia,2005,"Seats held by women in national parliament, as of February (%)",3.1915
Polynesia,2010,"Seats held by women in national parliament, as of February (%)",5.2083
Polynesia,2015,"Seats held by women in national parliament, as of February (%)",4.4444
Polynesia,2016,"Seats held by women in national parliament, as of February (%)",4.4444
Polynesia,2017,"Seats held by women in national parliament, as of February (%)",7.6923
Polynesia,2018,"Seats held by women in national parliament, as of February (%)",8.6957
Polynesia,2019,"Seats held by women in national parliament, as of February (%)",8.6957
Afghanistan,1990,"Seats held by women in national parliament, as of February (%)",3.7
Afghanistan,2010,"Seats held by women in national parliament, as of February (%)",27.3
Afghanistan,2015,"Seats held by women in national parliament, as of February (%)",27.7
Afghanistan,2016,"Seats held by women in national parliament, as of February (%)",27.7
Afghanistan,2017,"Seats held by women in national parliament, as of February (%)",27.7
Afghanistan,2018,"Seats held by women in national parliament, as of February (%)",27.7
Albania,1990,"Seats held by women in national parliament, as of February (%)",28.8
Albania,2000,"Seats held by women in national parliament, as of February (%)",5.2
Albania,2005,"Seats held by women in national parliament, as of February (%)",6.4
Albania,2010,"Seats held by women in national parliament, as of February (%)",16.4
Albania,2015,"Seats held by women in national parliament, as of February (%)",20.7
Albania,2016,"Seats held by women in national parliament, as of February (%)",20.7
Albania,2017,"Seats held by women in national parliament, as of February (%)",22.9
Albania,2018,"Seats held by women in national parliament, as of February (%)",27.9
Albania,2019,"Seats held by women in national parliament, as of February (%)",29.29
Algeria,1990,"Seats held by women in national parliament, as of February (%)",2.4
Algeria,2000,"Seats held by women in national parliament, as of February (%)",3.2
Algeria,2005,"Seats held by women in national parliament, as of February (%)",6.2
Algeria,2010,"Seats held by women in national parliament, as of February (%)",7.7
Algeria,2015,"Seats held by women in national parliament, as of February (%)",31.6
Algeria,2016,"Seats held by women in national parliament, as of February (%)",31.6
Algeria,2017,"Seats held by women in national parliament, as of February (%)",31.6
Algeria,2018,"Seats held by women in national parliament, as of February (%)",25.8
Algeria,2019,"Seats held by women in national parliament, as of February (%)",25.76
Andorra,2000,"Seats held by women in national parliament, as of February (%)",7.1
Andorra,2005,"Seats held by women in national parliament, as of February (%)",14.3
Andorra,2010,"Seats held by women in national parliament, as of February (%)",35.7
Andorra,2015,"Seats held by women in national parliament, as of February (%)",50
Andorra,2016,"Seats held by women in national parliament, as of February (%)",39.3
Andorra,2017,"Seats held by women in national parliament, as of February (%)",32.1
Andorra,2018,"Seats held by women in national parliament, as of February (%)",32.1
Andorra,2019,"Seats held by women in national parliament, as of February (%)",32.14
Angola,1990,"Seats held by women in national parliament, as of February (%)",14.5
Angola,2000,"Seats held by women in national parliament, as of February (%)",15.5
Angola,2005,"Seats held by women in national parliament, as of February (%)",15
Angola,2010,"Seats held by women in national parliament, as of February (%)",38.6
Angola,2015,"Seats held by women in national parliament, as of February (%)",36.8
Angola,2016,"Seats held by women in national parliament, as of February (%)",36.8
Angola,2017,"Seats held by women in national parliament, as of February (%)",38.2
Angola,2018,"Seats held by women in national parliament, as of February (%)",30.5
Angola,2019,"Seats held by women in national parliament, as of February (%)",30
Antigua and Barbuda,1990,"Seats held by women in national parliament, as of February (%)",0
Antigua and Barbuda,2005,"Seats held by women in national parliament, as of February (%)",10.5
Antigua and Barbuda,2010,"Seats held by women in national parliament, as of February (%)",10.5
Antigua and Barbuda,2015,"Seats held by women in national parliament, as of February (%)",11.1
Antigua and Barbuda,2016,"Seats held by women in national parliament, as of February (%)",11.1
Antigua and Barbuda,2017,"Seats held by women in national parliament, as of February (%)",11.1
Antigua and Barbuda,2018,"Seats held by women in national parliament, as of February (%)",11.1
Antigua and Barbuda,2019,"Seats held by women in national parliament, as of February (%)",11.11
Argentina,1990,"Seats held by women in national parliament, as of February (%)",6.3
Argentina,2000,"Seats held by women in national parliament, as of February (%)",28
Argentina,2005,"Seats held by women in national parliament, as of February (%)",33.7
Argentina,2010,"Seats held by women in national parliament, as of February (%)",38.5
Argentina,2015,"Seats held by women in national parliament, as of February (%)",36.2
Argentina,2016,"Seats held by women in national parliament, as of February (%)",35.8
Argentina,2017,"Seats held by women in national parliament, as of February (%)",38.9
Argentina,2018,"Seats held by women in national parliament, as of February (%)",38.9
Argentina,2019,"Seats held by women in national parliament, as of February (%)",38.82
Armenia,1990,"Seats held by women in national parliament, as of February (%)",35.6
Armenia,2000,"Seats held by women in national parliament, as of February (%)",3.1
Armenia,2005,"Seats held by women in national parliament, as of February (%)",5.3
Armenia,2010,"Seats held by women in national parliament, as of February (%)",9.2
Armenia,2015,"Seats held by women in national parliament, as of February (%)",10.7
Armenia,2016,"Seats held by women in national parliament, as of February (%)",10.7
Armenia,2017,"Seats held by women in national parliament, as of February (%)",9.9
Armenia,2018,"Seats held by women in national parliament, as of February (%)",18.1
Armenia,2019,"Seats held by women in national parliament, as of February (%)",24.24
Australia,1990,"Seats held by women in national parliament, as of February (%)",6.1
Australia,2000,"Seats held by women in national parliament, as of February (%)",22.4
Australia,2005,"Seats held by women in national parliament, as of February (%)",24.7
Australia,2010,"Seats held by women in national parliament, as of February (%)",27.3
Australia,2015,"Seats held by women in national parliament, as of February (%)",26.7
Australia,2016,"Seats held by women in national parliament, as of February (%)",26.7
Australia,2017,"Seats held by women in national parliament, as of February (%)",28.7
Australia,2018,"Seats held by women in national parliament, as of February (%)",28.7
Australia,2019,"Seats held by women in national parliament, as of February (%)",30
Austria,1990,"Seats held by women in national parliament, as of February (%)",11.5
Austria,2000,"Seats held by women in national parliament, as of February (%)",26.8
Austria,2005,"Seats held by women in national parliament, as of February (%)",33.9
Austria,2010,"Seats held by women in national parliament, as of February (%)",27.9
Austria,2015,"Seats held by women in national parliament, as of February (%)",30.6
Austria,2016,"Seats held by women in national parliament, as of February (%)",30.6
Austria,2017,"Seats held by women in national parliament, as of February (%)",30.6
Austria,2018,"Seats held by women in national parliament, as of February (%)",34.4
Austria,2019,"Seats held by women in national parliament, as of February (%)",37.16
Azerbaijan,2000,"Seats held by women in national parliament, as of February (%)",12
Azerbaijan,2005,"Seats held by women in national parliament, as of February (%)",10.5
Azerbaijan,2010,"Seats held by women in national parliament, as of February (%)",11.4
Azerbaijan,2015,"Seats held by women in national parliament, as of February (%)",15.6
Azerbaijan,2016,"Seats held by women in national parliament, as of February (%)",16.9
Azerbaijan,2017,"Seats held by women in national parliament, as of February (%)",16.8
Azerbaijan,2018,"Seats held by women in national parliament, as of February (%)",16.8
Azerbaijan,2019,"Seats held by women in national parliament, as of February (%)",16.81
Bahamas,1990,"Seats held by women in national parliament, as of February (%)",4.1
Bahamas,2000,"Seats held by women in national parliament, as of February (%)",15
Bahamas,2005,"Seats held by women in national parliament, as of February (%)",20
Bahamas,2010,"Seats held by women in national parliament, as of February (%)",12.2
Bahamas,2015,"Seats held by women in national parliament, as of February (%)",13.2
Bahamas,2016,"Seats held by women in national parliament, as of February (%)",13.2
Bahamas,2017,"Seats held by women in national parliament, as of February (%)",13.2
Bahamas,2018,"Seats held by women in national parliament, as of February (%)",12.8
Bahamas,2019,"Seats held by women in national parliament, as of February (%)",12.82
Bahrain,2005,"Seats held by women in national parliament, as of February (%)",0
Bahrain,2010,"Seats held by women in national parliament, as of February (%)",2.5
Bahrain,2015,"Seats held by women in national parliament, as of February (%)",7.5
Bahrain,2016,"Seats held by women in national parliament, as of February (%)",7.5
Bahrain,2017,"Seats held by women in national parliament, as of February (%)",7.5
Bahrain,2018,"Seats held by women in national parliament, as of February (%)",7.5
Bahrain,2019,"Seats held by women in national parliament, as of February (%)",15
Bangladesh,1990,"Seats held by women in national parliament, as of February (%)",10.3
Bangladesh,2000,"Seats held by women in national parliament, as of February (%)",9.1
Bangladesh,2005,"Seats held by women in national parliament, as of February (%)",2
Bangladesh,2010,"Seats held by women in national parliament, as of February (%)",18.6
Bangladesh,2015,"Seats held by women in national parliament, as of February (%)",20
Bangladesh,2016,"Seats held by women in national parliament, as of February (%)",20
Bangladesh,2017,"Seats held by women in national parliament, as of February (%)",20.3
Bangladesh,2018,"Seats held by women in national parliament, as of February (%)",20.3
Bangladesh,2019,"Seats held by women in national parliament, as of February (%)",20.69
Barbados,1990,"Seats held by women in national parliament, as of February (%)",3.7
Barbados,2000,"Seats held by women in national parliament, as of February (%)",10.7
Barbados,2005,"Seats held by women in national parliament, as of February (%)",13.3
Barbados,2010,"Seats held by women in national parliament, as of February (%)",10
Barbados,2015,"Seats held by women in national parliament, as of February (%)",16.7
Barbados,2016,"Seats held by women in national parliament, as of February (%)",16.7
Barbados,2017,"Seats held by women in national parliament, as of February (%)",16.7
Barbados,2018,"Seats held by women in national parliament, as of February (%)",16.7
Barbados,2019,"Seats held by women in national parliament, as of February (%)",20
Belarus,2000,"Seats held by women in national parliament, as of February (%)",4.5
Belarus,2005,"Seats held by women in national parliament, as of February (%)",29.4
Belarus,2010,"Seats held by women in national parliament, as of February (%)",31.8
Belarus,2015,"Seats held by women in national parliament, as of February (%)",27.3
Belarus,2016,"Seats held by women in national parliament, as of February (%)",27.3
Belarus,2017,"Seats held by women in national parliament, as of February (%)",34.5
Belarus,2018,"Seats held by women in national parliament, as of February (%)",34.5
Belarus,2019,"Seats held by women in national parliament, as of February (%)",34.55
Belgium,1990,"Seats held by women in national parliament, as of February (%)",8.5
Belgium,2000,"Seats held by women in national parliament, as of February (%)",23.3
Belgium,2005,"Seats held by women in national parliament, as of February (%)",34.7
Belgium,2010,"Seats held by women in national parliament, as of February (%)",38
Belgium,2015,"Seats held by women in national parliament, as of February (%)",39.3
Belgium,2016,"Seats held by women in national parliament, as of February (%)",39.3
Belgium,2017,"Seats held by women in national parliament, as of February (%)",38
Belgium,2018,"Seats held by women in national parliament, as of February (%)",38
Belgium,2019,"Seats held by women in national parliament, as of February (%)",38
Belize,1990,"Seats held by women in national parliament, as of February (%)",0
Belize,2000,"Seats held by women in national parliament, as of February (%)",6.9
Belize,2005,"Seats held by women in national parliament, as of February (%)",6.7
Belize,2010,"Seats held by women in national parliament, as of February (%)",0
Belize,2015,"Seats held by women in national parliament, as of February (%)",3.1
Belize,2016,"Seats held by women in national parliament, as of February (%)",3.1
Belize,2017,"Seats held by women in national parliament, as of February (%)",9.4
Belize,2018,"Seats held by women in national parliament, as of February (%)",9.4
Belize,2019,"Seats held by women in national parliament, as of February (%)",9.38
Benin,1990,"Seats held by women in national parliament, as of February (%)",2.9
Benin,2000,"Seats held by women in national parliament, as of February (%)",6
Benin,2005,"Seats held by women in national parliament, as of February (%)",7.2
Benin,2010,"Seats held by women in national parliament, as of February (%)",10.8
Benin,2015,"Seats held by women in national parliament, as of February (%)",8.4
Benin,2016,"Seats held by women in national parliament, as of February (%)",7.2
Benin,2017,"Seats held by women in national parliament, as of February (%)",7.2
Benin,2018,"Seats held by women in national parliament, as of February (%)",7.2
Benin,2019,"Seats held by women in national parliament, as of February (%)",7.23
Bhutan,1990,"Seats held by women in national parliament, as of February (%)",2
Bhutan,2000,"Seats held by women in national parliament, as of February (%)",2
Bhutan,2005,"Seats held by women in national parliament, as of February (%)",9.3
Bhutan,2010,"Seats held by women in national parliament, as of February (%)",8.5
Bhutan,2015,"Seats held by women in national parliament, as of February (%)",8.5
Bhutan,2016,"Seats held by women in national parliament, as of February (%)",8.5
Bhutan,2017,"Seats held by women in national parliament, as of February (%)",8.5
Bhutan,2018,"Seats held by women in national parliament, as of February (%)",8.5
Bhutan,2019,"Seats held by women in national parliament, as of February (%)",14.89
Bolivia (Plurin. State of),1990,"Seats held by women in national parliament, as of February (%)",9.2
Bolivia (Plurin. State of),2000,"Seats held by women in national parliament, as of February (%)",11.5
Bolivia (Plurin. State of),2005,"Seats held by women in national parliament, as of February (%)",19.2
Bolivia (Plurin. State of),2010,"Seats held by women in national parliament, as of February (%)",22.3
